dix	NUM	dix
de	PRP	de
,	PUN	,
reparurent	VER:simp	reparaître
cheminée	NOM	cheminée
sans	PRP	sans
un	DET:ART	un
les	DET:ART	le
gigantesques	ADJ	gigantesque
ras	NOM	ras
à	PRP	à
de	PRP	de
qu'	PRO:REL	que
tristes	ADJ	triste
dont	PRO:REL	dont
d'	PRP	de
spectacle	NOM	spectacle
davantage	ADV	davantage
.	SENT	.
une	DET:ART	un
alignaient	VER:impf	aligner
sol	NOM	sol
six	NUM	six
était	VER:impf	être
,	PUN	,
où	PRO:REL	où
dans	PRP	dans
un	DET:ART	un
des	PRP:det	du
,	PUN	,
,	PUN	,
sortaient	VER:impf	sortir
,	PUN	,
<SEG>
bon	ADJ	bon
d'	PRP	de
de	PRP	de
<EOS>	<EOS>	<EOS>
,	PUN	,
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
fosse	NOM	fosse
de	PRP	de
,	PUN	,
gravir	VER:infi	gravir
de	PRP	de
Au	PRP:det	au
pour	PRP	pour
échappement	NOM	échappement
de	PRP	de
seule	ADJ	seul
diriger	VER:infi	diriger
honte	NOM	honte
risqua	VER:simp	risquer
brûlaient	VER:impf	brûler
feux	NOM	feu
et	KON	et
une	DET:ART	un
des	PRP:det	du
?	SENT	?
grosse	ADJ	gros
bâtiments	NOM	bâtiment
n'	ADV	ne
vapeur	NOM	vapeur
nuit	NOM	nuit
sur	PRP	sur
,	PUN	,
pas	ADV	pas
fantastique	ADJ	fantastique
.	SENT	.
houille	NOM	houille
homme	NOM	homme
travail	NOM	travail
voix	NOM	voix
,	PUN	,
;	PUN	;
les	DET:ART	le
une	DET:ART	un
ne	ADV	ne
fonte	NOM	fonte
corbeilles	NOM	corbeille
<EOS>	<EOS>	<EOS>
,	PUN	,
longue	ADJ	longue
trois	NUM	trois
enfin	ADV	enfin
fut	VER:simp	être
la	DET:ART	le
apparition	NOM	apparition
et	KON	et
,	PUN	,
vers	PRP	vers
de	PRP	de
le	DET:ART	le
:	PUN	:
se	PRO:PER	se
.	SENT	.
l'	DET:ART	le
terri	NOM	terri
et	KON	et
voyait	VER:impf	voir
,	PUN	,
dans	PRP	dans
montait	VER:impf	monter
noyée	VER:pper	noyer
on	PRO:PER	on
lieu	NOM	lieu
à	PRP	à
quoi	PRO	quoi
Alors	ADV	alors
fumée	NOM	fumée
lequel	PRO:REL	lequel
respiration	NOM	respiration
.	SENT	.
de	PRP	de
,	PUN	,
reconnut	VER:simp	reconnaître
à	PRP	à
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
Il	PRO:PER	il
de	PRP	de
qu'	KON	que
,	PUN	,
les	DET:ART	le
cette	PRO:DEM	ce
de	PRP	de
un	DET:ART	un
de	PRP	de
il	PRO:PER	il
il	PRO:PER	il
repris	VER:pper	reprendre
point	ADV	point
aurait	VER:cond	avoir
<SEG>
la	DET:ART	le
près	ADV	près
les	DET:ART	le
,	PUN	,
brasier	NOM	brasier
.	SENT	.
avaient	VER:impf	avoir
pousser	VER:infi	pousser
violette	ADJ	violet
entendait	VER:impf	entendre
les	DET:ART	le
,	PUN	,
de	PRP	de
en	PRP	en
débris	NOM	débris
coupe	NOM	coupe
éclairer	VER:infi	éclairer
tricot	NOM	tricot
,	PUN	,
Bonjour	NOM	bonjour
vêtu	VER:pper	vêtir
poil	NOM	poil
,	PUN	,
travailler	VER:infi	travailler
laine	NOM	laine
les	DET:ART	le
corbeilles	NOM	corbeille
au	PRP:det	au
--	PUN	--
terre	NOM	terre
besogne	NOM	besogne
pendant	VER:ppre	pendre
on	PRO:PER	on
sortait	VER:impf	sortir
.	SENT	.
,	PUN	,
une	DET:ART	un
d'	PRP	de
trains	NOM	train
debout	ADV	debout
et	KON	et
casquette	NOM	casquette
coiffé	VER:pper	coiffer
approchant	VER:ppre	approcher
les	DET:ART	le
Tournant	VER:ppre	tourner
,	PUN	,
réchauffer	VER:infi	réchauffer
ouvriers	NOM	ouvrier
;	PUN	;
,	PUN	,
.	SENT	.
le	DET:ART	le
lapin	NOM	lapin
inutiles	ADJ	inutile
chaque	PRO:IND	chaque
un	DET:ART	un
culbutant	VER:ppre	culbuter
,	PUN	,
berlines	NOM	berline
de	PRP	de
de	PRP	de
dos	NOM	dos
vivantes	ADJ	vivant
de	PRP	de
d'	PRP	de
encore	ADV	encore
à	PRP	à
un	DET:ART	un
dit-il	NOM	dit-il
distinguait	VER:impf	distinguer
des	PRP:det	du
les	DET:ART	le
en	PRP	en
<EOS>	<EOS>	<EOS>
tréteaux	NOM	tréteau
ombres	NOM	ombre
que	KON	que
le	DET:ART	le
d'	PRP	de
<EOS>	<EOS>	<EOS>
tard	ADV	tard
Maintenant	ADV	maintenant
s'	PRO:PER	se
feu	NOM	feu
était	VER:impf	être
la	DET:ART	le
.	SENT	.
moulineurs	NOM	moulineur
vieillard	NOM	vieillard
des	PRP:det	du
sur	PRP	sur
une	NUM	un
dû	VER:pper	devoir
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
charretier	NOM	charretier
il	PRO:PER	il
il	PRO:PER	il
<SEG>
qui	PRO:REL	qui
des	PRP:det	du
eût	VER:subi	avoir
<EOS>	<EOS>	<EOS>
là-haut	ADV	là-haut
vieux	NOM	vieux
pierre	NOM	pierre
attendait	VER:impf	attendre
L'	DET:ART	le
six	NUM	six
levier	NOM	levier
on	PRO:PER	on
,	PUN	,
et	KON	et
de	PRP	de
,	PUN	,
cheval	NOM	cheval
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
Le	DET:ART	le
ne	ADV	ne
.	SENT	.
Et	KON	et
cheval	NOM	cheval
sur	PRP	sur
lui	PRO:PER	lui
Un	DET:ART	un
une	DET:ART	un
grandes	ADJ	grand
.	SENT	.
une	DET:ART	un
main	NOM	main
dont	PRO:REL	dont
sentait	VER:impf	sentir
le	DET:ART	le
endormie	VER:pper	endormir
.	SENT	.
comme	ADV	comme
redoublait	VER:impf	redoubler
pesait	VER:impf	peser
un	DET:ART	un
les	DET:ART	le
,	PUN	,
passaient	VER:impf	passer
,	PUN	,
fit	VER:simp	faire
,	PUN	,
glaciale	ADJ	glacial
coups	NOM	coup
gaillard	NOM	gaillard
de	PRP	de
vidé	VER:pper	vider
--	PUN	--
<EOS>	<EOS>	<EOS>
bise	NOM	bise
employé	VER:pper	employer
un	DET:ART	un
répondit	VER:simp	répondre
<EOS>	<EOS>	<EOS>
pressait	VER:impf	presser
le	DET:ART	le
,	PUN	,
se	PRO:PER	se
,	PUN	,
efflanqué	ADJ	efflanqué
son	DET:POS	son
jaune	ADJ	jaune
au	PRP:det	au
silence	NOM	silence
par	PRP	par
haleines	NOM	haleine
dans	PRP	dans
régulières	ADJ	régulier
montées	VER:pper	monter
vent	NOM	vent
berlines	NOM	berline
,	PUN	,
Bonjour	NOM	bonjour
faux	NOM	fau|faux
se	PRO:PER	se
se	PRO:PER	se
gros	ADJ	gros
homme	NOM	homme
le	DET:ART	le
,	PUN	,
.	SENT	.
une	DET:ART	un
culbuteur	NOM	culbuteur
manœuvre	NOM	manœuvre
,	PUN	,
qu'	PRO:REL	que
guère	ADV	guère
,	PUN	,
d'	PRP	de
.	SENT	.
roux	ADJ	roux
<EOS>	<EOS>	<EOS>
immobilité	NOM	immobilité
les	DET:ART	le
<SEG>
.	SENT	.
avoir	VER:infi	avoir
de	PRP	de
joli	ADJ	joli
?	SENT	?
devait	VER:impf	devoir
s'	PRO:PER	se
encore	ADV	encore
--	PUN	--
hier	NOM	hier
un	DET:ART	un
.	SENT	.
tout	ADV	tout
Il	PRO:PER	il
méfiant	VER:ppre	méfier
machineur	NOM	machineur
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
son	DET:POS	son
présenté	VER:pper	présenter
d'	PRP	de
suis	VER:pres	suivre|être
de	PRP	de
,	PUN	,
nom	NOM	nom
ses	DET:POS	son
l'	DET:ART	le
Du	PRP:det	du
un	DET:ART	un
Les	DET:ART	le
...	PUN	...
--	PUN	--
,	PUN	,
malgré	PRP	malgré
,	PUN	,
y	PRO:PER	y
,	PUN	,
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
suite	NOM	suite
Lantier	NAM	lantier
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
membres	NOM	membre
,	PUN	,
vingt	NUM	vingt
air	NOM	air
machineur	NOM	machineur
travail	NOM	travail
hochait	VER:impf	hocher
non	ADV	non
éclairaient	VER:impf	éclairer
.	SENT	.
a	VER:pres	avoir
rien	ADV	rien
,	PUN	,
œil	NOM	œil
<EOS>	<EOS>	<EOS>
homme	NOM	homme
charretier	NOM	charretier
fort	ADJ	fort
je	PRO:PER	je
tête	NOM	tête
Je	PRO:PER	je
très	ADV	très
le	DET:ART	le
deux	NUM	deux
Il	VER:subi	il
ans	NOM	an
n'	ADV	ne
pas	ADV	pas
.	SENT	.
brun	ADJ	brun
en	PRO:PER	en
est	VER:pres	être
,	PUN	,
et	KON	et
...	PUN	...
Rassuré	VER:pper	rassurer
pour	PRP	pour
flammes	NOM	flamme
non	ADV	non
dit	VER:pper	dire
ici	ADV	ici
Étienne	NAM	étienne
,	PUN	,
n'	ADV	ne
Il	NOM	il
,	PUN	,
.	SENT	.
nomme	VER:pres	nommer
a	VER:pres	avoir
l'	PRO:PER	la|le
travail	NOM	travail
regardé	VER:pper	regarder
me	PRO:PER	me
un	NUM	un
menus	ADJ	menu
la	DET:ART	le
<SEG>
le	DET:ART	le
,	PUN	,
une	DET:ART	un
Voreux	NAM	voreux
<EOS>	<EOS>	<EOS>
du	PRP:det	du
<EOS>	<EOS>	<EOS>
toux	NOM	toux
.	SENT	.
des	PRP:det	du
le	DET:ART	le
,	PUN	,
Une	DET:ART	un
tout	ADV	tout
Un	DET:ART	un
la	DET:ART	le
?	SENT	?
empourpré	VER:pper	empourprer
cette	PRO:DEM	ce
Puis	ADV	puis
,	PUN	,
il	PRO:PER	il
crachat	NOM	crachat
,	PUN	,
...	PUN	...
,	PUN	,
son	DET:POS	son
-ce	PRO:DEM	ce
au	PRP:det	au
une	DET:ART	un
le	DET:ART	le
tas	NOM	tas
terri	NOM	terri
,	PUN	,
cracha	VER:simp	cracher
pas	NOM	pas
tache	NOM	tache
.	SENT	.
<EOS>	<EOS>	<EOS>
.	SENT	.
Étienne	NAM	étienne
Le	DET:ART	le
put	VER:simp	pouvoir
est	VER:pres	être
montrant	VER:ppre	montrer
<EOS>	<EOS>	<EOS>
coupa	VER:simp	couper
l'	PRO:PER	la|le
est	VER:pres	être
et	KON	et
,	PUN	,
accès	NOM	accès
vieux	NOM	vieux
,	PUN	,
violent	ADJ	violent
fosse	NOM	fosse
son	DET:POS	son
ne	ADV	ne
<EOS>	<EOS>	<EOS>
.	SENT	.
demanda	VER:simp	demander
sur	PRP	sur
sombre	ADJ	sombre
en	PRP	en
une	DET:ART	un
répondre	VER:infi	répondre
n'	ADV	ne
--	PUN	--
<EOS>	<EOS>	<EOS>
parole	NOM	parole
le	DET:ART	le
Tenez	NAM	tenez
constructions	NOM	construction
Oui	INT	oui
près	ADV	près
C'	PRO:DEM	ce
,	PUN	,
étranglait	VER:impf	étrangler
fosse	NOM	fosse
tour	NOM	tour
:	PUN	:
!	SENT	!
--	PUN	--
leur	PRO:PER	lui
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
pied	NOM	pied
,	PUN	,
À	PRP	à
,	PUN	,
rafale	NOM	rafale
de	PRP	de
est	VER:pres	être
Enfin	ADV	enfin
sol	NOM	sol
fois	NOM	fois
laissa	VER:simp	laisser
coron	NOM	coron
noire	ADJ	noir
<SEG>
.	SENT	.
,	PUN	,
poil	NOM	poil
il	PRO:PER	il
par	PRP	par
,	PUN	,
,	PUN	,
qui	PRO:REL	qui
il	PRO:PER	il
gros	ADJ	gros
repartait	VER:impf	repartir
.	SENT	.
chauffer	VER:infi	chauffer
du	PRP:det	du
lui	PRO:PER	lui
suivit	VER:simp	suivre
,	PUN	,
nouvelle	ADJ	nouveau
fouet	NOM	fouet
,	PUN	,
tandis	KON	tandis
qui	PRO:REL	qui
de	PRP	de
Mais	KON	mais
,	PUN	,
brasier	NOM	brasier
<EOS>	<EOS>	<EOS>
jaune	ADJ	jaune
jambes	NOM	jambe
nuit	NOM	nuit
le	DET:ART	le
ses	DET:POS	son
étaient	VER:impf	être
village	NOM	village
pauvres	ADJ	pauvre
bourrasque	NOM	bourrasque
le	DET:ART	le
tirait	VER:impf	tirer
deviné	VER:pper	deviner
,	PUN	,
devant	PRP	devant
présent	ADJ	présent
les	DET:ART	le
les	DET:ART	le
le	DET:ART	le
;	PUN	;
claquement	NOM	claquement
cheval	NOM	cheval
son	DET:POS	son
une	DET:ART	un
les	PRO:PER	la|le
jeune	ADJ	jeune
rhumatismes	NOM	rhumatisme
bras	NOM	bras
les	DET:ART	le
berlines	NOM	berline
dans	PRP	dans
un	DET:ART	un
six	NUM	six
rêve	NOM	rêve
,	PUN	,
,	PUN	,
de	PRP	de
pesamment	ADV	pesamment
Étienne	NAM	étienne
sans	PRP	sans
à	PRP	à
le	DET:ART	le
dont	PRO:REL	dont
,	PUN	,
à	PRP	à
.	SENT	.
tout	ADV	tout
s'	PRO:PER	se
oubliait	VER:impf	oublier
saignantes	ADJ	saignant
tendu	ADJ	tendu
<EOS>	<EOS>	<EOS>
la	DET:ART	le
des	PRP:det	du
seul	ADJ	seul
raidies	VER:pper	raidir
<EOS>	<EOS>	<EOS>
,	PUN	,
toitures	NOM	toiture
entre	PRP	entre
hérissait	VER:impf	hérisser
rails	NOM	rail
Voreux	NAM	voreux
mains	NOM	main
les	DET:ART	le
que	KON	que
le	DET:ART	le
sortait	VER:impf	sortir
vides	ADJ	vide
avait	VER:impf	avoir
Le	DET:ART	le
désignait	VER:impf	désigner
homme	NOM	homme
sous	PRP	sous
<SEG>
.	SENT	.
,	PUN	,
en	PRP	en
la	DET:ART	le
corne	NOM	corne
bête	ADJ	bête
,	PUN	,
avec	PRP	avec
pompe	NOM	pompe
épuisement	NOM	épuisement
creux	NOM	creux
de	PRP	de
la	DET:ART	le
du	PRP:det	du
le	DET:ART	le
un	DET:ART	un
la	DET:ART	le
cheminée	NOM	cheminée
d'	PRP	de
à	PRP	à
,	PUN	,
tassée	VER:pper	tasser
retrouvait	VER:impf	retrouver
beffroi	NOM	beffroi
menaçante	ADJ	menaçant
.	SENT	.
d'	PRP	de
,	PUN	,
examinant	VER:ppre	examiner
songeait	VER:impf	songer
accroupie	VER:pper	accroupir
pour	PRP	pour
huit	NUM	huit
chaque	PRO:IND	chaque
de	PRP	de
air	NOM	air
depuis	PRP	depuis
,	PUN	,
Tout	ADV	tout
trapues	ADJ	trapu
comme	KON	comme
,	PUN	,
lui	PRO:PER	lui
goulue	NOM	goulu
regardait	VER:impf	regarder
,	PUN	,
dressant	VER:ppre	dresser
manger	VER:infi	manger
<EOS>	<EOS>	<EOS>
avoir	VER:infi	avoir
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
briques	NOM	brique
machine	NOM	machine
la	DET:ART	le
un	DET:ART	un
,	PUN	,
constructions	NOM	construction
fosse	NOM	fosse
le	DET:ART	le
Cette	PRO:DEM	ce
hangar	NOM	hangar
de	PRP	de
ses	DET:POS	son
son	DET:POS	son
là	ADV	là
fosse	NOM	fosse
vaste	ADJ	vaste
chambre	NOM	chambre
goudronné	VER:pper	goudronner
du	PRP:det	du
il	PRO:PER	il
monde	NOM	monde
de	PRP	de
de	PRP	de
mauvais	ADJ	mauvais
la	DET:ART	le
,	PUN	,
fond	NOM	fond
vagabond	NOM	vagabond
l'	PRO:PER	la|le
partie	NOM	partie
le	DET:ART	le
d'	PRP	de
une	DET:ART	un
,	PUN	,
au	PRP:det	au
puits	NOM	puits
à	PRP	à
extraction	NOM	extraction
semblait	VER:impf	sembler
existence	NOM	existence
tourelle	NOM	tourelle
de	PRP	de
sa	DET:POS	son
carrée	VER:pper	carrer
lui	PRO:PER	lui
criblage	NOM	criblage
,	PUN	,
<SEG>
y	PRO:PER	y
jours	NOM	jour
une	DET:ART	un
,	PUN	,
partout	ADV	partout
de	PRP	de
il	PRO:PER	il
cherchait	VER:impf	chercher
de	PRP	de
charronnage	NOM	charronnage
expulser	VER:infi	expulser
,	PUN	,
se	PRO:PER	se
de	PRP	de
,	PUN	,
fer	NOM	fer
la	DET:ART	le
à	PRP	à
du	PRP:det	du
il	PRO:PER	il
chassé	VER:pper	chasser
aux	PRP:det	au
un	DET:ART	un
dont	PRO:REL	dont
dans	PRP	dans
ni	KON	ni
,	PUN	,
de	PRP	de
on	PRO:PER	on
heures	NOM	heure
chef	NOM	chef
nuit	NOM	nuit
,	PUN	,
Sonneville	NAM	sonneville
,	PUN	,
giflant	VER:ppre	gifler
,	PUN	,
chassé	VER:pper	chasser
de	PRP	de
le	DET:ART	le
Lille	NAM	lille
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
le	DET:ART	le
surveillant	NOM	surveillant
qu'	KON	que
chemin	NOM	chemin
rien	ADV	rien
revoyait	VER:impf	revoir
Forges	NAM	forges
place	NOM	place
Marchiennes	NAM	marchiennes
Forges	NAM	forges
qu'	PRO:REL	que
avait	VER:impf	avoir
avait	VER:impf	avoir
les	DET:ART	le
il	PRO:PER	il
ni	KON	ni
arrivé	VER:pper	arriver
aux	PRP:det	au
;	PUN	;
travail	NOM	travail
où	PRO:REL	où
chez	PRP	chez
du	PRP:det	du
l'	DET:ART	le
,	PUN	,
Rien	ADV	rien
