petites	NOM	petit
pour	PRP	pour
entière	ADJ	entier
Il	PRO:PER	il
épaules	NOM	épaule
passants	NOM	passant
le	DET:ART	le
descendre	VER:infi	descendre
Quoique	KON	quoique
forme	NOM	forme
peu	ADV	peu
et	KON	et
la	DET:ART	le
toujours	ADV	toujours
gens	NOM	gens
s'	PRO:PER	se
entrouvertes	VER:pper	entrouvrir
l'	DET:ART	le
par	PRP	par
monde	NOM	monde
,	PUN	,
déranger	VER:infi	déranger
haute	ADJ	haut
,	PUN	,
ne	ADV	ne
beau	ADJ	beau
les	DET:ART	le
jambes	NOM	jambe
chapeau	NOM	chapeau
comme	KON	comme
air	NOM	air
chic	ADJ	chic
oreille	NOM	oreille
un	DET:ART	un
tombé	VER:pper	tomber
et	KON	et
légèrement	ADV	légèrement
de	PRP	de
,	PUN	,
quelqu'un	PRO:IND	quelqu'un
talon	NOM	talon
le	DET:ART	le
de	PRP	de
sur	PRP	sur
<EOS>	<EOS>	<EOS>
la	DET:ART	le
il	PRO:PER	il
les	DET:ART	le
de	PRP	de
;	PUN	;
il	PRO:PER	il
les	DET:ART	le
poussant	VER:ppre	pousser
.	SENT	.
se	PRO:PER	se
dans	PRP	dans
,	PUN	,
route	NOM	route
avançait	VER:impf	avancer
poitrine	NOM	poitrine
,	PUN	,
de	PRP	de
la	DET:ART	le
de	PRP	de
défier	VER:infi	défier
bombée	ADJ	bombé
les	DET:ART	le
cheval	NOM	cheval
sa	DET:POS	son
assez	ADV	assez
,	PUN	,
son	DET:POS	son
de	PRP	de
venait	VER:impf	venir
point	ADV	point
de	PRP	de
battait	VER:impf	battre
son	DET:POS	son
l'	DET:ART	le
dans	PRP	dans
maisons	NOM	maison
avait	VER:impf	avoir
pleine	ADJ	plein
les	DET:ART	le
soldat	NOM	soldat
<EOS>	<EOS>	<EOS>
pavé	NOM	pavé
<SEG>
air	NOM	air
d'	PRP	de
ressemblait	VER:impf	ressembler
.	SENT	.
peu	ADV	peu
des	PRP:det	du
une	DET:ART	un
sujet	ADJ	sujet
,	PUN	,
Grand	ADJ	grand
mauvais	NOM	mauvais
populaires	ADJ	populaire
du	PRP:det	du
il	PRO:PER	il
une	NUM	un
par	PRP	par
blond	ADJ	blond
retroussée	ADJ	retroussé
,	PUN	,
au	PRP:det	au
blond	ADJ	blond
des	PRP:det	du
.	SENT	.
certaine	ADJ	certain
,	PUN	,
où	PRO:REL	où
,	PUN	,
,	PUN	,
tapageuse	ADJ	tapageur
vaguement	ADV	vaguement
milieu	NOM	milieu
moustache	NOM	moustache
,	PUN	,
gardait	VER:impf	garder
toute	PRO:IND	tout
clairs	ADJ	clair
un	DET:ART	un
petite	ADJ	petit
une	DET:ART	un
,	PUN	,
au	PRP:det	au
avec	PRP	avec
d'	PRP	de
bleus	ADJ	bleu
soirées	NOM	soirée
,	PUN	,
manque	VER:pres	manquer
une	DET:ART	un
crâne	NOM	crâne
complet	ADJ	complet
châtain	NOM	châtain
habillé	VER:pper	habiller
lèvre	NOM	lèvre
,	PUN	,
de	PRP	de
troués	VER:pper	trouer
sa	DET:POS	son
d'	PRP	de
été	NOM	été
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
naturellement	ADV	naturellement
,	PUN	,
roussi	VER:pper	roussir
était	VER:impf	être
,	PUN	,
semblait	VER:impf	sembler
frisés	VER:pper	friser
fait	VER:pper	faire
un	DET:ART	un
dans	PRP	dans
<EOS>	<EOS>	<EOS>
bien	ADV	bien
il	PRO:PER	il
francs	NOM	franc
cheveux	NOM	cheveu
élégance	NOM	élégance
bien	ADV	bien
pupille	NOM	pupille
raie	NOM	raie
d'	PRP	de
,	PUN	,
une	DET:ART	un
yeux	NOM	œil
soixante	NUM	soixante
cependant	ADV	cependant
C'	PRO:DEM	ce
sur	PRP	sur
des	PRP:det	du
qui	PRO:REL	qui
commune	ADJ	commun
réelle	ADJ	réel
,	PUN	,
ces	PRO:DEM	ce
romans	NOM	roman
de	PRP	de
,	PUN	,
séparés	VER:pper	séparer
un	DET:ART	un
mousser	VER:infi	mousser
<SEG>
la	DET:ART	le
un	DET:ART	un
à	PRP	à
fumaient	VER:impf	fumer
chaises	NOM	chaise
.	SENT	.
ville	NOM	ville
pas	ADV	pas
chapeau	NOM	chapeau
portes	NOM	porte
le	DET:ART	le
et	KON	et
allaient	VER:impf	aller
basses	ADJ	bas
sauces	NOM	sauce
haleines	NOM	haleine
jetaient	VER:impf	jeter
,	PUN	,
Les	DET:ART	le
,	PUN	,
fenêtres	NOM	fenêtre
main	NOM	main
d'	PRP	de
la	DET:ART	le
les	DET:ART	le
.	SENT	.
une	DET:ART	un
cheval	NOM	cheval
Paris	NAM	paris
vieilles	ADJ	vieux
pipe	NOM	pipe
des	PRP:det	du
,	PUN	,
les	DET:ART	le
chaude	ADJ	chaud
front	NOM	front
,	PUN	,
sur	PRP	sur
à	PRP	à
paille	NOM	paille
paraissait	VER:impf	paraître
leurs	DET:POS	leur
,	PUN	,
la	DET:ART	le
accablé	VER:pper	accabler
suer	VER:infi	suer
rue	NOM	rue
la	DET:ART	le
sous	PRP	sous
Les	DET:ART	le
comme	KON	comme
granit	NOM	granit
par	PRP	par
,	PUN	,
et	KON	et
manches	NOM	manche
et	KON	et
vaisselle	NOM	vaisselle
soufflaient	VER:impf	souffler
,	PUN	,
en	PRP	en
eaux	NOM	eau
dans	PRP	dans
souterraines	ADJ	souterrain
chemise	NOM	chemise
,	PUN	,
passants	NOM	passant
<EOS>	<EOS>	<EOS>
leurs	DET:POS	leur
cochères	ADJ	cochère
.	SENT	.
des	PRP:det	du
,	PUN	,
miasmes	NOM	miasme
des	PRP:det	du
les	DET:ART	le
<EOS>	<EOS>	<EOS>
le	DET:ART	le
leurs	DET:POS	leur
à	PRP	à
infâmes	ADJ	infâme
des	PRP:det	du
,	PUN	,
de	PRP	de
nuit	NOM	nuit
étouffante	ADJ	étouffant
en	PRP	en
de	PRP	de
La	DET:ART	le
bouches	NOM	bouche
nu	NOM	nu
égouts	NOM	égout
<EOS>	<EOS>	<EOS>
empestées	VER:pper	empester
cuisines	NOM	cuisine
concierges	NOM	concierge
par	PRP	par
étuve	NOM	étuve
de	PRP	de
,	PUN	,
<SEG>
il	PRO:PER	il
air	NOM	air
maintenant	ADV	maintenant
bois	NOM	bois
du	PRP:det	du
trouver	VER:infi	trouver
aussi	ADV	aussi
faire	VER:infi	faire
indécis	ADJ	indécis
se	PRO:PER	se
de	PRP	de
boulevard	NOM	boulevard
travaillait	VER:impf	travailler
Il	PRO:PER	il
une	DET:ART	un
allait	VER:impf	aller
rien	ADV	rien
à	PRP	à
Boulogne	NAM	boulogne
depuis	PRP	depuis
frais	ADJ	frais
au	PRP:det	au
sous	PRP	sous
n'	ADV	ne
?	SENT	?
<EOS>	<EOS>	<EOS>
les	DET:ART	le
de	PRP	de
sa	DET:POS	son
attendait	VER:impf	attendre
jours	NOM	jour
Quelquefois	ADV	quelquefois
présenterait-elle	VER:subp	présenterait-elle
l'	PRO:PER	la|le
tous	PRO:IND	tout
,	PUN	,
peu	ADV	peu
soirs	NOM	soir
rencontre	NOM	rencontre
un	DET:ART	un
.	SENT	.
envie	VER:pres	envier
amoureuse	ADJ	amoureux
mine	NOM	mine
.	SENT	.
un	DET:ART	un
il	PRO:PER	il
d'	PRP	de
Duroy	NAM	duroy
savait	VER:impf	savoir
cependant	ADV	cependant
parvint	VER:simp	parvenir
qu'	PRO:REL	que
.	SENT	.
<EOS>	<EOS>	<EOS>
,	PUN	,
en	PRO:PER	en
Quand	KON	quand
arrêta	VER:simp	arrêter
avenue	NOM	avenue
,	PUN	,
,	PUN	,
avait	VER:impf	avoir
pour	KON	pour
,	PUN	,
d'	PRP	de
s'	PRO:PER	se
trois	NUM	trois
sur	PRP	sur
Il	PRO:PER	il
,	PUN	,
<EOS>	<EOS>	<EOS>
Comment	ADV	comment
Georges	NAM	georges
gagner	VER:infi	gagner
grâce	NOM	grâce
et	KON	et
ce	PRO:DEM	ce
le	PRO:PER	le
les	DET:ART	le
<EOS>	<EOS>	<EOS>
mais	KON	mais
il	PRO:PER	il
et	KON	et
désir	NOM	désir
les	DET:ART	le
.	SENT	.
encore	ADV	encore
mais	KON	mais
,	PUN	,
<EOS>	<EOS>	<EOS>
Champs-Élysées	NAM	champs-élysées
celui	PRO:DEM	celui
;	PUN	;
tous	PRO:IND	tout
arbres	NOM	arbre
les	DET:ART	le
belle	ADJ	beau
mois	NOM	moi|mois
l'	DET:ART	le
<SEG>
rues	NOM	rue
il	PRO:PER	il
mieux	ADV	mieux
toujours	ADV	toujours
,	PUN	,
grouillent	VER:pres	grouiller
,	PUN	,
par	PRP	par
d'	PRP	de
,	PUN	,
,	PUN	,
La	DET:ART	le
autre	ADJ	autre
,	PUN	,
qui	PRO:REL	qui
,	PUN	,
,	PUN	,
le	DET:ART	le
et	KON	et
les	PRO:PER	la|le
;	PUN	;
-là	ADV	là
-ci	ADV	-ci
s'	PRO:PER	se
poche	NOM	poche
moins	ADV	moins
autres	ADJ	autre
angle	NOM	angle
rôdeuses	NOM	rôdeur
n'	ADV	ne
volait	VER:impf	voler
où	PRO:REL	où
garçon	NOM	garçon
sang	NOM	sang
au	PRP:det	au
attendait	VER:impf	attendre
aimait	VER:impf	aimer
<EOS>	<EOS>	<EOS>
sa	DET:POS	son
?	SENT	?
<EOS>	<EOS>	<EOS>
ne	ADV	ne
par	PRP	par
,	PUN	,
l'	DET:ART	le
-vous	PRO:PER	vous
.	SENT	.
à	PRP	à
des	PRP:det	du
Venez	VER:pres	venir
.	SENT	.
Il	PRO:PER	il
pouvant	VER:ppre	pouvoir
bouillant	VER:ppre	bouiller|bouillir
mais	KON	mais
il	PRO:PER	il
joli	ADJ	joli
payer	VER:infi	payer
aussi	ADV	aussi
il	PRO:PER	il
lieux	NOM	lieu
plus	ADV	plus
des	PRP:det	du
les	DET:ART	le
»	PUN:cit	»
«	PUN:cit	«
à	PRP	à
un	DET:ART	un
il	PRO:PER	il
publiques	ADJ	publique
et	KON	et
,	PUN	,
:	PUN	:
peu	ADV	peu
et	KON	et
,	PUN	,
contact	NOM	contact
,	PUN	,
les	PRO:PER	la|le
cependant	ADV	cependant
vide	ADJ	vide
espérait	VER:impf	espérer
filles	NOM	fille
moi	PRO:PER	moi
allumait	VER:impf	allumer
tournure	NOM	tournure
suivre	VER:infi	suivre
mais	KON	mais
chez	PRP	chez
il	PRO:PER	il
les	DET:ART	le
murmurent	VER:pres	murmurer
amour	NOM	amour
chose	NOM	chose
<EOS>	<EOS>	<EOS>
baisers	NOM	baiser
galante	ADJ	galant
vulgaires	ADJ	vulgaire
osait	VER:impf	oser
d'	PRP	de
<SEG>
;	PUN	;
point	ADV	point
,	PUN	,
femmes	NOM	femme
,	PUN	,
amour	NOM	amour
,	PUN	,
de	PRP	de
femmes	NOM	femme
des	PRP:det	du
les	PRO:PER	la|le
des	PRP:det	du
leurs	DET:POS	leur
famille	NOM	famille
,	PUN	,
,	PUN	,
la	DET:ART	le
des	PRP:det	du
,	PUN	,
étalant	VER:ppre	étaler
il	PRO:PER	il
bals	NOM	bal
,	PUN	,
violents	ADJ	violent
enfin	ADV	enfin
.	SENT	.
chaleur	NOM	chaleur
coulait	VER:impf	couler
trottoir	NOM	trottoir
Il	PRO:PER	il
coudoyer	VER:infi	coudoyer
étaient	VER:impf	être
<EOS>	<EOS>	<EOS>
tutoyer	VER:infi	tutoyer
pleins	ADJ	plein
leurs	DET:POS	leur
C'	PRO:DEM	ce
,	PUN	,
sous	PRP	sous
Les	DET:ART	le
se	PRO:PER	se
de	PRP	de
parler	VER:infi	parler
éclatante	ADJ	éclatant
flairer	VER:infi	flairer
ne	ADV	ne
rues	NOM	rue
,	PUN	,
vers	PRP	vers
aimait	VER:impf	aimer
grands	ADJ	grand
de	PRP	de
Madeleine	NAM	madeleine
accablé	VER:pper	accabler
leurs	DET:POS	leur
les	PRO:PER	la|le
monde	NOM	monde
débordaient	VER:impf	déborder
elles	PRO:PER	elle
mépris	NOM	mépris
de	PRP	de
,	PUN	,
public	NOM	public
du	PRP:det	du
.	SENT	.
la	DET:ART	le
inné	ADJ	inné
cafés	NOM	café
suivit	VER:simp	suivre
hommes	NOM	homme
leurs	DET:POS	leur
sentir	VER:infi	sentir
les	PRO:PER	la|le
leur	PRO:PER	lui
qui	PRO:REL	qui
d'	PRP	de
le	DET:ART	le
foule	NOM	foule
flot	NOM	flot
cafés	NOM	café
<EOS>	<EOS>	<EOS>
d'	PRP	de
sur	PRP	sur
.	SENT	.
buveurs	NOM	buveur
la	DET:ART	le
,	PUN	,
et	KON	et
par	PRP	par
près	ADV	près
méprisait	VER:impf	mépriser
<EOS>	<EOS>	<EOS>
.	SENT	.
tourna	VER:simp	tourner
<EOS>	<EOS>	<EOS>
leur	DET:POS	leur
le	DET:ART	le
Il	PRO:PER	il
lumière	NOM	lumière
parfums	NOM	parfum
<SEG>
soif	NOM	soif
ralenti	VER:pper	ralentir
verts	ADJ	vert
eau	NOM	eau
.	SENT	.
transparents	ADJ	transparent
;	PUN	;
qui	PRO:REL	qui
jaunes	ADJ	jaune
ou	KON	ou
de	PRP	de
la	DET:ART	le
contenaient	VER:impf	contenir
de	PRP	de
la	DET:ART	le
briller	VER:infi	briller
,	PUN	,
belle	ADJ	beau
liquides	NOM	liquide
des	PRP:det	du
les	DET:ART	le
intérieur	NOM	intérieur
de	PRP	de
Devant	PRP	devant
petites	ADJ	petit
les	DET:ART	le
les	DET:ART	le
envie	NOM	envie
l'	DET:ART	le
et	KON	et
devanture	NOM	devanture
sensation	NOM	sensation
bruns	ADJ	brun
boissons	NOM	boisson
sa	DET:POS	son
soir	NOM	soir
on	PRO:PER	on
<EOS>	<EOS>	<EOS>
gorge	NOM	gorge
,	PUN	,
glace	NOM	glace
claire	ADJ	clair
verres	NOM	verre
de	PRP	de
chaude	ADJ	chaud
,	PUN	,
rondes	ADJ	rond
boire	VER:infi	boire
voyait	VER:impf	voir
,	PUN	,
,	PUN	,
,	PUN	,
lui	PRO:PER	lui
carafes	NOM	carafe
,	PUN	,
eux	PRO:PER	eux
.	SENT	.
séchait	VER:impf	sécher
une	DET:ART	un
tenait	VER:impf	tenir
toutes	PRO:IND	tout
l'	DET:ART	le
pensait	VER:impf	penser
des	PRP:det	du
cylindres	NOM	cylindre
<EOS>	<EOS>	<EOS>
la	DET:ART	le
Une	DET:ART	un
de	PRP	de
illuminée	ADJ	illuminé
délicieuse	ADJ	délicieux
le	PRO:PER	le
de	PRP	de
Duroy	NAM	duroy
crue	VER:pper	croire|croître
carrées	ADJ	carré
et	KON	et
,	PUN	,
et	KON	et
sur	PRP	sur
dans	PRP	dans
il	PRO:PER	il
tables	NOM	table
à	PRP	à
des	PRP:det	du
rouges	ADJ	rouge
été	NOM	été
avait	VER:impf	avoir
.	SENT	.
gros	ADJ	gros
<EOS>	<EOS>	<EOS>
et	KON	et
nuances	NOM	nuance
froides	ADJ	froid
,	PUN	,
soif	NOM	soif
refroidissaient	VER:impf	refroidir
leur	DET:POS	leur
marche	NOM	marche
d'	PRP	de
<SEG>
les	PRO:PER	la|le
mois	NOM	moi|mois
soif	NOM	soif
et	KON	et
un	DET:ART	un
,	PUN	,
qu'	KON	que
deux	NUM	deux
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
attablés	VER:pper	attabler
il	PRO:PER	il
Mais	KON	mais
et	KON	et
d'	PRP	de
adieu	NOM	adieu
à	PRP	à
<EOS>	<EOS>	<EOS>
,	PUN	,
il	PRO:PER	il
maigre	ADJ	maigre
bouche	NOM	bouche
leur	PRO:PER	lui
«	PUN:cit	«
de	PRP	de
la	DET:ART	le
même	ADJ	même
Américain	NAM	américain
dans	PRP	dans
ces	PRO:DEM	ce
heures	NOM	heure
il	PRO:PER	il
ces	PRO:DEM	ce
dit	VER:pres	dire
.	SENT	.
désaltérer	VER:infi	désaltérer
il	PRO:PER	il
dans	PRP	dans
heures	NOM	heure
connaissait	VER:impf	connaître
pouvaient	VER:impf	pouvoir
.	SENT	.
:	PUN	:
prendrai	VER:futu	prendre
souper	NOM	souper
les	DET:ART	le
du	PRP:det	du
je	PRO:PER	je
fin	NOM	fin
buvait	VER:impf	boire
que	KON	que
du	PRP:det	du
affamées	VER:pper	affamer
Et	NOM	et
bocks	NOM	bock
hommes	NOM	homme
ai	VER:pres	avoir
chien	NOM	chien
Nom	NOM	nom
Il	NAM	il
soirée	NOM	soirée
le	DET:ART	le
!	SENT	!
lendemain	NOM	lendemain
j'	PRO:PER	je
faut	VER:pres	falloir
se	PRO:PER	se
seulement	ADV	seulement
buvant	VER:ppre	boire
hommes	NOM	homme
trop	ADV	trop
mon	DET:POS	mon
,	PUN	,
.	SENT	.
je	PRO:PER	je
gagne	VER:pres	gagner
l'	DET:ART	le
»	PUN:cit	»
bock	NOM	bock
qui	PRO:REL	qui
tous	PRO:IND	tout
tant	ADV	tant
s'	PRO:PER	se
,	PUN	,
plaisait	VER:impf	plaire
la	DET:ART	le
de	PRP	de
!	SENT	!
que	KON	que
dix	NUM	dix
<EOS>	<EOS>	<EOS>
tout	ADV	tout
coulant	VER:ppre	couler
la	DET:ART	le
regardait	VER:impf	regarder
tous	PRO:IND	tout
<EOS>	<EOS>	<EOS>
et	KON	et
<SEG>
Il	PRO:PER	il
,	PUN	,
de	PRP	de
mine	NOM	mine
,	PUN	,
l'	PRO:PER	la|le
l'	DET:ART	le
à	PRP	à
au	PRP:det	au
deux	NUM	deux
un	DET:ART	un
et	KON	et
et	KON	et
monnaie	NOM	monnaie
moins	ADV	moins
et	KON	et
.	SENT	.
café	NOM	café
des	PRP:det	du
,	PUN	,
étaient	VER:impf	être
louis	NOM	louis
.	SENT	.
blanche	ADJ	blanc
fouillant	VER:ppre	fouiller
air	NOM	air
moyenne	NOM	moyenne
devant	PRP	devant
colère	NOM	colère
lui	PRO:PER	lui
une	DET:ART	un
chaque	PRO:IND	chaque
il	PRO:PER	il
En	PRO:PER	en
gens	NOM	gens
leurs	DET:POS	leur
centaine	NOM	centaine
<EOS>	<EOS>	<EOS>
.	SENT	.
la	DET:ART	le
En	PRP	en
allait	VER:impf	aller
cafés	NOM	café
à	PRP	à
que	PRO:REL	que
ils	PRO:PER	il
d'	PRP	de
et	KON	et
Et	KON	et
jugeait	VER:impf	juger
or	NOM	or
,	PUN	,
,	PUN	,
devait	VER:impf	devoir
passant	VER:ppre	passer
d'	PRP	de
deux	NUM	deux
un	DET:ART	un
de	PRP	de
sur	PRP	sur
devait	VER:impf	devoir
crâne	ADJ	crâne
contre	PRP	contre
,	PUN	,
cent	NUM	cent
consommateur	NOM	consommateur
;	PUN	;
<EOS>	<EOS>	<EOS>
assis	ADJ	assis
sous	NOM	sou
tranquilles	ADJ	tranquille
,	PUN	,
gaillard	ADJ	gaillard
les	DET:ART	le
habit	NOM	habit
poches	NOM	poche
l'	DET:ART	le
la	DET:ART	le
ces	PRO:DEM	ce
on	PRO:PER	on
coup	NOM	coup
ce	PRO:DEM	ce
;	PUN	;
porter	VER:infi	porter
bien	ADV	bien
avoir	VER:infi	avoir
chacun	PRO:IND	chacun
<EOS>	<EOS>	<EOS>
,	PUN	,
fois	NOM	fois
.	SENT	.
argent	NOM	argent
envahissait	VER:impf	envahir
œil	NOM	œil
une	DET:ART	un
au	PRP:det	au
<EOS>	<EOS>	<EOS>
trouverait	VER:cond	trouver
d'	PRP	de
d'	PRP	de
<SEG>
Sud	NOM	sud
:	PUN	:
Les	DET:ART	le
Et	KON	et
dont	PRO:REL	dont
<EOS>	<EOS>	<EOS>
des	PRP:det	du
Arabes	NOM	arabe
un	DET:ART	un
»	PUN:cit	»
aux	PRP:det	au
un	DET:ART	un
!	SENT	!
ses	DET:POS	son
l'	DET:ART	le
deux	NUM	deux
.	SENT	.
,	PUN	,
les	DET:ART	le
aux	PRP:det	au
dandinant	VER:ppre	dandiner
de	PRP	de
Et	KON	et
la	DET:ART	le
dans	PRP	dans
murmurait	VER:impf	murmurer
!	SENT	!
avait	VER:impf	avoir
tout	ADV	tout
grandes	ADJ	grand
les	DET:ART	le
en	PRP	en
volailles	NOM	volaille
noire	ADJ	noir
grâce	NOM	grâce
cruel	ADJ	cruel
faisait	VER:impf	faire
années	NOM	année
petits	ADJ	petit
en	PRP	en
une	DET:ART	un
dans	PRP	dans
louis	NOM	louis
manœuvres	NOM	manœuvre
Afrique	NAM	afrique
se	PRO:PER	se
façon	NOM	façon
au	PRP:det	au
d'	PRP	de
sourire	NOM	sourire
,	PUN	,
,	PUN	,
avec	PRP	avec
Il	PRO:PER	il
tenir	VER:infi	tenir
,	PUN	,
il	PRO:PER	il
francs	NOM	franc
il	PRO:PER	il
ombre	NOM	ombre
