Chargés	VER:pper	charger
Ripaille	NAM	ripaille
Pendant	PRP	pendant
le	DET:ART	le
l'	DET:ART	le
l'	DET:ART	le
propriété	NOM	propriété
du	PRP:det	du
de	PRP	de
de	PRP	de
la	DET:ART	le
la	DET:ART	le
se	PRO:PER	se
--Philippe	ADJ	--philippe
point	NOM	point
,	PUN	,
ils	PRO:PER	il
usé	VER:pper	user
d'	PRP	de
.	SENT	.
fer	NOM	fer
amont	NOM	amont
Valfeuillu	ADJ	valfeuillu
engins	NOM	engin
de	PRP	de
,	PUN	,
pour	PRP	pour
Jean	NAM	jean
s'	PRO:PER	se
,	PUN	,
,	PUN	,
,	PUN	,
.	SENT	.
du	PRP:det	du
se	PRO:PER	se
,	PUN	,
Trémorel	NAM	trémorel
belle	ADJ	beau
par	PRP	par
d'	PRP	de
de	PRP	de
en	PRP	en
sur	PRP	sur
cinquantaine	NOM	cinquantaine
<EOS>	<EOS>	<EOS>
joignant	VER:ppre	joindre
,	PUN	,
une	DET:ART	un
embarcation	NOM	embarcation
exercée	VER:pper	exercer
vider	VER:infi	vider
entra	VER:simp	entrer
une	DET:ART	un
écope	NOM	écope
que	KON	que
aperçut	VER:simp	apercevoir
<SEG>
<EOS>	<EOS>	<EOS>
Philippe	NAM	philippe
et	KON	et
jeune	ADJ	jeune
entoure	VER:pres	entourer
,	PUN	,
-On	ADJ	-on
garde-pêche	NOM	garde-pêche
homme	NOM	homme
donc	ADV	donc
notre	DET:POS	notre
avoir	VER:infi	avoir
dans	PRP	dans
à	PRP	à
.	SENT	.
Le	DET:ART	le
qui	PRO:REL	qui
tâche	VER:pres	tâcher
à	PRP	à
occupé	VER:pper	occuper
pénal	ADJ	pénal
M	NOM	m
peu	ADV	peu
parc	NOM	parc
soucieux	ADJ	soucieux
,	PUN	,
<EOS>	<EOS>	<EOS>
prairie	NOM	prairie
pour	PRP	pour
va	VER:pres	aller
,	PUN	,
un	DET:ART	un
.	SENT	.
un	DET:ART	un
mailles	NOM	maille
pas	ADV	pas
franchit	VER:pres	franchir
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
article	NOM	article
donc	ADV	donc
dont	PRO:REL	dont
,	PUN	,
seulement	ADV	seulement
distant	ADJ	distant
,	PUN	,
,	PUN	,
dirigea	VER:simp	diriger
de	PRP	de
tolet	NOM	tolet
bout	NOM	bout
propriété	NOM	propriété
vers	PRP	vers
le	DET:ART	le
trouvé	VER:pper	trouver
serrées	VER:pper	serrer
de	PRP	de
il	PRO:PER	il
un	DET:ART	un
Philippe	NAM	philippe
un	DET:ART	un
l'	DET:ART	le
.	SENT	.
fils	NOM	fil|fils
la	DET:ART	le
large	ADJ	large
démêler	VER:infi	démêler
y	PRO:PER	y
,	PUN	,
Il	PRO:PER	il
quelques	PRO:IND	quelque
les	DET:ART	le
,	PUN	,
Code	NAM	code
pas	NOM	pas
Valfeuillu	NAM	valfeuillu
bois	NOM	bois
fossé	NOM	fossé
de	PRP	de
refaire	VER:infi	refaire
trop	ADV	trop
391	NUM	@card@
eût	VER:subi	avoir
n'	ADV	ne
de	PRP	de
arbre	NOM	arbre
épervier	NOM	épervier
son	DET:POS	son
le	DET:ART	le
de	PRP	de
m'	PRO:PER	me
répondit	VER:simp	répondre
cria-t-il	NOM	cria-t-il
la	DET:ART	le
-	PUN	-
,	PUN	,
du	PRP:det	du
avait	VER:impf	avoir
de	PRP	de
y	PRO:PER	y
<SEG>
en	PRP	en
se	PRO:PER	se
Il	PRO:PER	il
son	DET:POS	son
couper	VER:infi	couper
de	PRP	de
tout	ADV	tout
des	PRP:det	du
sans	PRP	sans
,	PUN	,
<EOS>	<EOS>	<EOS>
cri	NOM	cri
à	PRP	à
.	SENT	.
<EOS>	<EOS>	<EOS>
vieux	ADJ	vieux
trempent	VER:pres	tremper
avait	VER:impf	avoir
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
étouffé	VER:pper	étouffer
l'	DET:ART	le
poussa	VER:simp	pousser
à	PRP	à
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
venez	VER:pres	venir
!	SENT	!
à	PRP	à
eh	INT	eh
branches	NOM	branche
vieux	NOM	vieux
nom	NOM	nom
un	DET:ART	un
cet	PRO:DEM	ce
le	DET:ART	le
leurs	DET:POS	leur
!	SENT	!
l'	DET:ART	le
proposait	VER:impf	proposer
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
fil	NOM	fil
qui	PRO:REL	qui
du	PRP:det	du
Philippe	NAM	philippe
.	SENT	.
braconnier	ADJ	braconnier
de	PRP	de
,	PUN	,
inquiet	ADJ	inquiet
,	PUN	,
,	PUN	,
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
saules	NOM	saule
,	PUN	,
--Qu'y	ADJ	--qu'y
père	NOM	père
répondit	VER:simp	répondre
branche	NOM	branche
!	SENT	!
mon	DET:POS	mon
au	PRP:det	au
Trémorel	NAM	trémorel
<EOS>	<EOS>	<EOS>
.	SENT	.
de	PRP	de
eau	NOM	eau
déranger	VER:infi	déranger
une	DET:ART	un
,	PUN	,
éplorées	ADJ	éploré
.	SENT	.
endroit	NOM	endroit
au	PRP:det	au
maraudeur	NOM	maraudeur
de	PRP	de
autour	ADV	autour
poche	NOM	poche
père	NOM	père
qu'	PRO:REL	que
,	PUN	,
il	PRO:PER	il
tiré	VER:pper	tirer
du	PRP:det	du
de	PRP	de
--Père	ADJ	--père
regard	NOM	regard
sa	DET:POS	son
a-t-il	ADJ	a-t-il
peine	NOM	peine
un	NOM	un
le	DET:ART	le
--Mon	ADJ	--mon
ciel	NOM	ciel
continua	VER:simp	continuer
couteau	NOM	couteau
promenant	VER:ppre	promener
<SEG>
,	PUN	,
avait	VER:impf	avoir
terrifié	VER:pper	terrifier
Jean	NAM	jean
sa	DET:POS	son
et	KON	et
de	PRP	de
le	DET:ART	le
joncs	NOM	jonc
,	PUN	,
.	SENT	.
gisait	VER:impf	gésir
<EOS>	<EOS>	<EOS>
passait	VER:impf	passer
,	PUN	,
<EOS>	<EOS>	<EOS>
cadavre	NOM	cadavre
resta	VER:simp	rester
bord	NOM	bord
et	KON	et
les	DET:ART	le
.	SENT	.
devant	PRP	devant
inquiétude	NOM	inquiétude
,	PUN	,
bonds	NOM	bond
;	PUN	;
écope	NOM	écope
une	DET:ART	un
venez	VER:pres	venir
le	DET:ART	le
spectacle	NOM	spectacle
dans	PRP	dans
,	PUN	,
fut	VER:simp	être
aussi	ADV	aussi
il	PRO:PER	il
s'	PRO:PER	se
Philippe	NAM	philippe
herbes	NOM	herbe
épouvanté	VER:pper	épouvanter
lâcha	VER:simp	lâcher
glaïeuls	NOM	glaïeul
robe	NOM	robe
,	PUN	,
l'	DET:ART	le
chose	NOM	chose
<EOS>	<EOS>	<EOS>
extraordinaire	NOM	extraordinaire
les	DET:ART	le
le	DET:ART	le
dénoués	VER:pper	dénouer
femme	NOM	femme
,	PUN	,
.	SENT	.
La	DET:ART	le
rauque	ADJ	rauque
<EOS>	<EOS>	<EOS>
aidant	VER:ppre	aider
Il	PRO:PER	il
Ses	DET:POS	son
,	PUN	,
de	PRP	de
la	DET:ART	le
<EOS>	<EOS>	<EOS>
les	DET:ART	le
fils	NOM	fil|fils
comprit	VER:simp	comprendre
.	SENT	.
cheveux	NOM	cheveu
qui	PRO:REL	qui
d'	PRP	de
son	DET:POS	son
le	DET:ART	le
!	SENT	!
rivière	NOM	rivière
quelque	PRO:IND	quelque
Ripaille	NAM	ripaille
voix	NOM	voix
Lui	PRO:PER	lui
vite	ADV	vite
se	PRO:PER	se
aquatiques	ADJ	aquatique
trois	NUM	trois
à	PRP	à
qu'	KON	que
son	DET:POS	son
de	PRP	de
d'	PRP	de
parmi	PRP	parmi
il	PRO:PER	il
la	DET:ART	le
en	PRP	en
éparpillaient	VER:impf	éparpiller
,	PUN	,
parc	NOM	parc
il	PRO:PER	il
longs	ADJ	long
parmi	PRP	parmi
Sur	PRP	sur
<SEG>
assassinat	NOM	assassinat
dirait	VER:cond	dire
soie	NOM	soie
fit	VER:simp	faire
ton	NOM	ton
indifférent	ADJ	indifférent
le	DET:ART	le
sang	NOM	sang
,	PUN	,
Philippe	NAM	philippe
.	SENT	.
,	PUN	,
profonde	ADJ	profond
un	DET:ART	un
voir	VER:infi	voir
était	VER:impf	être
pas	NOM	pas
sûr	ADJ	sûr
--Nous	ADJ	--nous
dit	VER:pres	dire
.	SENT	.
<EOS>	<EOS>	<EOS>
la	DET:ART	le
boue	NOM	boue
père	NOM	père
et	KON	et
?	SENT	?
plongeait	VER:impf	plonger
La	DET:ART	le
jeune	ADJ	jeune
,	PUN	,
--Ça	ADJ	--ça
répondit	VER:simp	répondre
eau	NOM	eau
corps	NOM	corps
vase	NOM	vase
enfoncé	VER:pper	enfoncer
on	PRO:PER	on
lambeaux	NOM	lambeau
grise	ADJ	gris
le	DET:ART	le
<EOS>	<EOS>	<EOS>
allons	VER:pres	aller
<EOS>	<EOS>	<EOS>
visage	NOM	visage
peut	VER:pres	pouvoir
quelle	PRO:REL	quel
comtesse	NOM	comte
c'	PRO:DEM	ce
.	SENT	.
de	PRP	de
homme	NOM	homme
.	SENT	.
<EOS>	<EOS>	<EOS>
être	VER:infi	être
vers	PRP	vers
souillée	VER:pper	souiller
voix	NOM	voix
et	KON	et
un	DET:ART	un
<EOS>	<EOS>	<EOS>
femme	NOM	femme
dont	PRO:REL	dont
supérieure	ADJ	supérieur
dans	PRP	dans
peu	ADV	peu
est	VER:pres	être
,	PUN	,
le	DET:ART	le
était	VER:impf	être
!	SENT	!
Toute	PRO:IND	tout
;	PUN	;
bien	ADV	bien
d'	PRP	de
tremblait	VER:impf	trembler
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
Vrai	ADJ	vrai
son	DET:POS	son
partie	NOM	partie
cadavre	NOM	cadavre
.	SENT	.
la	DET:ART	le
la	DET:ART	le
en	PRP	en
Mais	KON	mais
du	PRP:det	du
--Un	ADJ	--un
.	SENT	.
de	PRP	de
la	DET:ART	le
murmura	VER:simp	murmurer
<EOS>	<EOS>	<EOS>
Ripaille	NOM	ripaille
l'	DET:ART	le
dans	PRP	dans
,	PUN	,
<SEG>
.	SENT	.
justice	NOM	justice
pas	ADV	pas
sait	VER:pres	savoir
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
prévenir	VER:infi	prévenir
ici	ADV	ici
ne	ADV	ne
?	SENT	?
pour	PRP	pour
,	PUN	,
M	VER:pper	m
--Quoi	ADJ	--quoi
?	SENT	?
d'	PRP	de
doit	VER:pres	devoir
sans	PRP	sans
faire	VER:infi	faire
le	DET:ART	le
prononça-t-il	NOM	prononça-t-il
allons	VER:pres	aller
personne	NOM	personne
...	PUN	...
le	DET:ART	le
assassinée	VER:pper	assassiner
arrêta	VER:simp	arrêter
d'	PRP	de
on	PRO:PER	on
!	SENT	!
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
!	SENT	!
veulent	VER:pres	vouloir
il	PRO:PER	il
,	PUN	,
<EOS>	<EOS>	<EOS>
faire	VER:infi	faire
maire	NOM	maire
.	SENT	.
nous	PRO:PER	nous
Les	DET:ART	le
l'	PRO:PER	la|le
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
-Vous	ADJ	-vous
<EOS>	<EOS>	<EOS>
ne	ADV	ne
<EOS>	<EOS>	<EOS>
--Certainement	NOM	--certainement
corps	NOM	corps
croyez	VER:pres	croire
peines	NOM	peine
--Alors	ADJ	--alors
!	SENT	!
jamais	ADV	jamais
on	PRO:PER	on
la	DET:ART	le
--Cependant	ADJ	--cependant
bras	NOM	bras
des	PRP:det	du
--Pourquoi	ADJ	--pourquoi
!	SENT	!
<EOS>	<EOS>	<EOS>
pas	ADV	pas
gens	NOM	gens
--Que	ADJ	--que
nous	PRO:PER	nous
malheureux	ADJ	malheureux
-	PUN	-
si	KON	si
assez	ADV	assez
,	PUN	,
?	SENT	?
peut-être	ADV	peut-être
<EOS>	<EOS>	<EOS>
ne	ADV	ne
au	PRP:det	au
.	SENT	.
a	VER:pres	avoir
toucher	VER:infi	toucher
avertir	VER:infi	avertir
nous	PRO:PER	nous
veux	VER:pres	vouloir
accuserait	VER:cond	accuser
une	DET:ART	un
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
père	NOM	père
en	PRO:PER	en
Qui	PRO	qui
;	PUN	;
par	PRP	par
cela	PRO:DEM	cela
.	SENT	.
si	KON	si
allons	VER:pres	aller
-tu	PRO:PER	tu
<SEG>
sauvages	ADJ	sauvage
?	SENT	?
,	PUN	,
que	PRO:REL	que
<EOS>	<EOS>	<EOS>
bien	ADV	bien
<EOS>	<EOS>	<EOS>
de	PRP	de
est	VER:pres	être
.	SENT	.
il	PRO:PER	il
sans	PRP	sans
de	PRP	de
<EOS>	<EOS>	<EOS>
appuyé	VER:pper	appuyer
toi	PRO:PER	toi
.	SENT	.
menton	NOM	menton
allons-nous	VER:simp	allons-nous
Qu'	PRO:REL	que
ait	VER:subp	avoir
ton	NOM	ton
la	DET:ART	le
ne	ADV	ne
le	DET:ART	le
nous	PRO:PER	nous
la	DET:ART	le
paume	NOM	paume
pourquoi	ADV	pourquoi
décidé	VER:pper	décider
,	PUN	,
-en	PRO:PER	en
faut	VER:pres	falloir
Courtois	ADJ	courtois
.	SENT	.
d'	PRP	de
il	PRO:PER	il
,	PUN	,
comment	ADV	comment
M	NOM	m
dans	PRP	dans
retrouvera	VER:futu	retrouver
.	SENT	.
Mais	KON	mais
.	SENT	.
sa	DET:POS	son
voir	VER:infi	voir
il	PRO:PER	il
déclara-t-il	NOM	déclara-t-il
.	SENT	.
est	VER:pres	être
passait	VER:impf	passer
,	PUN	,
nous	PRO:PER	nous
trouvions	VER:impf	trouver
-ce	PRO:DEM	ce
--Il	ADJ	--il
le	DET:ART	le
...	PUN	...
n'	ADV	ne
<EOS>	<EOS>	<EOS>
;	PUN	;
main	NOM	main
La	DET:ART	le
te	PRO:PER	te
fait	VER:pres	faire
qu'	PRO:REL	que
nous	PRO:PER	nous
Philippe	NAM	philippe
s'	PRO:PER	se
avertir	VER:infi	avertir
son	DET:POS	son
pour	KON	pour
de	PRP	de
comtesse	NOM	comte
viens	VER:pres	venir
cela	PRO:DEM	cela
y	PRO:PER	y
pas	ADV	pas
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
parc	NOM	parc
Trémorel	NAM	trémorel
pas	ADV	pas
et	KON	et
des	PRP:det	du
baissée	VER:pper	baisser
réfléchissait	VER:impf	réfléchir
qu'	KON	que
demandera	VER:futu	demander
sur	PRP	sur
tête	NOM	tête
on	PRO:PER	on
bougea	VER:simp	bouger
,	PUN	,
tué	VER:pper	tuer
on	PRO:PER	on
corps	NOM	corps
un	DET:ART	un
On	PRO:PER	on
<SEG>
Le	DET:ART	le
est	VER:pres	être
donc	ADV	donc
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
son	DET:POS	son
puis	ADV	puis
le	DET:ART	le
d'	PRP	de
fils	NOM	fil|fils
rendre	VER:infi	rendre
rive	NOM	rive
Corbeil	NAM	corbeil
Orcival	NAM	orcival
et	KON	et
le	DET:ART	le
de	PRP	de
<EOS>	<EOS>	<EOS>
en	PRP	en
parut	VER:simp	paraître
se	PRO:PER	se
parc	NOM	parc
.	SENT	.
ils	PRO:PER	il
bachot	NOM	bachot
Nous	PRO:PER	nous
hâte	NOM	hâte
M	NOM	m
,	PUN	,
abord	NOM	abord
<EOS>	<EOS>	<EOS>
,	PUN	,
la	DET:ART	le
d'	PRP	de
que	KON	que
instances	NOM	instance
le	DET:ART	le
Situé	VER:pper	situer
à	PRP	à
,	PUN	,
,	PUN	,
leurs	DET:POS	leur
Ripaille	NOM	ripaille
agrès	NOM	agrès
de	PRP	de
droite	ADJ	droit
côtoyant	VER:ppre	côtoyer
abandonnant	VER:ppre	abandonner
à	PRP	à
Courtois	ADJ	courtois
prairie	NOM	prairie
cinq	NUM	cinq
la	DET:ART	le
.	SENT	.
de	PRP	de
lui	PRO:PER	lui
.	SENT	.
irait	VER:cond	aller
dirigèrent	VER:simp	diriger
de	PRP	de
dans	PRP	dans
à	PRP	à
se	PRO:PER	se
dirons	VER:futu	dire
maison	NOM	maison
la	DET:ART	le
nouveau	ADJ	nouveau
.	SENT	.
corps	NOM	corps
sans	PRP	sans
Seine	NAM	seine
M	NOM	m
sur	PRP	sur
kilomètres	NOM	kilomètre
la	DET:ART	le
avons	VER:pres	avoir
il	PRO:PER	il
franchirent	VER:simp	franchir
fossé	NOM	fossé
maire	NOM	maire
Ils	PRO:PER	il
que	KON	que
nous	PRO:PER	nous
voyant	VER:ppre	voir
dans	PRP	dans
aperçu	VER:pper	apercevoir
vieux	NOM	vieux
c'	PRO:DEM	ce
La	DET:ART	le
,	PUN	,
ses	DET:POS	son
vers	PRP	vers
résista	VER:simp	résister
le	DET:ART	le
que	KON	que
<EOS>	<EOS>	<EOS>
notre	DET:POS	notre
en	PRP	en
toute	PRO:IND	tout
<SEG>
dimanche	NOM	dimanche
les	DET:ART	le
d'	PRP	de
friture	NOM	friture
,	PUN	,
bruyant	ADJ	bruyant
à	PRP	à
nom	NOM	nom
Le	DET:ART	le
du	PRP:det	du
.	SENT	.
la	DET:ART	le
y	PRO:PER	y
,	PUN	,
de	PRP	de
Orcival	NAM	orcival
la	DET:ART	le
un	DET:ART	un
de	PRP	de
de	PRP	de
des	PRP:det	du
des	PRP:det	du
environs	NOM	environ|environs
de	PRP	de
la	DET:ART	le
de	PRP	de
parfum	NOM	parfum
des	PRP:det	du
,	PUN	,
Évry	NAM	évry
pas	ADV	pas
L'	DET:ART	le
campagnes	NOM	campagne
dépit	NOM	dépit
y	PRO:PER	y
la	DET:ART	le
odeur	NOM	odeur
minutes	NOM	minute
encore	ADV	encore
Paris	NAM	paris
abat	VER:pres	abattre
vingt	NUM	vingt
étymologie	NOM	étymologie
que	KON	que
et	KON	et
n'	ADV	ne
à	PRP	à
refrains	NOM	refrain
cornet	NOM	cornet
,	PUN	,
publics	ADJ	public
,	PUN	,
n'	ADV	ne
est	VER:pres	être
,	PUN	,
Parisien	NOM	parisien
des	PRP:det	du
piston	NOM	piston
son	DET:POS	son
<EOS>	<EOS>	<EOS>
navrante	ADJ	navrant
station	NOM	station
pas	ADV	pas
pillard	ADJ	pillard
a	VER:pres	avoir
canotiers	NOM	canotier
bals	NOM	bal
des	PRP:det	du
.	SENT	.
le	DET:ART	le
des	PRP:det	du
infernale	ADJ	infernal
étouffe	VER:pres	étouffer
plus	ADV	plus
guinguettes	NOM	guinguette
n'	ADV	ne
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
<EOS>	<EOS>	<EOS>
ces	PRO:DEM	ce
riantes	ADJ	riant
s'	PRO:PER	se
en	PRP	en
destructeur	ADJ	destructeur
délicieux	ADJ	délicieux
sauterelle	NOM	sauterelle
plus	ADV	plus
ritournelle	NOM	ritournelle
qui	PRO:REL	qui
découvert	VER:pper	découvrir
,	PUN	,
chèvrefeuilles	NOM	chèvrefeuille
l'	DET:ART	le
dans	PRP	dans
le	DET:ART	le
champs	NOM	champ
,	PUN	,
.	SENT	.
,	PUN	,
villages	NOM	village
<SEG>
qui	PRO:REL	qui
de	PRP	de
,	PUN	,
d'	PRP	de
châteaux	NOM	château
<EOS>	<EOS>	<EOS>
entretenues	VER:pper	entretenir
,	PUN	,
la	DET:ART	le
douces	ADJ	doux
son	DET:POS	son
ce	PRO:DEM	ce
tout	ADV	tout
,	PUN	,
.	SENT	.
de	PRP	de
De	PRP	de
face	NOM	face
joli	ADJ	joli
Paresseusement	ADV	paresseusement
côtés	NOM	côté
futaies	NOM	futaie
.	SENT	.
comtesse	NOM	comte
accroupi	VER:pper	accroupir
que	PRO:REL	que
un	DET:ART	un
maisons	NOM	maison
À	PRP	à
la	DET:ART	le
délicieux	ADJ	délicieux
castel	NOM	castel
;	PUN	;
Seine	NAM	seine
,	PUN	,
plaisance	NOM	plaisance
échos	NOM	écho
de	PRP	de
aperçoit	VER:pres	apercevoir
les	DET:ART	le
de	PRP	de
le	DET:ART	le
girouettes	NOM	girouette
,	PUN	,
de	PRP	de
a	VER:pres	avoir
Brèche	NAM	brèche
les	DET:ART	le
neuf	ADJ	neuf
pentes	NOM	pente
la	DET:ART	le
droite	NOM	droit|droite
fait	VER:pres	faire
la	DET:ART	le
vingt	NUM	vingt
,	PUN	,
autre	ADJ	autre
hauteur	NOM	hauteur
De	PRP	de
ont	VER:pres	avoir
,	PUN	,
orgueil	NOM	orgueil
<EOS>	<EOS>	<EOS>
Orcival	NAM	orcival
ombrages	NOM	ombrage
les	DET:ART	le
à	PRP	à
sont	VER:pres	être
et	KON	et
blanches	ADJ	blanc
des	PRP:det	du
grands	ADJ	grand
entourent	VER:pres	entourer
et	KON	et
<EOS>	<EOS>	<EOS>
des	PRP:det	du
un	DET:ART	un
l'	PRO:PER	la|le
de	PRP	de
clocher	NOM	clocher
.	SENT	.
l'	DET:ART	le
frais	ADJ	frais
jamais	ADV	jamais
en	PRP	en
sur	PRP	sur
Mauprévoir	NOM	mauprévoir
tous	PRO:IND	tout
vastes	ADJ	vaste
on	PRO:PER	on
<EOS>	<EOS>	<EOS>
propriétés	NOM	propriété
coteau	NOM	coteau
les	DET:ART	le
épouvanté	VER:pper	épouvanter
.	SENT	.
baigne	VER:pres	baigner
de	PRP	de
,	PUN	,
,	PUN	,
<SEG>
c'	PRO:DEM	ce
est	VER:pres	être
.	SENT	.
on	PRO:PER	on
Orcival	NAM	orcival
le	DET:ART	le
voit	VER:pres	voir
en	PRO:PER	en
l'	DET:ART	le
sont	VER:pres	être
d'	PRP	de
toiture	NOM	toiture
chênes	NOM	chêne
,	PUN	,
ancien	ADJ	ancien
arbres	NOM	arbre
dont	PRO:REL	dont
,	PUN	,
c'	PRO:DEM	ce
du	PRP:det	du
à	PRP	à
cent	NUM	cent
moulin	NOM	moulin
grand	ADJ	grand
tout	ADV	tout
tout	ADV	tout
dans	PRP	dans
fleuve	NOM	fleuve
grands	ADJ	grand
Mousseaux	NAM	mousseaux
Trémorel	NAM	trémorel
ces	PRO:DEM	ce
,	PUN	,
beaux	ADJ	beau
Aguado	NAM	aguado
,	PUN	,
devenu	VER:pper	devenir
Binder	NAM	binder
du	PRP:det	du
et	KON	et
cet	PRO:DEM	ce
Étiolles	NOM	étiolles
d'	PRP	de
domaine	NOM	domaine
Corbeil	NAM	corbeil
M	VER:pper	m
,	PUN	,
d'	PRP	de
ce	PRO:DEM	ce
bâtiment	NOM	bâtiment
,	PUN	,
village	NOM	village
les	DET:ART	le
de	PRP	de
voici	ADV	voici
carrossier	NOM	carrossier
;	PUN	;
en	PRP	en
parc	NOM	parc
rêves	NOM	rêve
Darblay	NAM	darblay
est	VER:pres	être
gauche	ADJ	gauche
au	PRP:det	au
un	DET:ART	un
le	DET:ART	le
de	PRP	de
de	PRP	de
dans	PRP	dans
les	DET:ART	le
la	DET:ART	le
comme	ADV	comme
dépasse	VER:pres	dépasser
et	KON	et
,	PUN	,
<EOS>	<EOS>	<EOS>
là-bas	ADV	là-bas
ces	PRO:DEM	ce
est	VER:pres	être
comte	NOM	comte
propriété	NOM	propriété
la	DET:ART	le
Le	DET:ART	le
.	SENT	.
habite	VER:pres	habiter
immense	ADJ	immense
parc	NOM	parc
Petit-Bourg	NAM	petit-bourg
le	DET:ART	le
haut	ADV	haut
,	PUN	,
;	PUN	;
illustre	ADJ	illustre
lointain	NOM	lointain
,	PUN	,
une	NUM	un
côté	NOM	côté
maire	NOM	maire
,	PUN	,
maisons	NOM	maison
<SEG>
campagne	NOM	campagne
et	KON	et
inquiet	ADJ	inquiet
passant	VER:ppre	passer
<EOS>	<EOS>	<EOS>
la	DET:ART	le
ses	DET:POS	son
se	PRO:PER	se
Alors	ADV	alors
on	PRO:PER	on
à	PRP	à
trente	NUM	trente
proposait	VER:impf	proposer
mordre	VER:infi	mordre
quatre	NUM	quatre
coeur	NOM	cœur
.	SENT	.
retiré	VER:pper	retirer
avec	PRP	avec
vivre	VER:infi	vivre
le	PRO:PER	le
de	PRP	de
commerce	NOM	commerce
ronds	ADJ	rond
l'	DET:ART	le
,	PUN	,
et	KON	et
,	PUN	,
livres	NOM	livre
été	NOM	été
Fabricant	NOM	fabricant
a	VER:pres	avoir
de	PRP	de
de	PRP	de
M	VER:pper	m
.	SENT	.
tranquille	ADJ	tranquille
.	SENT	.
labeur	NOM	labeur
et	KON	et
.	SENT	.
