gras	ADJ	gras
solliciteuses	NOM	solliciteur
voulût	VER:subi	vouloir
magistrat	NOM	magistrat
maison	NOM	maison
rendre	VER:infi	rendre
Cependant	ADV	cependant
prière	NOM	prière
porte	NOM	porte
des	PRP:det	du
demandaient	VER:impf	demander
d'	PRP	de
Justice	NOM	justice
un	DET:ART	un
,	PUN	,
y	PRO:PER	y
si	KON	si
crime	NOM	crime
céda	VER:simp	céder
et	KON	et
un	DET:ART	un
Bougival	NAM	bougival
de	PRP	de
on	PRO:PER	on
;	PUN	;
Le	DET:ART	le
refusa	VER:simp	refuser
que	KON	que
la	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
elles	PRO:PER	elle
dimanches	NOM	dimanche
,	PUN	,
<SEG>
ses	DET:POS	son
la	DET:ART	le
plus	ADV	plus
et	KON	et
de	PRP	de
La	DET:ART	le
avec	PRP	avec
requit	VER:simp	requérir
plusieurs	PRO:IND	plusieurs
de	PRP	de
,	PUN	,
persévérance	NOM	persévérance
années	NOM	année
accompagné	VER:pper	accompagner
est	VER:pres	être
un	DET:ART	un
sur	PRP	sur
hameau	NOM	hameau
célébrité	NOM	célébrité
,	PUN	,
Jonchère	NAM	jonchère
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
environ	ADV	environ
quelque	PRO:IND	quelque
publiques	ADJ	publique
,	PUN	,
importance	NOM	importance
des	PRP:det	du
,	PUN	,
veuve	ADJ	veuf
de	PRP	de
Seine	NAM	seine
à	PRP	à
chemin	NOM	chemin
à	PRP	à
que	KON	que
depuis	PRP	depuis
<EOS>	<EOS>	<EOS>
minutes	NOM	minute
<EOS>	<EOS>	<EOS>
de	PRP	de
à	PRP	à
domine	VER:pres	dominer
fait	VER:pres	faire
Malmaison	NOM	malmaison
la	DET:ART	le
brigadier	NOM	brigadier
Il	PRO:PER	il
coteau	NOM	coteau
et	KON	et
envoya	VER:simp	envoyer
de	PRP	de
les	DET:ART	le
C'	PRO:DEM	ce
doit	VER:pres	devoir
un	DET:ART	un
est	VER:pres	être
.	SENT	.
pente	NOM	pente
fer	NOM	fer
serrurier	NOM	serrurier
de	PRP	de
succès	NOM	succès
,	PUN	,
Il	PRO:PER	il
y	PRO:PER	y
expériences	NOM	expérience
<EOS>	<EOS>	<EOS>
Bougival	NAM	bougival
système	NOM	système
sans	PRP	sans
.	SENT	.
glissement	NOM	glissement
l'	DET:ART	le
,	PUN	,
entre	PRP	entre
,	PUN	,
son	DET:POS	son
chercher	VER:infi	chercher
ainsi	ADV	ainsi
du	PRP:det	du
deux	NUM	deux
du	PRP:det	du
assis	VER:pper	asseoir
.	SENT	.
vingt	NUM	vingt
voisines	NOM	voisin
qui	PRO:REL	qui
.	SENT	.
la	DET:ART	le
hommes	NOM	homme
la	DET:ART	le
de	PRP	de
Lerouge	NOM	lerouge
et	KON	et
inventeur	NOM	inventeur
suivit	VER:simp	suivre
gendarmerie	NOM	gendarmerie
le	DET:ART	le
<SEG>
bordé	VER:pper	border
chaussée	NOM	chaussée
pas	ADV	pas
profondément	ADV	profondément
aux	PRP:det	au
arriva	VER:simp	arriver
grande	ADJ	grand
murs	NOM	mur
,	PUN	,
Seine	NAM	seine
s'	PRO:PER	se
ponts	NOM	pont
.	SENT	.
<EOS>	<EOS>	<EOS>
de	PRP	de
,	PUN	,
devant	PRP	devant
chaussées	NOM	chaussée
on	PRO:PER	on
le	DET:ART	le
passant	NOM	passant
tête	NOM	tête
par	PRP	par
Cette	PRO:DEM	ce
Un	DET:ART	un
de	PRP	de
qui	PRO:REL	qui
la	DET:ART	le
large	ADJ	large
à	PRP	à
chemin	NOM	chemin
,	PUN	,
conduit	VER:pres	conduire
petite	ADJ	petit
inconnu	ADJ	inconnu
bientôt	ADV	bientôt
apparence	NOM	apparence
,	PUN	,
à	PRP	à
y	PRO:PER	y
cet	PRO:DEM	ce
en	PRP	en
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
centaines	NOM	centaine
tournant	VER:ppre	tourner
honnête	ADJ	honnête
suivit	VER:simp	suivre
,	PUN	,
et	KON	et
droite	NOM	droit|droite
,	PUN	,
.	SENT	.
Après	PRP	après
,	PUN	,
.	SENT	.
de	PRP	de
que	KON	que
Paris	NAM	paris
mais	KON	mais
Port-Marly	NAM	port-marly
de	PRP	de
en	PRP	en
qui	PRO:REL	qui
habitation	NOM	habitation
La	DET:ART	le
d'	PRP	de
troupe	NOM	troupe
la	DET:ART	le
traverse	NOM	traverse
la	DET:ART	le
,	PUN	,
dans	PRP	dans
à	PRP	à
et	KON	et
encaissé	VER:pper	encaisser
modeste	ADJ	modeste
et	KON	et
engagea	VER:simp	engager
donc	ADV	donc
possible	ADJ	possible
quelques	PRO:IND	quelque
de	PRP	de
Saint-Germain	NAM	saint-germain
,	PUN	,
aussi	ADV	aussi
les	DET:ART	le
et	KON	et
Rueil	NAM	rueil
gendarmes	NOM	gendarme
une	DET:ART	un
va	VER:pres	aller
endroit	NOM	endroit
.	SENT	.
chemin	NOM	chemin
escarpé	ADJ	escarpé
,	PUN	,
endigue	VER:pres	endiguer
<EOS>	<EOS>	<EOS>
route	NOM	route
<SEG>
,	PUN	,
protégé	VER:pper	protéger
devait	VER:impf	devoir
les	DET:ART	le
.	SENT	.
<EOS>	<EOS>	<EOS>
.	SENT	.
cette	PRO:DEM	ce
d'	PRP	de
écroulait	VER:impf	écrouler
,	PUN	,
entretenu	VER:pper	entretenir
car	KON	car
Autour	ADV	autour
que	KON	que
abattus	VER:pper	abattre
mètre	NOM	mètre
un	DET:ART	un
amoureux	ADJ	amoureux
dans	PRP	dans
attaches	NOM	attache
chaumière	NOM	chaumière
la	DET:ART	le
boutiquier	NOM	boutiquier
,	PUN	,
de	PRP	de
au-dessus	ADV	au-dessus
fil	NOM	fil
mal	ADV	mal
avec	PRP	avec
un	DET:ART	un
de	PRP	de
maison	NOM	maison
plutôt	ADV	plutôt
un	DET:ART	un
rez-de-chaussée	NOM	rez-de-chaussée
,	PUN	,
un	DET:ART	un
à	PRP	à
.	SENT	.
grille	NOM	grille
par	PRP	par
d'	PRP	de
environ	ADV	environ
tous	PRO:IND	tout
bâtie	VER:pper	bâtir
des	PRP:det	du
en	PRP	en
Plus	ADV	plus
un	DET:ART	un
elle	PRO:PER	elle
arbres	NOM	arbre
maraudeurs	NOM	maraudeur
les	DET:ART	le
été	VER:pper	être
composait	VER:impf	composer
,	PUN	,
de	PRP	de
de	PRP	de
soigneusement	ADV	soigneusement
grenier	NOM	grenier
<EOS>	<EOS>	<EOS>
,	PUN	,
deux	NUM	deux
nature	NOM	nature
profonde	ADJ	profond
légère	ADJ	léger
avaient	VER:impf	avoir
places	NOM	place
été	VER:pper	être
sèches	ADJ	sèche
par	PRP	par
<EOS>	<EOS>	<EOS>
large	ADJ	large
fer	NOM	fer
quelque	PRO:IND	quelque
s'	PRO:PER	se
encore	ADV	encore
parisien	ADJ	parisien
bois	NOM	bois
par	PRP	par
pièces	NOM	pièce
avoir	VER:infi	avoir
contre	PRP	contre
peine	NOM	peine
de	PRP	de
haut	ADV	haut
qui	PRO:REL	qui
,	PUN	,
,	PUN	,
tournant	VER:ppre	tourner
jardin	NOM	jardin
mur	NOM	mur
pierres	NOM	pierre
de	PRP	de
belle	ADJ	beau
étendait	VER:impf	étendre
s'	PRO:PER	se
se	PRO:PER	se
Une	DET:ART	un
<SEG>
obéi	VER:pper	obéir
de	PRP	de
gendarmes	NOM	gendarme
les	DET:ART	le
.	SENT	.
être	VER:infi	être
faction	NOM	faction
le	DET:ART	le
sa	DET:POS	son
dit-il	ADJ	dit-il
personne	ADV	personne
entouré	VER:pper	entourer
s'	PRO:PER	se
escorté	VER:pper	escorter
avança	VER:simp	avancer
,	PUN	,
,	PUN	,
arrêta	VER:simp	arrêter
badauds	NOM	badaud
commissaire	NOM	commissaire
de	PRP	de
jardin	NOM	jardin
jardin	NOM	jardin
être	VER:infi	être
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
Il	PRO:PER	il
suite	NOM	suite
était	VER:impf	être
d'	PRP	de
est	VER:pres	être
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
et	KON	et
,	PUN	,
entrée	NOM	entrée
et	KON	et
quarantaine	NOM	quarantaine
.	SENT	.
devant	PRP	devant
,	PUN	,
police	NOM	police
de	PRP	de
tous	PRO:IND	tout
et	KON	et
le	DET:ART	le
.	SENT	.
Que	KON	que
de	PRP	de
désœuvrés	ADJ	désœuvré
plaça	VER:simp	placer
rapidement	ADV	rapidement
grossie	VER:pper	grossir
les	DET:ART	le
accès	NOM	accès
l'	DET:ART	le
les	DET:ART	le
du	PRP:det	du
.	SENT	.
s'	PRO:PER	se
il	PRO:PER	il
donnait	VER:impf	donner
tous	PRO:IND	tout
une	DET:ART	un
gendarmerie	NOM	gendarmerie
pays	NOM	pays
curieux	NOM	curieux
de	PRP	de
Pendant	PRP	pendant
les	DET:ART	le
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
deux	NUM	deux
femmes	NOM	femme
dans	PRP	dans
,	PUN	,
--	PUN	--
<EOS>	<EOS>	<EOS>
pour	PRP	pour
le	DET:ART	le
ne	ADV	ne
Et	KON	et
.	SENT	.
en	PRP	en
certain	PRO:IND	certain
dans	PRP	dans
Le	DET:ART	le
trajet	NOM	trajet
--	PUN	--
brigadier	NOM	brigadier
maintenant	ADV	maintenant
du	PRP:det	du
ici	ADV	ici
d'	PRP	de
.	SENT	.
dirent	VER:simp	dire
,	PUN	,
était	VER:impf	être
pénètre	VER:pres	pénétrer
<EOS>	<EOS>	<EOS>
<SEG>
puis	ADV	puis
frappa	VER:simp	frapper
.	SENT	.
retourna	VER:simp	retourner
<EOS>	<EOS>	<EOS>
N'	ADV	ne
,	PUN	,
dit-il	NOM	dit-il
L'	DET:ART	le
les	DET:ART	le
dans	PRP	dans
serrure	NOM	serrure
coup	NOM	coup
rien	ADV	rien
le	DET:ART	le
Après	PRP	après
chaque	PRO:IND	chaque
de	PRP	de
tous	PRO:IND	tout
plusieurs	PRO:IND	plusieurs
Déjà	ADV	déjà
introduit	VER:pper	introduire
<EOS>	<EOS>	<EOS>
crochets	NOM	crochet
.	SENT	.
à	PRP	à
abord	NOM	abord
déboucla	VER:simp	déboucler
,	PUN	,
il	PRO:PER	il
oreille	NOM	oreille
serrurier	NOM	serrurier
<EOS>	<EOS>	<EOS>
la	DET:ART	le
d'	PRP	de
et	KON	et
ouvrier	NOM	ouvrier
sa	DET:POS	son
à	PRP	à
,	PUN	,
il	PRO:PER	il
le	DET:ART	le
,	PUN	,
et	KON	et
entendant	VER:ppre	entendre
pomme	NOM	pomme
collait	VER:impf	coller
porte	NOM	porte
fort	ADJ	fort
,	PUN	,
un	NUM	un
lui	PRO:PER	lui
avait	VER:impf	avoir
.	SENT	.
la	DET:ART	le
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
--	PUN	--
<EOS>	<EOS>	<EOS>
bois	NOM	bois
,	PUN	,
trousse	NOM	trousse
successivement	ADV	successivement
<EOS>	<EOS>	<EOS>
.	SENT	.
il	PRO:PER	il
de	PRP	de
avec	PRP	avec
.	SENT	.
du	PRP:det	du
outils	NOM	outil
-même	ADJ	même
ses	DET:POS	son
dans	PRP	dans
Lui	PRO:PER	lui
la	DET:ART	le
prépara	VER:simp	préparer
le	DET:ART	le
sa	DET:POS	son
très	ADV	très
rumeur	NOM	rumeur
écoutait	VER:impf	écouter
reprises	NOM	reprise
volets	NOM	volet
éclata	VER:simp	éclater
contre	PRP	contre
son	DET:POS	son
canne	NOM	canne
serrurier	NOM	serrurier
vers	PRP	vers
il	PRO:PER	il
plombée	ADJ	plombé
,	PUN	,
à	PRP	à
Ouvrez	VER:pres	ouvrer|ouvrir
grande	ADJ	grand
ses	DET:POS	son
quand	KON	quand
une	DET:ART	un
.	SENT	.
<SEG>
<EOS>	<EOS>	<EOS>
jouant	VER:ppre	jouer
un	NUM	un
allons	VER:pres	aller
.	SENT	.
était	VER:impf	être
l'	PRO:PER	la|le
aperçu	VER:pper	apercevoir
celle	PRO:DEM	celui
La	DET:ART	le
ses	DET:POS	son
clé	NOM	clé
!	SENT	!
;	PUN	;
avait	VER:impf	avoir
serrurier	NOM	serrurier
regard	NOM	regard
brigadier	NOM	brigadier
.	SENT	.
et	KON	et
,	PUN	,
--	PUN	--
effet	NOM	effet
de	PRP	de
énorme	ADJ	énorme
groupe	NOM	groupe
d'	PRP	de
lui	PRO:PER	lui
des	PRP:det	du
voici	ADV	voici
En	PRP	en
borde	VER:pres	border
clé	NOM	clé
échangèrent	VER:simp	échanger
<EOS>	<EOS>	<EOS>
dans	PRP	dans
le	DET:ART	le
avec	PRP	avec
<EOS>	<EOS>	<EOS>
la	DET:ART	le
bien	ADV	bien
le	DET:ART	le
une	DET:ART	un
route	NOM	route
clé	NOM	clé
commissaire	NOM	commissaire
avait	VER:impf	avoir
un	DET:ART	un
Donne	VER:pres	donner
années	NOM	année
ramassée	VER:pper	ramasser
douzaine	NOM	douzaine
triomphe	NOM	triomphe
et	KON	et
c'	PRO:DEM	ce
enfant	NOM	enfant
,	PUN	,
essayée	VER:pper	essayer
gamin	ADJ	gamin
.	SENT	.
d'	PRP	de
,	PUN	,
de	PRP	de
<EOS>	<EOS>	<EOS>
voir	VER:infi	voir
le	DET:ART	le
de	PRP	de
sinistres	ADJ	sinistre
badauds	NOM	badaud
Le	DET:ART	le
,	PUN	,
.	SENT	.
;	PUN	;
-on	PRO:PER	on
camarades	NOM	camarade
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
,	PUN	,
en	PRP	en
La	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
l'	PRO:PER	la|le
dit	VER:pres	dire
!	SENT	!
fossé	NOM	fossé
la	DET:ART	le
clé	NOM	clé
la	DET:ART	le
criait	VER:impf	crier
fut	VER:simp	être
maison	NOM	maison
nous	PRO:PER	nous
--	PUN	--
,	PUN	,
une	DET:ART	un
plein	ADJ	plein
qui	PRO:REL	qui
un	DET:ART	un
apportait	VER:impf	apporter
<SEG>
,	PUN	,
dès	PRP	dès
mur	NOM	mur
,	PUN	,
impatience	NOM	impatience
gendarmes	NOM	gendarme
par	PRP	par
allait	VER:impf	aller
la	DET:ART	le
s'	PRO:PER	se
la	DET:ART	le
,	PUN	,
.	SENT	.
le	DET:ART	le
Ça	PRO:DEM	cela
de	PRP	de
mal	ADV	mal
police	NOM	police
le	DET:ART	le
va	VER:pres	aller
lugubre	ADJ	lugubre
ils	PRO:PER	il
avaient	VER:impf	avoir
.	SENT	.
le	DET:ART	le
contenue	VER:pper	contenir
malheureusement	ADV	malheureusement
--	PUN	--
,	PUN	,
allongeant	VER:ppre	allonger
inquiétudes	NOM	inquiétude
<EOS>	<EOS>	<EOS>
,	PUN	,
maison	NOM	maison
en	PRO:PER	en
Et	KON	et
.	SENT	.
<EOS>	<EOS>	<EOS>
parlé	VER:pper	parler
trompés	VER:pper	tromper
<EOS>	<EOS>	<EOS>
dénonçait	VER:impf	dénoncer
se	PRO:PER	se
pour	PRP	pour
passer	VER:infi	passer
,	PUN	,
sur	PRP	sur
tandis	KON	tandis
saisir	VER:infi	saisir
les	DET:ART	le
s'	PRO:PER	se
peine	NOM	peine
ce	PRO:DEM	ce
et	KON	et
.	SENT	.
dans	PRP	dans
,	PUN	,
de	PRP	de
une	DET:ART	un
pièce	NOM	pièce
convaincu	VER:pper	convaincre
!	SENT	!
<EOS>	<EOS>	<EOS>
cou	NOM	cou
qui	PRO:REL	qui
étaient	VER:impf	être
,	PUN	,
tâcher	VER:infi	tâcher
la	DET:ART	le
que	KON	que
Ceux	PRO:DEM	celui
tendant	VER:ppre	tendre
de	PRP	de
pas	ADV	pas
de	PRP	de
entrèrent	VER:simp	entrer
Tout	ADV	tout
<EOS>	<EOS>	<EOS>
,	PUN	,
chose	NOM	chose
qui	PRO:REL	qui
brigadier	NOM	brigadier
le	DET:ART	le
foule	NOM	foule
ne	ADV	ne
d'	PRP	de
murmura	VER:simp	murmurer
le	DET:ART	le
seuil	NOM	seuil
dans	PRP	dans
de	PRP	de
avec	PRP	avec
crime	NOM	crime
fut	VER:simp	être
quelque	PRO:IND	quelque
première	NUM	premier
commissaire	NOM	commissaire
voir	VER:infi	voir
trépignait	VER:impf	trépigner
avec	PRP	avec
<SEG>
brûlés	VER:pper	brûler
était	VER:impf	être
étaient	VER:impf	être
de	PRP	de
chambre	NOM	chambre
de	PRP	de
grands	ADJ	grand
.	SENT	.
des	PRP:det	du
,	PUN	,
forcés	ADJ	forcé
face	NOM	face
,	PUN	,
qui	PRO:REL	qui
malfaiteurs	NOM	malfaiteur
et	KON	et
une	DET:ART	un
.	SENT	.
,	PUN	,
à	PRP	à
que	KON	que
de	PRP	de
et	KON	et
de	PRP	de
pris	VER:pper	prendre
Les	DET:ART	le
avait	VER:impf	avoir
présence	NOM	présence
veuve	ADJ	veuf
cheminée	NOM	cheminée
<EOS>	<EOS>	<EOS>
Enfin	ADV	enfin
et	KON	et
était	VER:impf	être
,	PUN	,
la	DET:ART	le
côté	NOM	côté
servait	VER:impf	servir
dans	PRP	dans
Tout	PRO:IND	tout
<EOS>	<EOS>	<EOS>
seconde	NUM	second
croire	VER:infi	croire
étaient	VER:impf	être
.	SENT	.
la	DET:ART	le
à	PRP	à
le	DET:ART	le
deux	NUM	deux
un	DET:ART	un
C'	PRO:DEM	ce
était	VER:impf	être
figure	NOM	figure
miracle	NOM	miracle
encore	ADV	encore
plaisir	NOM	plaisir
cendres	NOM	cendre
la	DET:ART	le
tout	ADV	tout
la	DET:ART	le
défoncés	ADJ	défoncé
le	DET:ART	le
à	PRP	à
cadavre	NOM	cadavre
désordre	NOM	désordre
bahuts	NOM	bahut
,	PUN	,
bouleverser	VER:infi	bouleverser
le	DET:ART	le
coucher	VER:infi	coucher
la	DET:ART	le
la	DET:ART	le
qu'	KON	que
main	NOM	main
était	VER:impf	être
,	PUN	,
<EOS>	<EOS>	<EOS>
éloquence	NOM	éloquence
plus	ADV	plus
furieuse	ADJ	furieux
pièce	NOM	pièce
près	ADV	près
meubles	NOM	meuble
<EOS>	<EOS>	<EOS>
,	PUN	,
les	DET:ART	le
c'	PRO:DEM	ce
cheveux	NOM	cheveu
et	KON	et
.	SENT	.
.	SENT	.
,	PUN	,
étendu	VER:pper	étendre
<EOS>	<EOS>	<EOS>
les	DET:ART	le
commode	NOM	commode
Dans	PRP	dans
grand	ADJ	grand
Lerouge	NOM	lerouge
une	DET:ART	un
<SEG>
gendarmerie	NOM	gendarmerie
l'	PRO:PER	la|le
elle	PRO:PER	elle
mon	DET:POS	mon
communiqué	VER:pper	communiquer
entre	PRP	entre
auraient	VER:cond	avoir
Deux	NUM	deux
pauvre	ADJ	pauvre
faire	VER:infi	faire
pas	ADV	pas
cette	PRO:DEM	ce
Je	PRO:PER	je
<EOS>	<EOS>	<EOS>
gendarme	NOM	gendarme
épaules	NOM	épaule
!	SENT	!
ma	DET:POS	mon
--	PUN	--
va	VER:pres	aller
,	PUN	,
se	PRO:PER	se
.	SENT	.
,	PUN	,
pas	ADV	pas
,	PUN	,
les	DET:ART	le
<EOS>	<EOS>	<EOS>
seulement	ADV	seulement
mes	DET:POS	mon
là	ADV	là
donc	ADV	donc
,	PUN	,
n'	ADV	ne
sans	PRP	sans
<EOS>	<EOS>	<EOS>
pu	VER:pper	pouvoir
-ils	PRO:PER	il
le	DET:ART	le
a-t-elle	ADJ	a-t-elle
murmura	VER:simp	murmurer
frappée	ADJ	frappé
ne	ADV	ne
brigadier	NOM	brigadier
de	PRP	de
ne	ADV	ne
commissaire	NOM	commissaire
où	PRO:REL	où
été	VER:pper	être
pas	ADV	pas
.	SENT	.
coups	NOM	coup
le	DET:ART	le
aux	PRP:det	au
la	PRO:PER	la
qu'	KON	que
temps	NOM	temps
galons	NOM	galon
parierais	VER:cond	parier
foi	NOM	foi
assassiner	VER:infi	assassiner
vois	VER:pres	voir
deux	NUM	deux
<EOS>	<EOS>	<EOS>
,	PUN	,
commissaire	NOM	commissaire
le	DET:ART	le
vêtements	NOM	vêtement
,	PUN	,
feu	NOM	feu
demanda	VER:simp	demander
--	PUN	--
reprit	VER:simp	reprendre
femme	NOM	femme
de	PRP	de
n'	ADV	ne
!	SENT	!
,	PUN	,
Tenez	VER:pres	tenir
<EOS>	<EOS>	<EOS>
fiers	ADJ	fier
je	PRO:PER	je
voler	VER:infi	voler
,	PUN	,
?	SENT	?
a	VER:pres	avoir
fût	VER:subi	être
de	PRP	de
!	SENT	!
--	PUN	--
,	PUN	,
Canailles	ADJ	canaille
pas	ADV	pas
.	SENT	.
<EOS>	<EOS>	<EOS>
le	DET:ART	le
<EOS>	<EOS>	<EOS>
eu	VER:pper	avoir
sang	NOM	sang
Mais	KON	mais
<SEG>
,	PUN	,
heures	NOM	heure
y	PRO:PER	y
.	SENT	.
a	VER:pres	avoir
est	VER:pres	être
bien	ADV	bien
on	PRO:PER	on
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
de	PRP	de
,	PUN	,
pérorer	VER:infi	pérorer
<EOS>	<EOS>	<EOS>
le	DET:ART	le
paix	NOM	paix
bien	ADV	bien
,	PUN	,
Même	ADV	même
coupables	NOM	coupable
Il	PRO:PER	il
très	ADV	très
Le	DET:ART	le
sommaire	ADJ	sommaire
un	DET:ART	un
Qu'	KON	que
au	PRP:det	au
déjà	ADV	déjà
de	PRP	de
commissaire	NOM	commissaire
ouf	INT	ouf
s'	PRO:PER	se
écrivit	VER:simp	écrire
juge	NOM	juge
se	PRO:PER	se
semble	VER:pres	sembler
<EOS>	<EOS>	<EOS>
et	KON	et
dit-il	NOM	dit-il
de	PRP	de
;	PUN	;
table	NOM	table
qu'	KON	que
que	KON	que
le	PRO:PER	le
fait	VER:pper	faire
--	PUN	--
Oh	INT	oh
roide	ADJ	roide
le	DET:ART	le
procès-verbal	NOM	procès-verbal
au	PRP:det	au
pencha	VER:simp	pencher
coin	NOM	coin
brigadier	NOM	brigadier
corps	NOM	corps
les	DET:ART	le
,	PUN	,
sur	PRP	sur
mais	KON	mais
froide	ADJ	froid
.	SENT	.
agit	VER:pres	agir
pas	ADV	pas
que	KON	que
mal	ADV	mal
trouver	VER:infi	trouver
tant	ADV	tant
.	SENT	.
est	VER:pres	être
prévienne	VER:subp	prévenir
,	PUN	,
un	DET:ART	un
<EOS>	<EOS>	<EOS>
elle	PRO:PER	elle
!	SENT	!
elle	PRO:PER	elle
trente-six	NUM	trente-six
n'	ADV	ne
toucha	VER:simp	toucher
coup	NOM	coup
il	PRO:PER	il
.	SENT	.
sur	PRP	sur
<EOS>	<EOS>	<EOS>
est	VER:pres	être
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
de	PRP	de
me	PRO:PER	me
continua-t-il	NOM	continua-t-il
.	SENT	.
--	PUN	--
ne	ADV	ne
le	DET:ART	le
!	SENT	!
moins	ADV	moins
<EOS>	<EOS>	<EOS>
bien	ADV	bien
plus	ADV	plus
<SEG>
il	PRO:PER	il
courir	VER:infi	courir
cette	PRO:DEM	ce
heures	NOM	heure
porter	VER:infi	porter
Dans	PRP	dans
De	PRP	de
.	SENT	.
trouver	VER:infi	trouver
demanda	VER:simp	demander
juge	NOM	juge
j'	PRO:PER	je
faut	VER:pres	falloir
<EOS>	<EOS>	<EOS>
dois	VER:pres	devoir
<EOS>	<EOS>	<EOS>
serez	VER:futu	être
un	DET:ART	un
moi	NOM	moi
curieux	ADJ	curieux
.	SENT	.
Non	ADV	non
.	SENT	.
Est	VER:pres	être
aurai	VER:futu	avoir
pour	PRP	pour
procéder	VER:infi	procéder
faut	VER:pres	falloir
au	PRP:det	au
.	SENT	.
<EOS>	<EOS>	<EOS>
.	SENT	.
<EOS>	<EOS>	<EOS>
ici	ADV	ici
.	SENT	.
instruction	NOM	instruction
le	DET:ART	le
besoin	NOM	besoin
,	PUN	,
ces	PRO:DEM	ce
vais	VER:pres	aller
--	PUN	--
