Saint-Francois-Xavier	NAM	saint-francois-xavier
recevait	VER:impf	recevoir
Espagne	NAM	espagne
catholique	ADJ	catholique
,	PUN	,
<SEG>
,	PUN	,
d'	PRP	de
d'	PRP	de
Autriche	NAM	autriche
,	PUN	,
Italie	NAM	italie
,	PUN	,
Belgique	NAM	belgique
,	PUN	,
de	PRP	de
<SEG>
l'	DET:ART	le
des	PRP:det	du
des	PRP:det	du
où	PRO:REL	où
partis	NOM	parti
la	DET:ART	le
impatience	NOM	impatience
révolutions	NOM	révolution
prudence	NOM	prudence
et	KON	et
<SEG>
,	PUN	,
réfugier	VER:infi	réfugier
les	DET:ART	le
forcèrent	VER:simp	forcer
se	PRO:PER	se
Jésuites	NOM	jésuite
de	PRP	de
où	PRO:REL	où
jadis	ADV	jadis
et	KON	et
<SEG>
inarrachables	ADJ	inarrachable
vogue	NOM	vogue
<EOS>	<EOS>	<EOS>
laissé	VER:pper	laisser
Cette	PRO:DEM	ce
ils	PRO:PER	il
.	SENT	.
d'	PRP	de
racines	NOM	racine
ont	VER:pres	avoir
<SEG>
tenaient	VER:impf	tenir
ils	PRO:PER	il
d'	PRP	de
,	PUN	,
,	PUN	,
de	PRP	de
leur	DET:POS	leur
programme	NOM	programme
enseignement	NOM	enseignement
la	PRO:PER	la
<SEG>
routinier	ADJ	routinier
de	PRP	de
ils	PRO:PER	il
et	KON	et
réputé	VER:pper	réputer
tenaient	VER:impf	tenir
surtout	ADV	surtout
la	PRO:PER	la
paternel	ADJ	paternel
;	PUN	;
<SEG>
d'	PRP	de
exceptionnels	ADJ	exceptionnel
d'	PRP	de
qui	PRO:REL	qui
avantages	NOM	avantage
éducation	NOM	éducation
,	PUN	,
leurs	DET:POS	leur
offraient	VER:impf	offrir
principes	NOM	principe
<SEG>
de	PRP	de
ton	NOM	ton
haut	ADJ	haut
éducation	NOM	éducation
et	KON	et
agréments	NOM	agrément
de	PRP	de
rares	ADJ	rare
:	PUN	:
une	DET:ART	un
<SEG>
à	PRP	à
,	PUN	,
comme	KON	comme
religieuse	ADJ	religieux
et	KON	et
mondaine	ADJ	mondain
il	PRO:PER	il
fois	NOM	fois
la	DET:ART	le
,	PUN	,
<SEG>
de	PRP	de
,	PUN	,
en	PRO:PER	en
jeunes	ADJ	jeune
gentilshommes	NOM	gentilshommes
faire	VER:infi	faire
pour	PRP	pour
nés	VER:pper	naître
à	PRP	à
faut	VER:pres	falloir
<SEG>
figure	VER:pres	figurer
dans	PRP	dans
,	PUN	,
y	PRO:PER	y
et	KON	et
perpétuer	VER:infi	perpétuer
le	DET:ART	le
monde	NOM	monde
bonnes	ADJ	bon
les	DET:ART	le
<SEG>
<EOS>	<EOS>	<EOS>
et	KON	et
Ce	PRO:DEM	ce
était	VER:impf	être
n'	ADV	ne
belles	ADJ	beau
doctrines	NOM	doctrine
les	DET:ART	le
.	SENT	.
manières	NOM	manière
<SEG>
,	PUN	,
Jésuites	NAM	jésuites
hasard	NOM	hasard
que	KON	que
les	DET:ART	le
à	PRP	à
retour	NOM	retour
leur	DET:POS	leur
par	PRP	par
point	ADV	point
<SEG>
cœur	NOM	cœur
Brugelette	NAM	brugelette
étaient	VER:impf	être
s'	PRO:PER	se
installés	VER:pper	installer
,	PUN	,
de	PRP	de
plein	ADJ	plein
en	PRP	en
,	PUN	,
<SEG>
et	KON	et
<EOS>	<EOS>	<EOS>
pays	NOM	pays
Aucun	PRO:IND	aucun
du	PRP:det	du
de	PRP	de
décor	NOM	décor
.	SENT	.
paysage	NOM	paysage
armoricain	ADJ	armoricain
<SEG>
pétrir	VER:infi	pétrir
pour	PRP	pour
ne	ADV	ne
d'	PRP	de
les	DET:ART	le
leur	PRO:PER	lui
convenait	VER:impf	convenir
cerveaux	NOM	cerveau
mieux	ADV	mieux
humanité	NOM	humanité
<SEG>
les	DET:ART	le
mœurs	NOM	mœurs
âmes	NOM	âme
manier	VER:infi	manier
et	KON	et
les	DET:ART	le
Là	ADV	là
.	SENT	.
,	PUN	,
<EOS>	<EOS>	<EOS>
<SEG>
,	PUN	,
moyen	ADJ	moyen
sont	VER:pres	être
les	DET:ART	le
très	ADV	très
encore	ADV	encore
âge	NOM	âge
vivantes	ADJ	vivant
du	PRP:det	du
souvenirs	NOM	souvenir
<SEG>
chouannerie	NOM	chouannerie
des	PRP:det	du
de	PRP	de
respectés	VER:pper	respecter
comme	ADV	comme
dogmes	NOM	dogme
la	DET:ART	le
De	PRP	de
.	SENT	.
<EOS>	<EOS>	<EOS>
<SEG>
est	VER:pres	être
taciturne	ADJ	taciturne
tous	PRO:IND	tout
Morbihan	NAM	morbihan
le	DET:ART	le
demeuré	VER:pper	demeurer
,	PUN	,
bretons	ADJ	breton
pays	NOM	pays
les	DET:ART	le
<SEG>
par	PRP	par
obstinément	ADV	obstinément
fatalisme	NOM	fatalisme
breton	ADJ	breton
,	PUN	,
plus	ADV	plus
son	DET:POS	son
religieux	ADJ	religieux
le	DET:ART	le
,	PUN	,
<SEG>
,	PUN	,
progrès	NOM	progrès
sa	DET:POS	son
au	PRP:det	au
la	DET:ART	le
sauvage	ADJ	sauvage
résistance	NOM	résistance
moderne	ADJ	moderne
et	KON	et
poésie	NOM	poésie
<SEG>
indiciblement	ADV	indiciblement
qui	PRO:REL	qui
âpre	ADJ	âpre
de	PRP	de
triste	ADJ	triste
,	PUN	,
son	DET:POS	son
,	PUN	,
sol	NOM	sol
livre	VER:pres	livrer
<SEG>
superstitions	NOM	superstition
,	PUN	,
abruti	VER:pper	abrutir
et	KON	et
de	PRP	de
de	PRP	de
,	PUN	,
homme	NOM	homme
l'	DET:ART	le
misères	NOM	misère
<SEG>
de	PRP	de
et	KON	et
consolation	NOM	consolation
fièvres	NOM	fièvre
,	PUN	,
l'	DET:ART	le
omnipotente	ADJ	omnipotent
à	PRP	à
vorace	ADJ	vorace
du	PRP:det	du
<SEG>
.	SENT	.
De	PRP	de
ces	PRO:DEM	ce
prêtre	NOM	prêtre
de	PRP	de
landes	NOM	lande
rocs	NOM	roc
ces	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
,	PUN	,
<SEG>
souffrante	ADJ	souffrant
terre	NOM	terre
plantée	VER:pper	planter
de	PRP	de
,	PUN	,
de	PRP	de
cette	PRO:DEM	ce
barbare	ADJ	barbare
et	KON	et
,	PUN	,
<SEG>
semée	VER:pper	semer
pierres	NOM	pierre
,	PUN	,
de	PRP	de
pâles	ADJ	pâle
émanent	VER:pres	émaner
sacrées	ADJ	sacré
calvaires	NOM	calvaire
et	KON	et
un	DET:ART	un
<SEG>
de	PRP	de
d'	PRP	de
mysticisme	NOM	mysticisme
,	PUN	,
légende	NOM	légende
et	KON	et
obsession	NOM	obsession
violent	ADJ	violent
épopée	NOM	épopée
une	DET:ART	un
<SEG>
,	PUN	,
,	PUN	,
jeunes	ADJ	jeune
faits	VER:pper	faire
impressionner	VER:infi	impressionner
pour	PRP	pour
bien	ADV	bien
les	DET:ART	le
délicates	ADJ	délicat
âmes	NOM	âme
<SEG>
les	PRO:PER	la|le
,	PUN	,
de	PRP	de
discipline	NOM	discipline
cette	PRO:DEM	ce
goût	NOM	goût
de	PRP	de
spirituelle	ADJ	spirituel
ce	PRO:DEM	ce
pénétrer	VER:infi	pénétrer
<SEG>
sont	VER:pres	être
l'	DET:ART	le
qui	PRO:REL	qui
et	KON	et
héroïque	ADJ	héroïque
le	DET:ART	le
merveilleux	NOM	merveilleux
du	PRP:det	du
,	PUN	,
de	PRP	de
<SEG>
quoi	PRO	quoi
grand	ADJ	grand
action	NOM	action
d'	PRP	de
,	PUN	,
des	PRP:det	du
et	KON	et
moyen	NOM	moyen
Jésuites	NAM	jésuites
par	PRP	par
<SEG>
rêvent	VER:pres	rêver
ils	PRO:PER	il
établir	VER:infi	établir
le	DET:ART	le
monde	NOM	monde
d'	PRP	de
,	PUN	,
,	PUN	,
leur	DET:POS	leur
sur	PRP	sur
<SEG>
établissement	NOM	établissement
l'	DET:ART	le
chefs-d'œuvre	NOM	chefs-d'œuvre
--	PUN	--
...	PUN	...
toute-puissance	NOM	toute-puissance
typographiques	ADJ	typographique
Les	DET:ART	le
prospectus	NOM	prospectus
de	PRP	de
<SEG>
de	PRP	de
vues	NOM	vue
affriolantes	ADJ	affriolant
,	PUN	,
de	PRP	de
--	PUN	--
dessins	NOM	dessin
,	PUN	,
pieux	ADJ	pieux
ornés	VER:pper	orner
<SEG>
et	KON	et
,	PUN	,
rimées	VER:pper	rimer
de	PRP	de
de	PRP	de
prières	NOM	prière
de	PRP	de
noms	NOM	nom
certificats	NOM	certificat
sonores	ADJ	sonore
<SEG>
supériorité	NOM	supériorité
,	PUN	,
la	DET:ART	le
d'	PRP	de
hygiéniques	ADJ	hygiénique
pas	ADV	pas
sur	PRP	sur
ne	ADV	ne
éloges	NOM	éloge
tarissaient	VER:impf	tarir
<SEG>
en	PRP	en
une	DET:ART	un
du	PRP:det	du
breton	ADJ	breton
qu'	KON	que
,	PUN	,
milieu	NOM	milieu
temps	NOM	temps
même	ADJ	même
morale	ADJ	moral
<SEG>
excitait	VER:impf	exciter
la	DET:ART	le
monuments	NOM	monument
description	NOM	description
des	PRP:det	du
lyrique	ADJ	lyrique
des	PRP:det	du
et	KON	et
passion	NOM	passion
paysages	NOM	paysage
<SEG>
et	KON	et
<EOS>	<EOS>	<EOS>
la	DET:ART	le
.	SENT	.
Entre	PRP	entre
des	PRP:det	du
curiosité	NOM	curiosité
touristes	NOM	touriste
archéologues	NOM	archéologue
des	PRP:det	du
<SEG>
locale	ADJ	local
ses	DET:POS	son
évocations	NOM	évocation
,	PUN	,
de	PRP	de
de	PRP	de
de	PRP	de
histoire	NOM	histoire
glorieuses	ADJ	glorieux
l'	DET:ART	le
<SEG>
martyres	NOM	martyr|martyre
ces	PRO:DEM	ce
,	PUN	,
,	PUN	,
prospectus	NOM	prospectus
de	PRP	de
aussi	ADV	aussi
luttes	NOM	lutte
avertissaient	VER:impf	avertir
ses	DET:POS	son
<SEG>
due	VER:pper	devoir
une	DET:ART	un
par	PRP	par
que	PRO:REL	que
familles	NOM	famille
grâce	NOM	grâce
,	PUN	,
les	DET:ART	le
spéciale	ADJ	spécial
,	PUN	,
<SEG>
les	DET:ART	le
Sainte-Anne-d'Auray	NAM	sainte-anne-d'auray
proximité	NOM	proximité
la	DET:ART	le
étaient	VER:impf	être
de	PRP	de
,	PUN	,
à	PRP	à
n'	ADV	ne
miracles	NOM	miracle
<SEG>
rares	ADJ	rare
époque	NOM	époque
principalement	ADV	principalement
vers	PRP	vers
,	PUN	,
pas	ADV	pas
collège	NOM	collège
au	PRP:det	au
,	PUN	,
l'	DET:ART	le
<SEG>
élèves	NOM	élève
du	PRP:det	du
,	PUN	,
que	KON	que
bains	NOM	bain
de	PRP	de
baccalauréat	NOM	baccalauréat
prenaient	VER:impf	prendre
les	DET:ART	le
des	PRP:det	du
<SEG>
plage	NOM	plage
mangeaient	VER:impf	manger
bénite	ADJ	bénite
,	PUN	,
qu'	PRO:REL	que
mer	NOM	mer
sur	PRP	sur
et	KON	et
ils	PRO:PER	il
une	DET:ART	un
<SEG>
langouste	NOM	langouste
,	PUN	,
de	PRP	de
semaine	NOM	semaine
une	DET:ART	un
fois	NOM	fois
par	PRP	par
.	SENT	.
la	DET:ART	le
<EOS>	<EOS>	<EOS>
<SEG>
et	KON	et
Devant	PRP	devant
la	DET:ART	le
de	PRP	de
tel	PRO:DEM	tel
,	PUN	,
modestie	NOM	modestie
programme	NOM	programme
malgré	PRP	malgré
un	DET:ART	un
<SEG>
Joseph-Hippolyte-Elphège	NAM	joseph-hippolyte-elphège
quincaillier	NOM	quincaillier
,	PUN	,
sa	DET:POS	son
condition	NOM	condition
M	VER:pper	m
à	PRP	à
.	SENT	.
,	PUN	,
Roch	NAM	roch
<SEG>
Pervenchères	NOM	pervenchères
petite	ADJ	petit
département	NOM	département
,	PUN	,
ville	NOM	ville
de	PRP	de
du	PRP:det	du
l'	DET:ART	le
Orne	NAM	orne
,	PUN	,
<SEG>
pensée	NOM	pensée
osa	VER:simp	oser
orgueilleuse	ADJ	orgueilleux
chez	PRP	chez
d'	PRP	de
concevoir	VER:infi	concevoir
,	PUN	,
les	DET:ART	le
l'	DET:ART	le
envoyer	VER:infi	envoyer
<SEG>
venait	VER:impf	venir
qui	PRO:REL	qui
,	PUN	,
de	PRP	de
d'	PRP	de
Sébastien	NAM	sébastien
son	DET:POS	son
Jésuites	NOM	jésuite
Vannes	NAM	vannes
fils	NOM	fil|fils
<SEG>
.	SENT	.
avoir	VER:infi	avoir
en	PRO:PER	en
ses	DET:POS	son
onze	NUM	onze
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
ans	NOM	an
fut	VER:simp	être
s'	PRO:PER	se
<SEG>
chaudement	ADV	chaudement
--	PUN	--
trouver	VER:infi	trouver
<EOS>	<EOS>	<EOS>
approuva	VER:simp	approuver
.	SENT	.
le	DET:ART	le
Cristi	INT	cristi
curé	NOM	curé
qui	PRO:REL	qui
<SEG>
est	VER:pres	être
c'	PRO:DEM	ce
une	DET:ART	un
crâne	ADJ	crâne
,	PUN	,
Roch	NAM	roch
<EOS>	<EOS>	<EOS>
!	SENT	!
Monsieur	NOM	monsieur
idée	NOM	idée
<SEG>
on	PRO:PER	on
-là	ADV	là
maisons	NOM	maison
de	PRP	de
,	PUN	,
sort	VER:pres	sortir
...	PUN	...
ces	PRO:DEM	ce
voyez	VER:pres	voir
Quand	NAM	quand
<SEG>
on	PRO:PER	on
-vous	PRO:PER	vous
!	SENT	!
<EOS>	<EOS>	<EOS>
?	SENT	?
<EOS>	<EOS>	<EOS>
...	PUN	...
Mazette	NOM	mazette
...	PUN	...
Quand	KON	quand
<SEG>
...	PUN	...
de	PRP	de
là	ADV	là
<EOS>	<EOS>	<EOS>
sort	VER:pres	sortir
!	SENT	!
!	SENT	!
ut	NOM	ut
...	PUN	...
Puu	NOM	puu
<SEG>
<EOS>	<EOS>	<EOS>
Et	KON	et
...	PUN	...
,	PUN	,
de	PRP	de
sifflement	NOM	sifflement
prolongeant	VER:ppre	prolonger
le	DET:ART	le
en	PRP	en
son	NOM	son
<SEG>
il	PRO:PER	il
lui	PRO:PER	lui
était	VER:impf	être
dans	PRP	dans
cette	PRO:DEM	ce
traça	VER:simp	tracer
,	PUN	,
qui	PRO:REL	qui
exclamation	NOM	exclamation
familière	ADJ	familier
<SEG>
l'	DET:ART	le
avec	PRP	avec
bras	NOM	bras
air	NOM	air
,	PUN	,
un	DET:ART	un
,	PUN	,
dont	PRO:REL	dont
son	DET:POS	son
geste	NOM	geste
<SEG>
<EOS>	<EOS>	<EOS>
amplitude	NOM	amplitude
.	SENT	.
le	DET:ART	le
monde	NOM	monde
Hé	INT	hé
l'	DET:ART	le
--	PUN	--
!	SENT	!
embrassait	VER:impf	embrasser
<SEG>
sais	VER:pres	savoir
parbleu	INT	parbleu
!	SENT	!
le	PRO:PER	le
bien	ADV	bien
<EOS>	<EOS>	<EOS>
...	PUN	...
,	PUN	,
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
<SEG>
.	SENT	.
,	PUN	,
en	PRP	en
l'	PRO:PER	la|le
répéta	VER:simp	répéter
élargissant	VER:ppre	élargir
M	VER:pper	m
Roch	NOM	roch
qui	PRO:REL	qui
acquiesça	VER:simp	acquiescer
<SEG>
.	SENT	.
le	DET:ART	le
!	SENT	!
curé	NOM	curé
geste	NOM	geste
,	PUN	,
<EOS>	<EOS>	<EOS>
du	PRP:det	du
Hé	INT	hé
encore	ADV	encore
<SEG>
...	PUN	...
à	PRP	à
dites	VER:pres	dire
parbleu	INT	parbleu
<EOS>	<EOS>	<EOS>
!	SENT	!
<EOS>	<EOS>	<EOS>
le	PRO:PER	le
qui	PRO:REL	qui
-vous	PRO:PER	vous
<SEG>
?	SENT	?
est	VER:pres	être
très	ADV	très
Oui	INT	oui
...	PUN	...
,	PUN	,
c'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
mais	KON	mais
cher	ADV	cher
<SEG>
est	VER:pres	être
C'	NAM	c'
cher	ADV	cher
est	VER:pres	être
;	PUN	;
trop	ADV	trop
...	PUN	...
c'	PRO:DEM	ce
--	PUN	--
trop	ADV	trop
<SEG>
cher	ADV	cher
!	SENT	!
...	PUN	...
...	PUN	...
<EOS>	<EOS>	<EOS>
?	SENT	?
curé	NOM	curé
le	DET:ART	le
Ah	NAM	ah
riposta	VER:simp	riposter
<SEG>
noblesse	NOM	noblesse
...	PUN	...
Écoutez	VER:pres	écouter
Toute	VER:pres	toute
la	DET:ART	le
<EOS>	<EOS>	<EOS>
donc	ADV	donc
,	PUN	,
dame	NOM	dame
...	PUN	...
<SEG>
pas	ADV	pas
Ça	VER:simp	ça
toute	PRO:IND	tout
est	VER:pres	être
l'	DET:ART	le
n'	ADV	ne
élite	NOM	élite
...	PUN	...
non	ADV	non
plus	ADV	plus
<SEG>
la	DET:ART	le
!	SENT	!
petite	ADJ	petit
,	PUN	,
de	PRP	de
bière	NOM	bière
ça	PRO:DEM	cela
Monsieur	NOM	monsieur
Roch	NAM	roch
,	PUN	,
<SEG>
Bigre	NAM	bigre
Les	DET:ART	le
Jésuites	NAM	jésuites
...	PUN	...
!	SENT	!
...	PUN	...
ne	ADV	ne
<EOS>	<EOS>	<EOS>
confondons	VER:pres	confondre
<EOS>	<EOS>	<EOS>
<SEG>
alentour	ADV	alentour
prie	VER:pres	prier
...	PUN	...
,	PUN	,
autour	ADV	autour
pas	ADV	pas
vous	PRO:PER	vous
avec	PRP	avec
je	PRO:PER	je
,	PUN	,
<SEG>
ai	VER:pres	avoir
,	PUN	,
et	KON	et
Ainsi	NAM	ainsi
connu	VER:pper	connaître
général	NOM	général
j'	PRO:PER	je
un	DET:ART	un
moi	PRO:PER	moi
,	PUN	,
<SEG>
,	PUN	,
en	PRO:PER	en
évêques	NOM	évêque
ils	PRO:PER	il
bien	ADJ	bien
deux	NUM	deux
Eh	NOM	eh
venaient	VER:impf	venir
...	PUN	...
...	PUN	...
<SEG>
mon	DET:POS	mon
,	PUN	,
!	SENT	!
<EOS>	<EOS>	<EOS>
marquis	NOM	marquis
...	PUN	...
Et	KON	et
cher	ADJ	cher
voilà	ADV	voilà
les	DET:ART	le
<SEG>
monsieur	NOM	monsieur
<EOS>	<EOS>	<EOS>
,	PUN	,
en	PRO:PER	en
a	VER:pres	avoir
y	PRO:PER	y
en	PRO:PER	en
!	SENT	!
y	PRO:PER	y
a	VER:pres	avoir
<SEG>
Vous	PRO:PER	vous
ça	PRO:DEM	cela
,	PUN	,
,	PUN	,
paie	VER:pres	payer
!	SENT	!
se	PRO:PER	se
...	PUN	...
comprenez	VER:pres	comprendre
<EOS>	<EOS>	<EOS>
<SEG>
...	PUN	...
-là	ADV	là
Hé	INT	hé
!	SENT	!
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
!	SENT	!
--	PUN	--
choses	NOM	chose
ces	PRO:DEM	ce
<SEG>
parbleu	INT	parbleu
Je	PRO:PER	je
non	ADV	non
dis	VER:pres	dire
<EOS>	<EOS>	<EOS>
protesta	VER:simp	protester
!	SENT	!
ne	ADV	ne
...	PUN	...
pas	ADV	pas
<SEG>
...	PUN	...
ébloui	VER:pper	éblouir
.	SENT	.
ça	PRO:DEM	cela
doit	VER:pres	devoir
Roch	NAM	roch
M	VER:pper	m
,	PUN	,
Évidemment	NOM	évidemment
,	PUN	,
<SEG>
rengorgeant	VER:ppre	rengorger
Il	PRO:PER	il
ajoute	VER:pres	ajouter
!	SENT	!
se	PRO:PER	se
en	PRP	en
,	PUN	,
<EOS>	<EOS>	<EOS>
payer	VER:infi	payer
se	PRO:PER	se
<SEG>
mérite	NOM	mérite
ailleurs	ADV	ailleurs
où	PRO:REL	où
--	PUN	--
...	PUN	...
serait	VER:cond	être
:	PUN	:
?	SENT	?
le	DET:ART	le
D'	PRP	de
<SEG>
enfin	ADV	enfin
est	VER:pres	être
comme	ADV	comme
<EOS>	<EOS>	<EOS>
justes	ADJ	juste
,	PUN	,
C'	NAM	c'
...	PUN	...
soyons	VER:subp	être
Car	KON	car
<SEG>
moi	PRO:PER	moi
,	PUN	,
le	DET:ART	le
,	PUN	,
lampe	NOM	lampe
belle	ADJ	beau
Monsieur	NOM	monsieur
curé	NOM	curé
...	PUN	...
Une	VER:simp	une
<SEG>
la	PRO:PER	la
je	PRO:PER	je
?	SENT	?
<EOS>	<EOS>	<EOS>
plus	ADV	plus
n'	ADV	ne
pas	NOM	pas
-ce	PRO:DEM	ce
est	VER:pres	être
vends	VER:pres	vendre
<SEG>
la	DET:ART	le
Voilà	ABR	voilà
cher	ADV	cher
qu'	KON	que
question	NOM	question
une	DET:ART	un
...	PUN	...
--	PUN	--
!	SENT	!
vilaine	NOM	vilain
<SEG>
le	DET:ART	le
tapota	VER:simp	tapoter
épaule	NOM	épaule
de	PRP	de
curé	NOM	curé
l'	DET:ART	le
résuma	VER:simp	résumer
M	NOM	m
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
<SEG>
et	KON	et
Roch	NOM	roch
encourageants	ADJ	encourageant
à	PRP	à
,	PUN	,
.	SENT	.
...	PUN	...
coups	NOM	coup
affectueux	ADJ	affectueux
menus	ADJ	menu
<SEG>
avez	VER:pres	avoir
,	PUN	,
mis	VER:pper	mettre
cher	ADJ	cher
paroissien	NOM	paroissien
le	DET:ART	le
Vous	NAM	vous
doigt	NOM	doigt
mon	DET:POS	mon
,	PUN	,
<SEG>
<EOS>	<EOS>	<EOS>
sur	PRP	sur
question	NOM	question
Bigre	INT	bigre
Jésuites	NAM	jésuites
!	SENT	!
...	PUN	...
Les	DET:ART	le
la	DET:ART	le
...	PUN	...
<SEG>
n'	ADV	ne
!	SENT	!
ça	PRO:DEM	cela
!	SENT	!
est	VER:pres	être
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
pas	ADV	pas
rien	ADV	rien
Longtemps	ADV	longtemps
<SEG>
,	PUN	,
promenèrent	VER:simp	promener
se	PRO:PER	se
sous	PRP	sous
et	KON	et
prolixes	ADJ	prolixe
judicieux	ADJ	judicieux
,	PUN	,
,	PUN	,
ils	PRO:PER	il
<SEG>
à	PRP	à
les	DET:ART	le
Sébastien	NAM	sébastien
,	PUN	,
avenir	NOM	avenir
du	PRP:det	du
préparant	VER:ppre	préparer
presbytère	NOM	presbytère
tilleuls	NOM	tilleul
un	DET:ART	un
<SEG>
Le	DET:ART	le
d'	PRP	de
splendide	ADJ	splendide
<EOS>	<EOS>	<EOS>
entre	PRP	entre
gouttelait	VER:impf	goutteler
les	DET:ART	le
feuilles	NOM	feuille
soleil	NOM	soleil
.	SENT	.
<SEG>
et	KON	et
sur	PRP	sur
sur	PRP	sur
herbes	NOM	herbe
l'	DET:ART	le
,	PUN	,
vêtements	NOM	vêtement
de	PRP	de
les	DET:ART	le
leurs	DET:POS	leur
<SEG>
<EOS>	<EOS>	<EOS>
lourd	ADJ	lourd
.	SENT	.
Lentement	ADV	lentement
<EOS>	<EOS>	<EOS>
allée	NOM	allée
air	NOM	air
était	VER:impf	être
L'	DET:ART	le
.	SENT	.
<SEG>
,	PUN	,
les	DET:ART	le
le	DET:ART	le
ils	PRO:PER	il
derrière	PRP	derrière
mains	NOM	main
dos	NOM	dos
croisées	VER:pper	croiser
,	PUN	,
marchaient	VER:impf	marcher
<SEG>
,	PUN	,
très	ADV	très
arrêtant	VER:ppre	arrêter
,	PUN	,
cinq	NUM	cinq
,	PUN	,
tous	PRO:IND	tout
s'	PRO:PER	se
les	DET:ART	le
pas	NOM	pas
<SEG>
sueur	NOM	sueur
remplie	VER:pper	remplir
