1	NUM	@card@
lar-moyante	ADJ	lar-moyante
:	PUN	:
s'	PRO:PER	se
ai	VER:pres	avoir
vous	PRO:PER	vous
je	PRO:PER	je
,	PUN	,
Mesdames	NAM	mesdames
--	PUN	--
éleva	VER:simp	élever
<SEG>
coup	NOM	coup
de	PRP	de
toute	PRO:IND	tout
!	SENT	!
nuit	NOM	nuit
,	PUN	,
la	DET:ART	le
Le	DET:ART	le
respectées	VER:pper	respecter
<EOS>	<EOS>	<EOS>
<SEG>
qui	PRO:REL	qui
tonnerre	NOM	tonnerre
pile	NOM	pile
d'	PRP	de
coupa	VER:simp	couper
une	DET:ART	un
écroule	VER:pres	écrouler
net	ADV	net
énorme	ADJ	énorme
s'	PRO:PER	se
<SEG>
<EOS>	<EOS>	<EOS>
engueulée	VER:pper	engueuler
femme	NOM	femme
du	PRP:det	du
qui	PRO:REL	qui
la	DET:ART	le
choeur	NOM	chœur
huait	VER:impf	huer
l'	DET:ART	le
.	SENT	.
<SEG>
Personne	NOM	personne
sur	PRP	sur
n'	ADV	ne
la	DET:ART	le
reçu	VER:pper	recevoir
tête	NOM	tête
pile	NOM	pile
la	DET:ART	le
.	SENT	.
avait	VER:impf	avoir
<SEG>
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
,	PUN	,
--	PUN	--
.	SENT	.
reprirent	VER:simp	reprendre
Voyons	VER:pres	voir
mesdames	NOM	mesdames
Les	DET:ART	le
chansons	NOM	chanson
<SEG>
<EOS>	<EOS>	<EOS>
Supplia	VER:simp	supplier
un	DET:ART	un
de	PRP	de
peu	ADV	peu
mesdames	NOM	mesdames
silence	NOM	silence
,	PUN	,
,	PUN	,
!	SENT	!
<SEG>
.	SENT	.
<EOS>	<EOS>	<EOS>
la	DET:ART	le
dans	PRP	dans
immense	ADJ	immense
contre-maître	NOM	contre-maître
Alors	ADV	alors
,	PUN	,
un	DET:ART	un
crescendo	ADV	crescendo
<SEG>
quarante	NUM	quarante
paie	NOM	paie
:	PUN	:
!	SENT	!
<EOS>	<EOS>	<EOS>
femmes	NOM	femme
La	DET:ART	le
,	PUN	,
la	DET:ART	le
crièrent	VER:simp	crier
<SEG>
elles	PRO:PER	elle
<EOS>	<EOS>	<EOS>
paie	NOM	paie
!	SENT	!
le	DET:ART	le
rattrapèrent	VER:simp	rattraper
de	PRP	de
l'	DET:ART	le
fausset	NOM	fausset
Puis	ADV	puis
<SEG>
,	PUN	,
une	NUM	un
elles	PRO:PER	elle
voix	NOM	voix
se	PRO:PER	se
d'	PRP	de
pointue	ADJ	pointu
une	DET:ART	un
allait	VER:impf	aller
qui	PRO:REL	qui
<SEG>
piquer	VER:infi	piquer
pitié	NOM	pitié
dans	PRP	dans
plafond	NOM	plafond
de	PRP	de
Ayez	VER:impe	avoir
ma	DET:POS	mon
""""	PUN:cit	""""
le	DET:ART	le
:	PUN	:
<SEG>
chemin	NOM	chemin
souffran-an-ance	NOM	souffran-an-ance
,	PUN	,
!	SENT	!
<EOS>	<EOS>	<EOS>
soldats	NOM	soldat
Allez	VER:pres	aller
votre	DET:POS	votre
Dans	PRP	dans
passez	VER:pres	passer
<SEG>
vin	NOM	vin
auberge	NOM	auberge
(	PUN	(
bis	ADJ	bis
verse	ADJ	verse
cette	PRO:DEM	ce
du	PRP:det	du
-	PUN	-
on	PRO:PER	on
ne	ADV	ne
<SEG>
France	NAM	france
<EOS>	<EOS>	<EOS>
!	SENT	!
enfants	NOM	enfant
Qu'	NOM	qu'
)	PUN	)
la	DET:ART	le
""""	PUN:cit	""""
aux	PRP:det	au
de	PRP	de
<SEG>
d'	PRP	de
litres	NOM	litre
,	PUN	,
passaient	VER:impf	passer
plioirs	NOM	plioir
tables	NOM	table
frappaient	VER:impf	frapper
les	DET:ART	le
Les	DET:ART	le
les	DET:ART	le
<SEG>
à	PRP	à
bouche	NOM	bouche
autre	ADJ	autre
l'	DET:ART	le
salive	NOM	salive
,	PUN	,
et	KON	et
une	DET:ART	un
suin-tant	VER:ppre	suin-tant
la	DET:ART	le
<SEG>
ouvrière	NOM	ouvrier
regagner	VER:infi	regagner
voulait	VER:impf	vouloir
vin	NOM	vin
le	DET:ART	le
;	PUN	;
,	PUN	,
debout	ADV	debout
,	PUN	,
une	DET:ART	un
<SEG>
ventre	NOM	ventre
compagnes	NOM	compagne
lui	PRO:PER	lui
sa	DET:POS	son
le	DET:ART	le
ses	DET:POS	son
écrasèrent	VER:simp	écraser
place	NOM	place
avec	PRP	avec
,	PUN	,
<SEG>
chaises	NOM	chaise
Une	DET:ART	un
les	DET:ART	le
dossiers	NOM	dossier
leurs	DET:POS	leur
fille	NOM	fille
<EOS>	<EOS>	<EOS>
.	SENT	.
de	PRP	de
se	PRO:PER	se
<SEG>
mou-cha	VER:simp	mou-cha
d'	PRP	de
trompette	NOM	trompette
une	DET:ART	un
;	PUN	;
une	DET:ART	un
comme	ADV	comme
,	PUN	,
bouteille	NOM	bouteille
sonnant	VER:ppre	sonner
<SEG>
une	DET:ART	un
le	DET:ART	le
brisa	VER:simp	briser
d'	PRP	de
bec	NOM	bec
,	PUN	,
rebord	NOM	rebord
au	PRP:det	au
se	PRO:PER	se
table	NOM	table
<SEG>
le	DET:ART	le
les	DET:ART	le
,	PUN	,
deux	NUM	deux
coula	VER:simp	couler
femmes	NOM	femme
sur	PRP	sur
petit	ADJ	petit
robes	NOM	robe
bleu	NOM	bleu
<SEG>
,	PUN	,
l'	DET:ART	le
vomirent	VER:simp	vomir
,	PUN	,
une	NOM	un
l'	DET:ART	le
contre	PRP	contre
des	PRP:det	du
injures	NOM	injure
autre	ADJ	autre
<SEG>
les	PRO:PER	la|le
on	PRO:PER	on
leurs	DET:POS	leur
,	PUN	,
chignons	NOM	chignon
par	PRP	par
poissardes	NOM	poissard
retint	VER:simp	retenir
et	KON	et
de	PRP	de
<SEG>
loques	NOM	loque
tordaient	VER:impf	tordre
se	PRO:PER	se
elles	PRO:PER	elle
mais	KON	mais
leurs	DET:POS	leur
et	KON	et
aboyaient	VER:impf	aboyer
par	PRP	par
;	PUN	;
<SEG>
avant	NOM	avant
menton	NOM	menton
et	KON	et
le	DET:ART	le
sorties	ADJ	sorti
dents	NOM	dent
en	PRP	en
,	PUN	,
,	PUN	,
les	DET:ART	le
<SEG>
ruant	VER:ppre	ruer
les	DET:ART	le
se	PRO:PER	se
en	PRP	en
,	PUN	,
air	NOM	air
,	PUN	,
bras	NOM	bras
l'	DET:ART	le
bavant	ADJ	bavant
<SEG>
sous	PRP	sous
chemise	NOM	chemise
des	PRP:det	du
la	DET:ART	le
aisselles	NOM	aisselle
fosse	NOM	fosse
à	PRP	à
jour	NOM	jour
,	PUN	,
la	DET:ART	le
<SEG>
de	PRP	de
craquée	VER:pper	craquer
encore	ADV	encore
.	SENT	.
un	DET:ART	un
moment	NOM	moment
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
y	PRO:PER	y
eut	VER:simp	avoir
<SEG>
plus	ADV	plus
l'	DET:ART	le
répit	NOM	répit
n'	ADV	ne
le	DET:ART	le
on	PRO:PER	on
entendit	VER:simp	entendre
et	KON	et
tapotement	NOM	tapotement
que	KON	que
<SEG>
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
pièce	NOM	pièce
autre	ADJ	autre
l'	DET:ART	le
sourd	ADJ	sourd
.	SENT	.
dans	PRP	dans
des	PRP:det	du
assembleurs	NOM	assembleur
<SEG>
des	PRP:det	du
mirlitons	NOM	mirliton
;	PUN	;
voix	NOM	voix
râlaient	VER:impf	râler
crevés	VER:pper	crever
avaient	VER:impf	avoir
elles	PRO:PER	elle
brocheuses	NOM	brocheur
de	PRP	de
<SEG>
elles	PRO:PER	elle
d'	PRP	de
<EOS>	<EOS>	<EOS>
une	NUM	un
lança	VER:simp	lancer
alors	ADV	alors
cette	PRO:DEM	ce
stupide	ADJ	stupide
L'	DET:ART	le
.	SENT	.
<SEG>
n'	ADV	ne
question	NOM	question
une	DET:ART	un
quand	KON	quand
revenait	VER:impf	revenir
personne	NOM	personne
avait	VER:impf	avoir
qui	PRO:REL	qui
comme	ADV	comme
ritournelle	NOM	ritournelle
<SEG>
à	PRP	à
--	PUN	--
,	PUN	,
qu'	PRO:REL	que
dire	VER:infi	dire
Mademoiselle	NOM	mademoiselle
plus	ADV	plus
rien	ADV	rien
:	PUN	:
Élisabeth	NAM	élisabeth
<SEG>
?	SENT	?
votre	DET:POS	votre
-ce	PRO:DEM	ce
que	KON	que
est	VER:pres	être
autre	ADJ	autre
coeur	NOM	cœur
désire	VER:pres	désirer
Une	DET:ART	un
<EOS>	<EOS>	<EOS>
<SEG>
fourgonna	VER:simp	fourgonner
le	DET:ART	le
se	PRO:PER	se
,	PUN	,
,	PUN	,
leva	VER:simp	lever
dans	PRP	dans
,	PUN	,
pesamment	ADV	pesamment
poêle	NOM	poêle
<SEG>
par	PRP	par
en	PRP	en
la	DET:ART	le
saisie	VER:pper	saisir
,	PUN	,
courbée	VER:pper	courber
resta	VER:simp	rester
et	KON	et
chaleur	NOM	chaleur
,	PUN	,
<SEG>
remuées	VER:pper	remuer
bouche	NOM	bouche
ouverte	VER:pper	ouvrir
deux	NUM	deux
grande	ADJ	grand
les	DET:ART	le
la	DET:ART	le
paupières	NOM	paupière
,	PUN	,
,	PUN	,
<SEG>
On	PRO:PER	on
râpait	VER:impf	râper
devant	PRP	devant
à	PRP	à
trou	NOM	trou
.	SENT	.
qui	PRO:REL	qui
le	DET:ART	le
flambait	VER:impf	flamber
<EOS>	<EOS>	<EOS>
<SEG>
Soient	NAM	soient
instant	NOM	instant
que	KON	que
les	DET:ART	le
cet	PRO:DEM	ce
branche	NOM	branche
toutes	PRO:IND	tout
""""	PUN:cit	""""
Mais	KON	mais
:	PUN	:
<SEG>
blanches	ADJ	blanc
printemps	NOM	printemps
,	PUN	,
qu'	KON	que
,	PUN	,
verdisse	VER:subp	verdir
Ou	NOM	ou
au	PRP:det	au
gazon	NOM	gazon
le	DET:ART	le
<SEG>
je	PRO:PER	je
Rose	NAM	rose
de	PRP	de
même	ADJ	même
,	PUN	,
,	PUN	,
t'	PRO:PER	te
Toujours	NOM	toujours
Car	NAM	car
aime	VER:pres	aimer
<SEG>
est	VER:pres	être
amour	NOM	amour
!	SENT	!
n'	ADV	ne
pas	ADV	pas
de	PRP	de
""""	PUN:cit	""""
en	PRP	en
saison	NOM	saison
il	PRO:PER	il
<SEG>
un	DET:ART	un
peu	ADV	peu
de	PRP	de
--	PUN	--
<EOS>	<EOS>	<EOS>
...	PUN	...
,	PUN	,
si	ADV	si
Sept	NOM	sept
Mesdames	NAM	mesdames
<SEG>
phrase	NOM	phrase
heures	NOM	heure
de	PRP	de
la	DET:ART	le
sonnèrent	VER:simp	sonner
interrompant	VER:ppre	interrompre
la	DET:ART	le
,	PUN	,
contre-maître	NOM	contre-maître
.	SENT	.
<SEG>
<EOS>	<EOS>	<EOS>
une	DET:ART	un
-	PUN	-
,	PUN	,
Sept	NUM	sept
voix	NOM	voix
,	PUN	,
l'	DET:ART	le
dit	VER:pres	dire
heures	NOM	heure
<SEG>
homme	NOM	homme
aime	VER:pres	aimer
!	SENT	!
la	DET:ART	le
j'	PRO:PER	je
paillasse	NOM	paillasse
que	PRO:REL	que
dans	PRP	dans
<EOS>	<EOS>	<EOS>
est	VER:pres	être
<SEG>
nouvelle	ADJ	nouveau
et	KON	et
force	NOM	force
atelier	NOM	atelier
lamentablement	ADV	lamentablement
reprit	VER:simp	reprendre
,	PUN	,
une	DET:ART	un
Alors	ADV	alors
l'	DET:ART	le
<SEG>
hurla	VER:simp	hurler
!	SENT	!
!	SENT	!
paie	NOM	paie
:	PUN	:
<EOS>	<EOS>	<EOS>
La	DET:ART	le
paie	NOM	paie
<EOS>	<EOS>	<EOS>
la	DET:ART	le
<SEG>
d'	PRP	de
sortit	VER:simp	sortir
attenant	VER:ppre	attenir
monsieur	NOM	monsieur
cabinet	NOM	cabinet
à	PRP	à
petit	ADJ	petit
,	PUN	,
Un	DET:ART	un
un	DET:ART	un
<SEG>
la	DET:ART	le
salle	NOM	salle
,	PUN	,
et	KON	et
Voblat	NAM	voblat
Madame	NOM	madame
:	PUN	:
appela	VER:simp	appeler
Eugénie	NAM	eugénie
grande	ADJ	grand
<SEG>
acclamations	NOM	acclamation
coururent	VER:simp	courir
-	PUN	-
<EOS>	<EOS>	<EOS>
Ah	NAM	ah
<EOS>	<EOS>	<EOS>
!	SENT	!
-	PUN	-
!	SENT	!
Des	PRP:det	du
<SEG>
<EOS>	<EOS>	<EOS>
!	SENT	!
Ce	PRO:DEM	ce
!	SENT	!
Enfin	ADV	enfin
tôt	ADV	tôt
n'	ADV	ne
trop	ADV	trop
pas	ADV	pas
est	VER:pres	être
<SEG>
son	DET:POS	son
<EOS>	<EOS>	<EOS>
va	VER:pres	aller
poignon	NOM	poignon
Et	KON	et
On	PRO:PER	on
donc	ADV	donc
!	SENT	!
toucher	VER:infi	toucher
<EOS>	<EOS>	<EOS>
<SEG>
mains	NOM	main
battirent	VER:simp	battre
que	KON	que
étincelèrent	VER:simp	étinceler
tandis	KON	tandis
yeux	NOM	œil
,	PUN	,
les	DET:ART	le
,	PUN	,
les	DET:ART	le
<SEG>
chaises	NOM	chaise
galop	NOM	galop
les	DET:ART	le
croupes	NOM	croupe
gémissaient	VER:impf	gémir
<EOS>	<EOS>	<EOS>
.	SENT	.
le	DET:ART	le
sous	PRP	sous
des	PRP:det	du
<SEG>
chairs	NOM	chair
un	DET:ART	un
,	PUN	,
La	DET:ART	le
,	PUN	,
roulis	NOM	roulis
molles	ADJ	mou
Voblat	NAM	voblat
femme	NOM	femme
de	PRP	de
<SEG>
,	PUN	,
ignoblement	ADV	ignoblement
un	DET:ART	un
,	PUN	,
monstre	NOM	monstre
traversa	VER:simp	traverser
les	DET:ART	le
tables	NOM	table
gras	ADJ	gras
bousculée	VER:pper	bousculer
<SEG>
ahurie	VER:pper	ahurir
voyous	NOM	voyou
se	PRO:PER	se
les	DET:ART	le
par	PRP	par
femelles	ADJ	femelle
et	KON	et
pendaient	VER:impf	pendre
tous	PRO:IND	tout
qui	PRO:REL	qui
<SEG>
griffant	VER:ppre	griffer
à	PRP	à
caraco	NOM	caraco
,	PUN	,
se	PRO:PER	se
elle	PRO:PER	elle
son	DET:POS	son
;	PUN	;
dégagea	VER:simp	dégager
au	PRP:det	au
<SEG>
perdant	VER:ppre	perdre
hasard	NOM	hasard
nez	NOM	nez
,	PUN	,
,	PUN	,
les	DET:ART	le
et	KON	et
,	PUN	,
ses	DET:POS	son
jupes	NOM	jupe
<SEG>
<EOS>	<EOS>	<EOS>
entra	VER:simp	entrer
.	SENT	.
patron	NOM	patron
bureau	NOM	bureau
le	DET:ART	le
du	PRP:det	du
elle	PRO:PER	elle
dans	PRP	dans
Elle	PRO:PER	elle
<SEG>
:	PUN	:
tour	NOM	tour
partit	VER:simp	partir
à	PRP	à
!	SENT	!
criant	VER:ppre	crier
,	PUN	,
Angèle	NAM	angèle
ton	DET:POS	ton
<EOS>	<EOS>	<EOS>
<SEG>
La	DET:ART	le
Les	DET:ART	le
prenait	VER:impf	prendre
fin	ADJ	fin
nuit	NOM	nuit
brisées	VER:pper	briser
étaient	VER:impf	être
ouvrières	NOM	ouvrier
.	SENT	.
<EOS>	<EOS>	<EOS>
<SEG>
,	PUN	,
sommes	NOM	somme
éculées	VER:pper	éculer
les	DET:ART	le
fatigue	NOM	fatigue
par	PRP	par
la	DET:ART	le
par	PRP	par
la	DET:ART	le
,	PUN	,
<SEG>
tête	NOM	tête
Celles	PRO:DEM	celui
<EOS>	<EOS>	<EOS>
poings	NOM	poing
touché	VER:pper	toucher
.	SENT	.
les	DET:ART	le
avaient	VER:impf	avoir
qui	PRO:REL	qui
dans	PRP	dans
<SEG>
s'	PRO:PER	se
paie	NOM	paie
enfuirent	VER:simp	enfuir
leur	DET:POS	leur
La	DET:ART	le
allait	VER:impf	aller
.	SENT	.
argent	NOM	argent
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
<SEG>
femme	NOM	femme
Le	DET:ART	le
une	DET:ART	un
appelait	VER:impf	appeler
.	SENT	.
une	DET:ART	un
et	KON	et
<EOS>	<EOS>	<EOS>
alentissant	VER:ppre	alentir
patron	NOM	patron
<SEG>
-	PUN	-
.	SENT	.
autre	ADJ	autre
-	PUN	-
Madame	NOM	madame
venait	VER:impf	venir
!	SENT	!
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
Teston	NAM	teston
<SEG>
-	PUN	-
Qui	PRO:REL	qui
argent	NOM	argent
<EOS>	<EOS>	<EOS>
Y	PRO:PER	y
!	SENT	!
son	DET:POS	son
prend	VER:pres	prendre
pas	ADV	pas
est	VER:pres	être
<SEG>
et	KON	et
?	SENT	?
accourait	VER:impf	accourir
Et	KON	et
amie	NOM	ami
une	DET:ART	un
<EOS>	<EOS>	<EOS>
absente	NOM	absent
l'	DET:ART	le
de	PRP	de
<SEG>
même	ADJ	même
temps	NOM	temps
compte	NOM	compte
puis	ADV	puis
étaient	VER:impf	être
,	PUN	,
demandait	VER:impf	demander
c'	PRO:DEM	ce
son	DET:POS	son
en	PRP	en
<SEG>
entêtées	VER:pper	entêter
discussions	NOM	discussion
,	PUN	,
des	PRP:det	du
pour	PRP	pour
un	DET:ART	un
réclamations	NOM	réclamation
forcenées	ADJ	forcené
sou	NOM	sou
des	PRP:det	du
<SEG>
sauvage	ADJ	sauvage
des	PRP:det	du
ne	ADV	ne
ténacités	NOM	ténacité
obstinant	VER:ppre	obstiner
s'	PRO:PER	se
,	PUN	,
de	PRP	de
à	PRP	à
pas	ADV	pas
<SEG>
mal	ADV	mal
<EOS>	<EOS>	<EOS>
couture	NOM	couture
.	SENT	.
comprendre	VER:infi	comprendre
par	PRP	par
était	VER:impf	être
-	PUN	-
trop	ADV	trop
La	DET:ART	le
<SEG>
pauvre	ADJ	pauvre
peuple	NOM	peuple
heureux	ADJ	heureux
payée	VER:pper	payer
!	SENT	!
!	SENT	!
était	VER:impf	être
pas	ADV	pas
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
<SEG>
ssieu	NOM	ssieu
m'	PRO:PER	me
éternelle	ADJ	éternel
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
était	VER:impf	être
:	PUN	:
ô	INT	ô
requête	NOM	requête
C'	PRO:DEM	ce
<SEG>
<EOS>	<EOS>	<EOS>
donner	VER:infi	donner
de	PRP	de
ne	ADV	ne
!	SENT	!
la	DET:ART	le
Vous	PRO:PER	vous
pourriez	VER:cond	pouvoir
pas	ADV	pas
me	PRO:PER	me
<SEG>
sous	NOM	sou
C'	PRO:DEM	ce
étaient	VER:impf	être
avec	PRP	avec
monnaie	NOM	monnaie
les	DET:ART	le
?	SENT	?
petite	ADJ	petit
<EOS>	<EOS>	<EOS>
des	PRP:det	du
<SEG>
engourdis	VER:pper	engourdir
qui	PRO:REL	qui
ce	PRO:DEM	ce
,	PUN	,
échapper	VER:infi	échapper
tiennent	VER:pres	tenir
doigts	NOM	doigt
ils	PRO:PER	il
laissent	VER:pres	laisser
qu'	PRO:REL	que
<SEG>
l'	DET:ART	le
aplatissement	NOM	aplatissement
d'	PRP	de
un	DET:ART	un
plancher	NOM	plancher
et	KON	et
le	DET:ART	le
corps	NOM	corps
,	PUN	,
sur	PRP	sur
<SEG>
la	DET:ART	le
râble	NOM	râble
les	DET:ART	le
,	PUN	,
traînant	VER:ppre	traîner
saillie	NOM	saillie
mains	NOM	main
en	PRP	en
le	DET:ART	le
dans	PRP	dans
<SEG>
recherche	NOM	recherche
de	PRP	de
la	DET:ART	le
.	SENT	.
argent	NOM	argent
<EOS>	<EOS>	<EOS>
