I	NUM	i
et	KON	et
<SEG>
aux	PRP:det	au
moine	NOM	moine
,	PUN	,
la	DET:ART	le
appliquée	VER:pper	appliquer
de	PRP	de
côte	NOM	côte
caloyers	NOM	caloyer
»	PUN:cit	»
«	PUN:cit	«
<SEG>
messénienne	ADJ	messénienne
.	SENT	.
ailleurs	ADV	ailleurs
<EOS>	<EOS>	<EOS>
eux	PRO:PER	eux
d'	PRP	de
L'	DET:ART	le
,	PUN	,
un	NOM	un
d'	PRP	de
<SEG>
va	VER:pres	aller
venait	VER:impf	venir
de	PRP	de
sa	DET:POS	son
qui	PRO:REL	qui
chapelle	NOM	chapelle
,	PUN	,
pouvoir	VER:infi	pouvoir
quitter	VER:infi	quitter
,	PUN	,
<SEG>
À	PRP	à
d'	PRP	de
jugé	VER:pper	juger
.	SENT	.
nature	NOM	nature
être	VER:infi	être
<EOS>	<EOS>	<EOS>
après	PRP	après
époque	NOM	époque
cette	PRO:DEM	ce
<SEG>
encore	ADV	encore
religion	NOM	religion
,	PUN	,
en	PRP	en
,	PUN	,
,	PUN	,
Grèce	NAM	grèce
la	DET:ART	le
était	VER:impf	être
un	DET:ART	un
<SEG>
des	PRP:det	du
du	PRP:det	du
et	KON	et
croyances	NOM	croyance
des	PRP:det	du
mélange	NOM	mélange
du	PRP:det	du
paganisme	NOM	paganisme
singulier	ADJ	singulier
légendes	NOM	légende
<SEG>
christianisme	NOM	christianisme
.	SENT	.
fidèles	NOM	fidèle
des	PRP:det	du
de	PRP	de
regardaient	VER:impf	regarder
Bien	ADV	bien
<EOS>	<EOS>	<EOS>
les	DET:ART	le
déesses	NOM	déesse
<SEG>
de	PRP	de
l'	DET:ART	le
des	PRP:det	du
saintes	NOM	saint
la	DET:ART	le
religion	NOM	religion
antiquité	NOM	antiquité
nouvelle	ADJ	nouveau
comme	KON	comme
.	SENT	.
<SEG>
<EOS>	<EOS>	<EOS>
l'	PRO:PER	la|le
Actuellement	ADV	actuellement
même	ADV	même
que	PRO:REL	que
a	VER:pres	avoir
,	PUN	,
remarquer	VER:infi	remarquer
ainsi	KON	ainsi
fait	VER:pper	faire
<SEG>
M	VER:pper	m
les	DET:ART	le
Belle	NAM	belle
,	PUN	,
.	SENT	.
demi-dieux	NOM	demi-dieu
amalgament	VER:pres	amalgamer
Henry	NAM	henry
«	PUN:cit	«
ils	PRO:PER	il
<SEG>
avec	PRP	avec
vallons	NOM	vallon
enchantés	VER:pper	enchanter
,	PUN	,
les	DET:ART	le
saints	NOM	saint
avec	PRP	avec
des	PRP:det	du
les	DET:ART	le
farfadets	NOM	farfadet
<SEG>
paradis	NOM	paradis
du	PRP:det	du
invoquant	VER:ppre	invoquer
anges	NOM	ange
sirènes	NOM	sirène
bien	ADV	bien
les	DET:ART	le
aussi	ADV	aussi
,	PUN	,
les	DET:ART	le
<SEG>
De	PRP	de
furies	NOM	furie
les	DET:ART	le
que	KON	que
et	KON	et
.	SENT	.
<EOS>	<EOS>	<EOS>
Panagia	NAM	panagia
la	DET:ART	le
»	PUN:cit	»
<SEG>
certaines	PRO:IND	certain
des	PRP:det	du
,	PUN	,
là	ADV	là
bizarres	ADJ	bizarre
pratiques	NOM	pratique
font	VER:pres	faire
,	PUN	,
anomalies	NOM	anomalie
qui	PRO:REL	qui
<SEG>
clergé	NOM	clergé
sourire	VER:infi	sourire
empêché	VER:pper	empêcher
,	PUN	,
,	PUN	,
fort	ADJ	fort
un	DET:ART	un
et	KON	et
,	PUN	,
parfois	ADV	parfois
<SEG>
orthodoxe	ADJ	orthodoxe
peu	ADV	peu
chaos	NOM	chaos
débrouiller	VER:infi	débrouiller
<EOS>	<EOS>	<EOS>
le	DET:ART	le
ce	PRO:DEM	ce
de	PRP	de
.	SENT	.
Pendant	PRP	pendant
<SEG>
de	PRP	de
siècle	NOM	siècle
,	PUN	,
ce	PRO:DEM	ce
quart	NOM	quart
premier	NUM	premier
--	PUN	--
il	PRO:PER	il
surtout	ADV	surtout
y	PRO:PER	y
<SEG>
ouvre	VER:pres	ouvrer|ouvrir
à	PRP	à
cinquante	ADJ	cinquante
quelque	PRO:IND	quelque
ans	NOM	an
laquelle	PRO:REL	lequel
époque	NOM	époque
,	PUN	,
s'	PRO:PER	se
a	VER:pres	avoir
<SEG>
clergé	NOM	clergé
histoire	NOM	histoire
la	DET:ART	le
était	VER:impf	être
cette	PRO:DEM	ce
--	PUN	--
hellénique	ADJ	hellénique
péninsule	NOM	péninsule
de	PRP	de
le	DET:ART	le
<SEG>
,	PUN	,
ignorant	VER:ppre	ignorer
plus	ADV	plus
,	PUN	,
et	KON	et
,	PUN	,
encore	ADV	encore
les	DET:ART	le
moines	NOM	moine
insouciants	ADJ	insouciant
<SEG>
naïfs	ADJ	naïf
bons	ADJ	bon
«	PUN:cit	«
enfants	NOM	enfant
»	PUN:cit	»
paraissaient	VER:impf	paraître
,	PUN	,
,	PUN	,
familiers	NOM	familier
,	PUN	,
<SEG>
aptes	ADJ	apte
à	PRP	à
superstitieuses	ADJ	superstitieux
.	SENT	.
assez	ADV	assez
diriger	VER:infi	diriger
peu	ADV	peu
populations	NOM	population
naturellement	ADV	naturellement
des	PRP:det	du
<SEG>
<EOS>	<EOS>	<EOS>
n'	ADV	ne
eussent	VER:subi	avoir
ces	PRO:DEM	ce
qu'	KON	que
même	ADV	même
ignorants	ADJ	ignorant
été	VER:pper	être
Si	KON	si
caloyers	NOM	caloyer
<SEG>
!	SENT	!
Mais	KON	mais
la	DET:ART	le
,	PUN	,
en	PRP	en
parties	NOM	partie
Grèce	NAM	grèce
de	PRP	de
<EOS>	<EOS>	<EOS>
certaines	PRO:IND	certain
<SEG>
les	DET:ART	le
,	PUN	,
surtout	ADV	surtout
régions	NOM	région
,	PUN	,
sauvages	ADJ	sauvage
Magne	NAM	magne
du	PRP:det	du
dans	PRP	dans
mendiants	NOM	mendiant
<SEG>
et	KON	et
grands	ADJ	grand
drachmes	NOM	drachme
nature	NOM	nature
de	PRP	de
quémandeurs	NOM	quémandeur
par	PRP	par
nécessité	NOM	nécessité
par	PRP	par
,	PUN	,
<SEG>
,	PUN	,
ayant	VER:ppre	avoir
que	PRO:REL	que
jetaient	VER:impf	jeter
leur	PRO:PER	lui
charitables	ADJ	charitable
de	PRP	de
n'	ADV	ne
voyageurs	NOM	voyageur
parfois	ADV	parfois
<SEG>
aux	PRP:det	au
toute	PRO:IND	tout
de	PRP	de
donner	VER:infi	donner
pour	PRP	pour
occupation	NOM	occupation
baiser	VER:infi	baiser
que	KON	que
à	PRP	à
fidèles	ADJ	fidèle
<SEG>
de	PRP	de
image	NOM	image
ou	KON	ou
d'	PRP	de
entretenir	VER:infi	entretenir
lampe	NOM	lampe
saint	NOM	saint
quelque	PRO:IND	quelque
apocryphe	ADJ	apocryphe
la	DET:ART	le
<SEG>
désespérés	VER:pper	désespérer
du	PRP:det	du
peu	ADV	peu
sainte	ADJ	saint
,	PUN	,
une	DET:ART	un
de	PRP	de
de	PRP	de
niche	NOM	niche
d'	PRP	de
<SEG>
,	PUN	,
confessions	NOM	confession
dîmes	NOM	dîme
baptêmes	NOM	baptême
des	PRP:det	du
,	PUN	,
,	PUN	,
enterrements	NOM	enterrement
rendement	NOM	rendement
et	KON	et
<SEG>
ailleurs	ADV	ailleurs
pauvres	ADJ	pauvre
dans	PRP	dans
ces	PRO:DEM	ce
plus	ADV	plus
,	PUN	,
les	DET:ART	le
recrutés	VER:pper	recruter
d'	PRP	de
gens	NOM	gens
<SEG>
point	ADV	point
faire	VER:infi	faire
classes	NOM	classe
métier	NOM	métier
le	DET:ART	le
,	PUN	,
répugnaient	VER:impf	répugner
ne	ADV	ne
basses	ADJ	bas
à	PRP	à
<SEG>
pour	PRP	pour
--	PUN	--
quels	PRO:REL	quel
!	SENT	!
--	PUN	--
et	KON	et
<EOS>	<EOS>	<EOS>
de	PRP	de
guetteurs	NOM	guetteur
guetteurs	ADJ	guetteur
<SEG>
.	SENT	.
,	PUN	,
compte	NOM	compte
des	PRP:det	du
du	PRP:det	du
habitants	NOM	habitant
Aussi	ADV	aussi
<EOS>	<EOS>	<EOS>
le	DET:ART	le
littoral	NOM	littoral
<SEG>
marins	NOM	marin
de	PRP	de
les	DET:ART	le
Vitylo	NAM	vitylo
étendus	VER:pper	étendre
port	NOM	port
à	PRP	à
sur	PRP	sur
le	DET:ART	le
,	PUN	,
<SEG>
auxquels	PRO:REL	auquel
façon	NOM	façon
de	PRP	de
des	PRP:det	du
ces	PRO:DEM	ce
la	DET:ART	le
lazzaroni	NOM	lazzaroni
faut	VER:pres	falloir
heures	NOM	heure
il	PRO:PER	il
<SEG>
se	PRO:PER	se
d'	PRP	de
quelques	PRO:IND	quelque
pour	PRP	pour
minutes	NOM	minute
travail	NOM	travail
reposer	VER:infi	reposer
,	PUN	,
un	DET:ART	un
de	PRP	de
<SEG>
un	NUM	un
de	PRP	de
,	PUN	,
-ils	PRO:PER	il
ils	PRO:PER	il
levèrent	VER:simp	lever
lorsqu'	KON	lorsque
leurs	DET:POS	leur
virent	VER:pres	virer
se	PRO:PER	se
<SEG>
agitant	VER:ppre	agiter
descendre	VER:infi	descendre
rapidement	ADV	rapidement
,	PUN	,
vers	PRP	vers
le	DET:ART	le
les	DET:ART	le
village	NOM	village
en	PRP	en
caloyers	NOM	caloyer
<SEG>
C'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
à	PRP	à
de	PRP	de
bras	NOM	bras
un	DET:ART	un
était	VER:impf	être
cinquante	NOM	cinquante
.	SENT	.
homme	NOM	homme
<SEG>
mais	KON	mais
ans	NOM	an
gros	ADJ	gros
de	PRP	de
gras	ADJ	gras
,	PUN	,
,	PUN	,
cinquante-cinq	NUM	cinquante-cinq
non	ADV	non
seulement	ADV	seulement
<SEG>
et	KON	et
oisiveté	NOM	oisiveté
la	DET:ART	le
graisse	NOM	graisse
,	PUN	,
que	PRO:REL	que
l'	DET:ART	le
cette	PRO:DEM	ce
dont	PRO:REL	dont
produit	VER:pres	produire
<SEG>
physionomie	NOM	physionomie
inspirer	VER:infi	inspirer
médiocre	ADJ	médiocre
une	DET:ART	un
.	SENT	.
pouvait	VER:impf	pouvoir
rusée	ADJ	rusé
qu'	KON	que
confiance	NOM	confiance
ne	ADV	ne
<SEG>
père	NOM	père
<EOS>	<EOS>	<EOS>
,	PUN	,
<EOS>	<EOS>	<EOS>
Eh	NAM	eh
a-t-il	ADJ	a-t-il
!	SENT	!
y	PRO:PER	y
qu'	KON	que
«	PUN:cit	«
<SEG>
»	PUN:cit	»
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
écria	VER:simp	écrier
,	PUN	,
qu'	KON	que
?	SENT	?
s'	PRO:PER	se
a-t-il	ADJ	a-t-il
y	PRO:PER	y
<SEG>
,	PUN	,
des	PRP:det	du
vers	PRP	vers
courant	VER:ppre	courir
un	NOM	un
lui	PRO:PER	lui
.	SENT	.
en	PRO:PER	en
<EOS>	<EOS>	<EOS>
marins	NOM	marin
<SEG>
ce	PRO:DEM	ce
croire	VER:infi	croire
Le	DET:ART	le
nasillard	ADJ	nasillard
Vitylien	NAM	vitylien
ton	NOM	ton
qui	PRO:REL	qui
parlait	VER:impf	parler
de	PRP	de
ferait	VER:cond	faire
<SEG>
que	KON	que
un	NUM	un
a	VER:pres	avoir
des	PRP:det	du
Nason	NAM	nason
ancêtres	NOM	ancêtre
Hellènes	NAM	hellènes
été	VER:pper	être
,	PUN	,
des	PRP:det	du
<SEG>
dans	PRP	dans
grec	NOM	grec
maniote	NOM	maniote
ce	PRO:DEM	ce
et	KON	et
où	PRO:REL	où
,	PUN	,
,	PUN	,
le	DET:ART	le
patois	ADJ	patois
<SEG>
turc	NOM	turc
albanais	NOM	albanais
mélangent	VER:pres	mélanger
le	DET:ART	le
et	KON	et
italien	NOM	italien
,	PUN	,
l'	DET:ART	le
l'	DET:ART	le
se	PRO:PER	se
<SEG>
eût	VER:subi	avoir
au	PRP:det	au
,	PUN	,
de	PRP	de
il	PRO:PER	il
existé	VER:pper	exister
temps	NOM	temps
comme	KON	comme
s'	PRO:PER	se
la	DET:ART	le
<SEG>
Babel	NAM	babel
que	PRO:REL	que
Est	NOM	est
«	PUN:cit	«
les	DET:ART	le
tour	NOM	tour
.	SENT	.
<EOS>	<EOS>	<EOS>
-ce	PRO:DEM	ce
de	PRP	de
<SEG>
Taygète	NAM	taygète
hauteurs	NOM	hauteur
d'	PRP	de
soldats	NOM	soldat
Ibrahim	NAM	ibrahim
?	SENT	?
ont	VER:pres	avoir
les	DET:ART	le
du	PRP:det	du
envahi	VER:pper	envahir
<SEG>
un	DET:ART	un
geste	NOM	geste
<EOS>	<EOS>	<EOS>
,	PUN	,
autre	ADJ	autre
en	PRP	en
demanda	VER:simp	demander
faisant	VER:ppre	faire
un	DET:ART	un
marin	NOM	marin
<SEG>
marquait	VER:impf	marquer
peu	ADV	peu
de	PRP	de
insouciance	NOM	insouciance
.	SENT	.
qui	PRO:REL	qui
patriotisme	NOM	patriotisme
assez	ADV	assez
d'	PRP	de
<EOS>	<EOS>	<EOS>
<SEG>
des	PRP:det	du
soient	VER:subp	être
Français	NAM	français
À	PRP	à
moins	ADV	moins
que	KON	que
,	PUN	,
ce	PRO:DEM	ce
ne	ADV	ne
--	PUN	--
<SEG>
<EOS>	<EOS>	<EOS>
le	DET:ART	le
faire	VER:infi	faire
n'	ADV	ne
répondit	VER:simp	répondre
avons	VER:pres	avoir
que	KON	que
!	SENT	!
dont	PRO:REL	dont
nous	PRO:PER	nous
<SEG>
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
.	SENT	.
Ils	PRO:PER	il
interlocuteur	NOM	interlocuteur
<EOS>	<EOS>	<EOS>
valent	VER:pres	valoir
premier	NUM	premier
!	SENT	!
--	PUN	--
<SEG>
»	PUN:cit	»
troisième	NUM	troisième
répliqua	VER:simp	répliquer
réponse	NOM	réponse
indiquait	VER:impf	indiquer
un	DET:ART	un
<EOS>	<EOS>	<EOS>
Et	KON	et
.	SENT	.
cette	PRO:DEM	ce
<SEG>
alors	ADV	alors
combien	ADV	combien
lutte	NOM	lutte
la	DET:ART	le
sa	DET:POS	son
terrible	ADJ	terrible
période	NOM	période
dans	PRP	dans
plus	ADV	plus
,	PUN	,
<SEG>
extrême	ADJ	extrême
ces	PRO:DEM	ce
intéressait	VER:impf	intéresser
de	PRP	de
que	ADV	que
indigènes	NOM	indigène
légèrement	ADV	légèrement
n'	ADV	ne
l'	DET:ART	le
,	PUN	,
<SEG>
Maniotes	NOM	maniotes
des	PRP:det	du
qui	PRO:REL	qui
,	PUN	,
du	PRP:det	du
Péloponnèse	NOM	péloponnèse
,	PUN	,
bien	ADV	bien
Nord	NOM	nord
différents	ADJ	différent
<SEG>
brillamment	ADV	brillamment
.	SENT	.
guerre	NOM	guerre
dans	PRP	dans
l'	DET:ART	le
de	PRP	de
marquèrent	VER:simp	marquer
Indépendance	NOM	indépendance
si	ADV	si
la	DET:ART	le
<SEG>
Mais	KON	mais
caloyer	NOM	caloyer
ni	KON	ni
répliquer	VER:infi	répliquer
ne	ADV	ne
à	PRP	à
le	DET:ART	le
pouvait	VER:impf	pouvoir
<EOS>	<EOS>	<EOS>
gros	ADJ	gros
<SEG>
l'	DET:ART	le
un	NOM	un
s'	PRO:PER	se
.	SENT	.
ni	KON	ni
à	PRP	à
l'	DET:ART	le
Il	PRO:PER	il
autre	ADJ	autre
<EOS>	<EOS>	<EOS>
<SEG>
les	DET:ART	le
la	DET:ART	le
était	VER:impf	être
rampes	NOM	rampe
de	PRP	de
descendre	VER:infi	descendre
essoufflé	VER:pper	essouffler
à	PRP	à
falaise	NOM	falaise
rapides	ADJ	rapide
<SEG>
.	SENT	.
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
asthmatique	NOM	asthmatique
poitrine	NOM	poitrine
d'	PRP	de
.	SENT	.
Sa	DET:POS	son
haletait	VER:impf	haleter
<SEG>
parler	VER:infi	parler
il	PRO:PER	il
,	PUN	,
voulait	VER:impf	vouloir
.	SENT	.
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
parvenait	VER:impf	parvenir
pas	ADV	pas
n'	ADV	ne
<SEG>
l'	DET:ART	le
de	PRP	de
en	PRP	en
ancêtres	NOM	ancêtre
Au	PRP:det	au
Hellade	NAM	hellade
moins	ADV	moins
,	PUN	,
un	NOM	un
ses	DET:POS	son
<SEG>
mort	NOM	mort
tomber	VER:infi	tomber
soldat	NOM	soldat
Marathon	NAM	marathon
de	PRP	de
le	DET:ART	le
de	PRP	de
avant	PRP	avant
,	PUN	,
,	PUN	,
<SEG>
avait-il	NOM	avait-il
Miltiade	NAM	miltiade
.	SENT	.
prononcer	VER:infi	prononcer
pu	VER:pper	pouvoir
la	DET:ART	le
victoire	NOM	victoire
