Lotus	NAM	lotus
passent	VER:pres	passer
mais	KON	mais
soins	NOM	soin
,	PUN	,
les	DET:ART	le
qui	PRO:REL	qui
et	KON	et
les	DET:ART	le
<SEG>
Ils	PRO:PER	il
indispensables	NOM	indispensable
les	DET:ART	le
siècle	NOM	siècle
.	SENT	.
idées	NOM	idée
du	PRP:det	du
<EOS>	<EOS>	<EOS>
pour	PRP	pour
selon	PRP	selon
<SEG>
nos	DET:POS	notre
les	DET:ART	le
âmes	NOM	âme
maladies	NOM	maladie
nos	DET:POS	notre
estimaient	VER:impf	estimer
que	KON	que
assainissent	VER:pres	assainir
de	PRP	de
membres	NOM	membre
<SEG>
ne	ADV	ne
que	KON	que
glorieuses	ADJ	glorieux
de	PRP	de
la	DET:ART	le
chair	NOM	chair
plus	ADV	plus
saurait	VER:cond	savoir
recevoir	VER:infi	recevoir
et	KON	et
<SEG>
<EOS>	<EOS>	<EOS>
que	KON	que
et	KON	et
.	SENT	.
plaies	NOM	plaie
ulcères	NOM	ulcère
les	DET:ART	le
Ainsi	KON	ainsi
les	DET:ART	le
parures	NOM	parure
<SEG>
parole	NOM	parole
prophètes	NOM	prophète
:	PUN	:
la	DET:ART	le
des	PRP:det	du
s'	PRO:PER	se
avaient	VER:impf	avoir
accomplissait	VER:impf	accomplir
dit	VER:pper	dire
qui	PRO:REL	qui
<SEG>
se	PRO:PER	se
de	PRP	de
désert	NOM	désert
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
couvrira	VER:futu	couvrir
»	PUN:cit	»
«	PUN:cit	«
fleurs	NOM	fleur
.	SENT	.
<SEG>
de	PRP	de
,	PUN	,
Parmi	VER:pper	parmi
cette	PRO:DEM	ce
uns	NOM	un
hôtes	NOM	hôte
sainte	ADJ	saint
Thébaïde	NAM	thébaïde
les	DET:ART	le
les	DET:ART	le
<SEG>
jours	NOM	jour
leurs	DET:POS	leur
la	DET:ART	le
l'	DET:ART	le
ascétisme	NOM	ascétisme
,	PUN	,
contemplation	NOM	contemplation
consumaient	VER:impf	consumer
dans	PRP	dans
et	KON	et
<SEG>
les	DET:ART	le
en	PRP	en
leur	DET:POS	leur
fibres	NOM	fibre
des	PRP:det	du
les	DET:ART	le
autres	ADJ	autre
tressant	VER:ppre	tresser
gagnaient	VER:impf	gagner
subsistance	NOM	subsistance
<SEG>
pour	PRP	pour
louaient	VER:impf	louer
ou	KON	ou
voisins	ADJ	voisin
aux	PRP:det	au
,	PUN	,
palmes	NOM	palme
se	PRO:PER	se
le	DET:ART	le
cultivateurs	NOM	cultivateur
<SEG>
de	PRP	de
moisson	NOM	moisson
.	SENT	.
soupçonnaient	VER:impf	soupçonner
gentils	NOM	gentil
temps	NOM	temps
la	DET:ART	le
en	PRO:PER	en
Les	DET:ART	le
<EOS>	<EOS>	<EOS>
<SEG>
de	PRP	de
vivre	VER:infi	vivre
se	PRO:PER	se
brigandage	NOM	brigandage
de	PRP	de
joindre	VER:infi	joindre
quelques-uns	PRO:IND	quelques-uns
de	PRP	de
et	KON	et
faussement	ADV	faussement
<SEG>
Arabes	NOM	arabe
caravanes	NOM	caravane
Mais	KON	mais
qui	PRO:REL	qui
aux	PRP:det	au
.	SENT	.
les	DET:ART	le
<EOS>	<EOS>	<EOS>
pillaient	VER:impf	piller
nomades	ADJ	nomade
<SEG>
ces	PRO:DEM	ce
et	KON	et
la	DET:ART	le
moines	NOM	moine
méprisaient	VER:impf	mépriser
vérité	NOM	vérité
les	DET:ART	le
richesses	NOM	richesse
l'	DET:ART	le
à	PRP	à
<SEG>
au	PRP:det	au
.	SENT	.
leurs	DET:POS	leur
vertus	NOM	vertu
<EOS>	<EOS>	<EOS>
de	PRP	de
montait	VER:impf	monter
jusqu'	PRP	jusque
odeur	NOM	odeur
ciel	NOM	ciel
<SEG>
à	PRP	à
de	PRP	de
anges	NOM	ange
Des	PRP:det	du
semblables	ADJ	semblable
un	DET:ART	un
jeunes	ADJ	jeune
venaient	VER:impf	venir
hommes	NOM	homme
,	PUN	,
<SEG>
,	PUN	,
commodes	NOM	commode
,	PUN	,
à	PRP	à
la	DET:ART	le
voyageurs	ADJ	voyageur
bâton	NOM	bâton
main	NOM	main
visiter	VER:infi	visiter
les	DET:ART	le
<SEG>
tandis	KON	tandis
,	PUN	,
des	PRP:det	du
ayant	VER:ppre	avoir
que	KON	que
pris	VER:pper	prendre
démons	NOM	démon
des	PRP:det	du
ermitages	NOM	ermitage
,	PUN	,
<SEG>
autour	ADV	autour
erraient	VER:impf	errer
figures	NOM	figure
des	PRP:det	du
animaux	NOM	animal
d'	PRP	de
d'	PRP	de
,	PUN	,
Éthiopiens	NAM	éthiopiens
ou	KON	ou
<SEG>
en	PRP	en
induire	VER:infi	induire
.	SENT	.
<EOS>	<EOS>	<EOS>
les	PRO:PER	la|le
de	PRP	de
afin	KON	afin
tentation	NOM	tentation
solitaires	NOM	solitaire
,	PUN	,
<SEG>
,	PUN	,
Quand	KON	quand
remplir	VER:infi	remplir
matin	NOM	matin
allaient	VER:impf	aller
le	DET:ART	le
,	PUN	,
leur	DET:POS	leur
moines	NOM	moine
les	DET:ART	le
<SEG>
ils	PRO:PER	il
voyaient	VER:impf	voir
,	PUN	,
des	PRP:det	du
pas	NOM	pas
fontaine	NOM	fontaine
à	PRP	à
cruche	NOM	cruche
de	PRP	de
la	DET:ART	le
<SEG>
et	KON	et
Satyres	NAM	satyres
.	SENT	.
le	DET:ART	le
imprimés	VER:pper	imprimer
dans	PRP	dans
sable	NOM	sable
de	PRP	de
Centaures	NOM	centaure
<EOS>	<EOS>	<EOS>
<SEG>
,	PUN	,
sous	PRP	sous
la	DET:ART	le
aspect	NOM	aspect
Thébaïde	NAM	thébaïde
spirituel	ADJ	spirituel
et	KON	et
Considérée	VER:pper	considérer
véritable	ADJ	véritable
son	DET:POS	son
<SEG>
de	PRP	de
livraient	VER:impf	livrer
à	PRP	à
bataille	NOM	bataille
où	PRO:REL	où
toute	PRO:IND	tout
était	VER:impf	être
se	PRO:PER	se
un	DET:ART	un
champ	NOM	champ
<SEG>
les	DET:ART	le
heure	NOM	heure
merveilleux	ADJ	merveilleux
la	DET:ART	le
et	KON	et
,	PUN	,
,	PUN	,
nuit	NOM	nuit
combats	NOM	combat
spécialement	ADV	spécialement
<SEG>
enfer	NOM	enfer
l'	DET:ART	le
ascètes	NOM	ascète
du	PRP:det	du
ciel	NOM	ciel
de	PRP	de
Les	DET:ART	le
et	KON	et
<EOS>	<EOS>	<EOS>
.	SENT	.
<SEG>
de	PRP	de
par	PRP	par
assaillis	VER:simp	assaillir
furieusement	ADV	furieusement
des	PRP:det	du
damnés	VER:pper	damner
se	PRO:PER	se
,	PUN	,
légions	NOM	légion
,	PUN	,
<SEG>
Dieu	NOM	dieu
,	PUN	,
défendaient	VER:impf	défendre
avec	PRP	avec
anges	NOM	ange
et	KON	et
aide	NOM	aide
l'	DET:ART	le
des	PRP:det	du
de	PRP	de
<SEG>
,	PUN	,
moyen	NOM	moyen
de	PRP	de
la	DET:ART	le
pénitence	NOM	pénitence
des	PRP:det	du
jeûne	NOM	jeûne
et	KON	et
du	PRP:det	du
au	PRP:det	au
<SEG>
.	SENT	.
l'	DET:ART	le
macérations	NOM	macération
aiguillon	NOM	aiguillon
charnels	ADJ	charnel
,	PUN	,
désirs	NOM	désir
<EOS>	<EOS>	<EOS>
des	PRP:det	du
Parfois	ADV	parfois
<SEG>
qu'	KON	que
de	PRP	de
déchirait	VER:impf	déchirer
ils	PRO:PER	il
en	PRO:PER	en
si	ADV	si
cruellement	ADV	cruellement
douleur	NOM	douleur
hurlaient	VER:impf	hurler
les	PRO:PER	la|le
<SEG>
sous	PRP	sous
le	DET:ART	le
et	KON	et
répondaient	VER:impf	répondre
lamentations	NOM	lamentation
,	PUN	,
plein	ADJ	plein
que	KON	que
leurs	DET:POS	leur
ciel	NOM	ciel
<SEG>
<EOS>	<EOS>	<EOS>
hyènes	NOM	hyène
d'	PRP	de
miaulements	NOM	miaulement
affamées	ADJ	affamé
des	PRP:det	du
,	PUN	,
.	SENT	.
étoiles	NOM	étoile
aux	PRP:det	au
<SEG>
C'	PRO:DEM	ce
alors	ADV	alors
à	PRP	à
eux	PRO:PER	eux
les	DET:ART	le
est	VER:pres	être
démons	NOM	démon
présentaient	VER:impf	présenter
se	PRO:PER	se
que	KON	que
<SEG>
des	PRP:det	du
.	SENT	.
sous	PRP	sous
ravissantes	ADJ	ravissant
si	KON	si
démons	NOM	démon
Car	KON	car
<EOS>	<EOS>	<EOS>
formes	NOM	forme
les	DET:ART	le
<SEG>
en	PRP	en
laids	ADJ	laid
réalité	NOM	réalité
revêtent	VER:pres	revêtir
ils	PRO:PER	il
se	PRO:PER	se
parfois	ADV	parfois
sont	VER:pres	être
d'	PRP	de
,	PUN	,
<SEG>
de	PRP	de
intime	ADJ	intime
qui	PRO:REL	qui
beauté	NOM	beauté
une	DET:ART	un
discerner	VER:infi	discerner
leur	DET:POS	leur
apparente	ADJ	apparent
nature	NOM	nature
empêche	VER:pres	empêcher
<SEG>
Les	DET:ART	le
Thébaïde	NAM	thébaïde
de	PRP	de
ascètes	NOM	ascète
la	DET:ART	le
épouvante	NOM	épouvante
.	SENT	.
virent	VER:pres	virer
avec	PRP	avec
<EOS>	<EOS>	<EOS>
<SEG>
inconnues	ADJ	inconnu
leur	DET:POS	leur
du	PRP:det	du
cellule	NOM	cellule
images	NOM	image
dans	PRP	dans
,	PUN	,
,	PUN	,
plaisir	NOM	plaisir
des	PRP:det	du
<SEG>
siècle	NOM	siècle
aux	PRP:det	au
,	PUN	,
comme	ADV	comme
voluptueux	ADJ	voluptueux
<EOS>	<EOS>	<EOS>
même	ADJ	même
Mais	KON	mais
du	PRP:det	du
.	SENT	.
<SEG>
eux	PRO:PER	eux
ils	PRO:PER	il
la	DET:ART	le
était	VER:impf	être
le	DET:ART	le
de	PRP	de
,	PUN	,
sur	PRP	sur
croix	NOM	croix
signe	NOM	signe
<SEG>
esprits	NOM	esprit
succombaient	VER:impf	succomber
ne	ADV	ne
à	PRP	à
les	DET:ART	le
tentation	NOM	tentation
la	DET:ART	le
et	KON	et
pas	ADV	pas
,	PUN	,
<SEG>
immondes	ADJ	immonde
éloignaient	VER:impf	éloigner
,	PUN	,
dès	PRP	dès
,	PUN	,
véritable	ADJ	véritable
s'	PRO:PER	se
leur	DET:POS	leur
reprenant	VER:ppre	reprendre
figure	NOM	figure
<SEG>
de	PRP	de
.	SENT	.
aurore	NOM	aurore
et	KON	et
rage	NOM	rage
de	PRP	de
honte	NOM	honte
l'	DET:ART	le
,	PUN	,
pleins	ADJ	plein
<SEG>
l'	DET:ART	le
pas	ADV	pas
rare	ADJ	rare
n'	ADV	ne
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
aube	NOM	aube
était	VER:impf	être
,	PUN	,
à	PRP	à
<SEG>
rencontrer	VER:infi	rencontrer
un	NUM	un
enfuyant	VER:ppre	enfuir
de	PRP	de
,	PUN	,
s'	PRO:PER	se
-là	ADV	là
ceux	PRO:DEM	celui
tout	ADV	tout
de	PRP	de
<SEG>
ceux	PRO:DEM	celui
à	PRP	à
répondant	VER:ppre	répondre
l'	PRO:PER	la|le
interrogeaient	VER:impf	interroger
en	PRP	en
et	KON	et
larmes	NOM	larme
qui	PRO:REL	qui
,	PUN	,
<SEG>
parce	KON	parce
,	PUN	,
et	KON	et
je	PRO:PER	je
:	PUN	:
Je	PRO:PER	je
«	PUN:cit	«
gémis	VER:pres	gémir
pleure	VER:pres	pleurer
qu'	KON	que
<SEG>
qui	PRO:REL	qui
battu	VER:pper	battre
un	DET:ART	un
avec	PRP	avec
a	VER:pres	avoir
m'	PRO:PER	me
ici	ADV	ici
des	PRP:det	du
habitent	VER:pres	habiter
chrétiens	NOM	chrétien
<SEG>
»	PUN:cit	»
des	PRP:det	du
et	KON	et
<EOS>	<EOS>	<EOS>
verges	NOM	verge
.	SENT	.
anciens	NOM	ancien
chassé	VER:pper	chasser
ignominieusement	ADV	ignominieusement
Les	DET:ART	le
<SEG>
sur	PRP	sur
les	DET:ART	le
étendaient	VER:impf	étendre
du	PRP:det	du
pécheurs	NOM	pécheur
désert	NOM	désert
puissance	NOM	puissance
leur	DET:POS	leur
sur	PRP	sur
et	KON	et
<SEG>
Leur	DET:POS	leur
.	SENT	.
bonté	NOM	bonté
<EOS>	<EOS>	<EOS>
.	SENT	.
les	DET:ART	le
parfois	ADV	parfois
impies	NOM	impie
terrible	ADJ	terrible
était	VER:impf	être
<SEG>
apôtres	NOM	apôtre
tenaient	VER:impf	tenir
<EOS>	<EOS>	<EOS>
Ils	PRO:PER	il
pouvoir	NOM	pouvoir
des	PRP:det	du
le	DET:ART	le
de	PRP	de
punir	VER:infi	punir
les	DET:ART	le
<SEG>
Dieu	NOM	dieu
rien	ADV	rien
pouvait	VER:impf	pouvoir
,	PUN	,
vrai	ADJ	vrai
et	KON	et
offenses	NOM	offense
faites	VER:pres	faire
ne	ADV	ne
au	PRP:det	au
<SEG>
qu'	PRO:REL	que
condamnés	VER:pper	condamner
ceux	PRO:DEM	celui
on	PRO:PER	on
avaient	VER:impf	avoir
sauver	VER:infi	sauver
.	SENT	.
L'	PRO:PER	la|le
ils	PRO:PER	il
<EOS>	<EOS>	<EOS>
<SEG>
dans	PRP	dans
les	DET:ART	le
contait	VER:impf	conter
avec	PRP	avec
villes	NOM	ville
le	DET:ART	le
épouvante	NOM	épouvante
jusque	PRP	jusque
et	KON	et
dans	PRP	dans
<SEG>
terre	NOM	terre
que	KON	que
entr'ouvrait	VER:impf	entr'ouvrir
la	DET:ART	le
d'	PRP	de
peuple	NOM	peuple
pour	PRP	pour
s'	PRO:PER	se
Alexandrie	NAM	alexandrie
engloutir	VER:infi	engloutir
<SEG>
méchants	NOM	méchant
.	SENT	.
qu'	PRO:REL	que
ils	PRO:PER	il
les	DET:ART	le
leur	DET:POS	leur
<EOS>	<EOS>	<EOS>
bâton	NOM	bâton
de	PRP	de
frappaient	VER:impf	frapper
<SEG>
mauvaise	ADJ	mauvais
des	PRP:det	du
-ils	PRO:PER	il
vie	NOM	vie
de	PRP	de
étaient	VER:impf	être
Aussi	ADV	aussi
redoutés	VER:pper	redouter
gens	NOM	gens
très	ADV	très
<SEG>
et	KON	et
des	PRP:det	du
mimes	NOM	mime
prêtres	NOM	prêtre
des	PRP:det	du
baladins	NOM	baladin
des	PRP:det	du
,	PUN	,
,	PUN	,
particulièrement	ADV	particulièrement
<SEG>
mariés	VER:pper	marier
.	SENT	.
était	VER:impf	être
et	KON	et
courtisanes	NOM	courtisane
vertu	NOM	vertu
Telle	PRO:DEM	tel
la	DET:ART	le
des	PRP:det	du
<EOS>	<EOS>	<EOS>
<SEG>
soumettait	VER:impf	soumettre
,	PUN	,
pouvoir	NOM	pouvoir
de	PRP	de
ces	PRO:DEM	ce
qu'	PRO:REL	que
religieux	NOM	religieux
à	PRP	à
elle	PRO:PER	elle
son	DET:POS	son
<SEG>
était	VER:impf	être
jusqu'	PRP	jusque
solitaire	NOM	solitaire
Lorsqu'	KON	lorsque
<EOS>	<EOS>	<EOS>
féroces	ADJ	féroce
.	SENT	.
bêtes	NOM	bête
un	DET:ART	un
aux	PRP:det	au
<SEG>
lui	PRO:PER	lui
mourir	VER:infi	mourir
près	ADV	près
creuser	VER:infi	creuser
lion	NOM	lion
de	PRP	de
un	DET:ART	un
une	DET:ART	un
venait	VER:impf	venir
,	PUN	,
<SEG>
homme	NOM	homme
ongles	NOM	ongle
saint	ADJ	saint
fosse	NOM	fosse
avec	PRP	avec
.	SENT	.
,	PUN	,
ses	DET:POS	son
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
<SEG>
,	PUN	,
l'	PRO:PER	la|le
connaissant	VER:ppre	connaître
lui	PRO:PER	lui
appelait	VER:impf	appeler
là	ADV	là
par	PRP	par
Dieu	NOM	dieu
que	KON	que
à	PRP	à
<SEG>
baiser	VER:infi	baiser
frères	NOM	frère
à	PRP	à
tous	PRO:IND	tout
ses	DET:POS	son
s'	PRO:PER	se
en	PRO:PER	en
allait	VER:impf	aller
la	DET:ART	le
joue	NOM	joue
<SEG>
pour	PRP	pour
allégresse	NOM	allégresse
Puis	ADV	puis
<EOS>	<EOS>	<EOS>
.	SENT	.
couchait	VER:impf	coucher
se	PRO:PER	se
il	PRO:PER	il
,	PUN	,
avec	PRP	avec
<SEG>
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
endormir	VER:infi	endormir
.	SENT	.
Or	NOM	or
Seigneur	NAM	seigneur
le	DET:ART	le
depuis	PRP	depuis
,	PUN	,
dans	PRP	dans
<SEG>
âgé	ADJ	âgé
ans	NOM	an
qu'	KON	que
Antoine	NAM	antoine
,	PUN	,
de	PRP	de
,	PUN	,
plus	ADV	plus
cent	NUM	cent
de	PRP	de
<SEG>
ses	DET:POS	son
mont	NOM	mont
s'	PRO:PER	se
le	DET:ART	le
retiré	VER:pper	retirer
avec	PRP	avec
Colzin	NAM	colzin
disciples	NOM	disciple
était	VER:impf	être
sur	PRP	sur
<SEG>
,	PUN	,
n'	ADV	ne
y	PRO:PER	y
il	PRO:PER	il
et	KON	et
,	PUN	,
bien-aimés	ADJ	bien-aimé
Amathas	NAM	amathas
Macaire	NAM	macaire
avait	VER:impf	avoir
<SEG>
en	PRP	en
pas	ADV	pas
de	PRP	de
dans	PRP	dans
toute	PRO:IND	tout
la	DET:ART	le
abondant	ADJ	abondant
moine	NOM	moine
plus	ADV	plus
Thébaïde	NAM	thébaïde
<SEG>
d'	PRP	de
À	PRP	à
Paphnuce	NAM	paphnuce
<EOS>	<EOS>	<EOS>
que	KON	que
Antinoé	NAM	antinoé
,	PUN	,
.	SENT	.
œuvres	NOM	œuvre
abbé	NOM	abbé
<SEG>
vrai	ADJ	vrai
Sérapion	NAM	sérapion
dire	NOM	dire
plus	ADV	plus
,	PUN	,
commandaient	VER:impf	commander
Ephrem	NAM	ephrem
et	KON	et
un	DET:ART	un
à	PRP	à
<SEG>
excellaient	VER:impf	exceller
de	PRP	de
conduite	NOM	conduite
moines	NOM	moine
et	KON	et
la	DET:ART	le
nombre	NOM	nombre
spirituelle	ADJ	spirituel
dans	PRP	dans
grand	ADJ	grand
<SEG>
monastères	NOM	monastère
<EOS>	<EOS>	<EOS>
observait	VER:impf	observer
de	PRP	de
Mais	KON	mais
Paphnuce	NAM	paphnuce
leurs	DET:POS	leur
temporelle	ADJ	temporel
et	KON	et
.	SENT	.
<SEG>
trois	NUM	trois
rigoureux	ADJ	rigoureux
jeûnes	NOM	jeûne
les	DET:ART	le
parfois	ADV	parfois
plus	ADV	plus
les	DET:ART	le
et	KON	et
demeurait	VER:impf	demeurer
jours	NOM	jour
<SEG>
portait	VER:impf	porter
sans	PRP	sans
<EOS>	<EOS>	<EOS>
.	SENT	.
nourriture	NOM	nourriture
entiers	ADJ	entier
Il	PRO:PER	il
un	DET:ART	un
prendre	VER:infi	prendre
de	PRP	de
<SEG>
poil	NOM	poil
très	ADV	très
,	PUN	,
d'	PRP	de
matin	NOM	matin
se	PRO:PER	se
cilice	NOM	cilice
rude	ADJ	rude
flagellait	VER:impf	flageller
un	DET:ART	un
<SEG>
et	KON	et
soir	NOM	soir
prosterné	VER:pper	prosterner
et	KON	et
souvent	ADV	souvent
contre	PRP	contre
se	PRO:PER	se
front	NOM	front
le	DET:ART	le
tenait	VER:impf	tenir
<SEG>
<EOS>	<EOS>	<EOS>
disciples	NOM	disciple
leurs	DET:POS	leur
,	PUN	,
vingt-quatre	NUM	vingt-quatre
.	SENT	.
terre	NOM	terre
Ses	DET:POS	son
ayant	VER:ppre	avoir
construit	VER:pper	construire
<SEG>
imitaient	VER:impf	imiter
la	PRO:PER	la
.	SENT	.
austérités	NOM	austérité
cabanes	NOM	cabane
<EOS>	<EOS>	<EOS>
proche	ADJ	proche
,	PUN	,
sienne	PRO:POS	sien
ses	DET:POS	son
<SEG>
exhortait	VER:impf	exhorter
Il	PRO:PER	il
les	PRO:PER	la|le
en	PRP	en
chèrement	ADV	chèrement
Jésus-Christ	NAM	jésus-christ
et	KON	et
aimait	VER:impf	aimer
les	PRO:PER	la|le
sans	PRP	sans
<SEG>
de	PRP	de
la	DET:ART	le
<EOS>	<EOS>	<EOS>
cesse	NOM	cesse
pénitence	NOM	pénitence
ses	DET:POS	son
.	SENT	.
nombre	NOM	nombre
à	PRP	à
Au	PRP:det	au
<SEG>
trouvaient	VER:impf	trouver
spirituels	ADJ	spirituel
fils	NOM	fil|fils
se	PRO:PER	se
des	PRP:det	du
hommes	NOM	homme
s'	PRO:PER	se
,	PUN	,
qui	PRO:REL	qui
après	PRP	après
<SEG>
longues	ADJ	longue
brigandage	NOM	brigandage
années	NOM	année
livrés	VER:pper	livrer
,	PUN	,
avaient	VER:impf	avoir
au	PRP:det	au
pendant	VER:ppre	pendre
de	PRP	de
être	VER:infi	être
<SEG>
abbé	NOM	abbé
au	PRP:det	au
les	DET:ART	le
été	VER:pper	être
touchés	VER:pper	toucher
du	PRP:det	du
exhortations	NOM	exhortation
saint	ADJ	saint
point	NOM	point
par	PRP	par
<SEG>
de	PRP	de
pureté	NOM	pureté
état	NOM	état
monastique	ADJ	monastique
l'	DET:ART	le
.	SENT	.
La	DET:ART	le
<EOS>	<EOS>	<EOS>
d'	PRP	de
embrasser	VER:infi	embrasser
<SEG>
leurs	DET:POS	leur
distinguait	VER:impf	distinguer
compagnons	NOM	compagnon
