trente	NUM	trente
aujourd'hui	ADV	aujourd'hui
,	PUN	,
<EOS>	<EOS>	<EOS>
on	PRO:PER	on
voyage	VER:pres	voyager
ne	ADV	ne
plus	ADV	plus
arrive	VER:pres	arriver
<SEG>
point	NOM	point
les	DET:ART	le
qui	PRO:REL	qui
effet	NOM	effet
En	PRP	en
de	PRP	de
pays	NOM	pays
le	DET:ART	le
,	PUN	,
séparent	VER:pres	séparer
<SEG>
,	PUN	,
demeurent	VER:pres	demeurer
arrivée	NOM	arrivé|arrivée
supprimés	VER:pper	supprimer
celui	PRO:DEM	celui
départ	NOM	départ
de	PRP	de
de	PRP	de
,	PUN	,
l'	DET:ART	le
<SEG>
un	DET:ART	un
coin	NOM	coin
,	PUN	,
seulement	ADV	seulement
la	DET:ART	le
voile	NOM	voile
soulevé	VER:pper	soulever
et	KON	et
est	VER:pres	être
du	PRP:det	du
<SEG>
curiosité	NOM	curiosité
tourne	VER:pres	tourner
excitée	VER:pper	exciter
de	PRP	de
vivement	ADV	vivement
plus	ADV	plus
vers	PRP	vers
se	PRO:PER	se
en	PRP	en
plus	ADV	plus
<SEG>
à	PRP	à
contrées	NOM	contrée
lointaines	ADJ	lointain
à	PRP	à
ces	PRO:DEM	ce
travers	NOM	travers
des	PRP:det	du
nuages	NOM	nuage
peine	NOM	peine
entrevues	VER:pper	entrevoir
<SEG>
fumée	NOM	fumée
l'	DET:ART	le
À	PRP	à
<EOS>	<EOS>	<EOS>
de	PRP	de
.	SENT	.
et	KON	et
vapeur	NOM	vapeur
époque	NOM	époque
de	PRP	de
<SEG>
a	VER:pres	avoir
M	VER:subi	m
.	SENT	.
Aimard	NAM	aimard
,	PUN	,
ses	DET:POS	son
la	DET:ART	le
où	PRO:REL	où
entrepris	VER:pper	entreprendre
voyages	NOM	voyage
<SEG>
les	DET:ART	le
dans	PRP	dans
et	KON	et
était	VER:impf	être
encore	ADV	encore
enfance	NOM	enfance
n'	ADV	ne
l'	DET:ART	le
que	KON	que
vapeur	NOM	vapeur
<SEG>
chemins	NOM	chemin
pas	ADV	pas
par	PRP	par
fer	NOM	fer
n'	ADV	ne
<EOS>	<EOS>	<EOS>
.	SENT	.
de	PRP	de
existaient	VER:impf	exister
Tourmenté	VER:pper	tourmenter
<SEG>
inquiétude	NOM	inquiétude
même	ADV	même
dont	PRO:REL	dont
à	PRP	à
cherchait	VER:impf	chercher
fiévreuse	ADJ	fiévreux
pas	ADV	pas
il	PRO:PER	il
ne	ADV	ne
une	DET:ART	un
<SEG>
,	PUN	,
souffrir	VER:infi	souffrir
frein	NOM	frein
pouvant	VER:ppre	pouvoir
rendre	VER:infi	rendre
aucun	PRO:IND	aucun
compte	NOM	compte
se	PRO:PER	se
et	KON	et
ne	ADV	ne
<SEG>
civilisé	VER:pper	civiliser
à	PRP	à
jouissances	NOM	jouissance
monde	NOM	monde
qu'	KON	que
des	PRP:det	du
loin	ADV	loin
aspirant	VER:ppre	aspirer
du	PRP:det	du
suprêmes	ADJ	suprême
<SEG>
comprendre	VER:infi	comprendre
.	SENT	.
M	VER:pper	m
Aimard	NAM	aimard
pas	ADV	pas
,	PUN	,
partit	VER:simp	partir
voulait	VER:impf	vouloir
il	PRO:PER	il
ne	ADV	ne
<SEG>
l'	DET:ART	le
intention	NOM	intention
<EOS>	<EOS>	<EOS>
.	SENT	.
avec	PRP	avec
Libre	ADJ	libre
ne	ADV	ne
revenir	VER:infi	revenir
de	PRP	de
plus	ADV	plus
<SEG>
toute	PRO:IND	tout
,	PUN	,
,	PUN	,
ne	ADV	ne
de	PRP	de
lien	NOM	lien
affection	NOM	affection
de	PRP	de
tout	PRO:IND	tout
laissant	VER:ppre	laisser
<SEG>
jeune	ADJ	jeune
le	DET:ART	le
derrière	PRP	derrière
ni	KON	ni
amitiés	NOM	amitié
lui	PRO:PER	lui
ni	KON	ni
aventurier	NOM	aventurier
,	PUN	,
haines	NOM	haine
<SEG>
la	DET:ART	le
pour	PRP	pour
possibles	ADJ	possible
conditions	NOM	condition
les	DET:ART	le
vie	NOM	vie
était	VER:impf	être
meilleures	ADJ	meilleur
dans	PRP	dans
mener	VER:infi	mener
<SEG>
qui	PRO:REL	qui
Aussi	ADV	aussi
.	SENT	.
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
étrange	ADJ	étrange
,	PUN	,
commencer	VER:infi	commencer
allait	VER:impf	aller
pour	PRP	pour
<SEG>
Amérique	NAM	amérique
et	KON	et
il	PRO:PER	il
quel	PRO:REL	quel
le	DET:ART	le
posa	VER:simp	poser
avec	PRP	avec
bonheur	NOM	bonheur
en	PRP	en
pied	NOM	pied
<SEG>
les	DET:ART	le
à	PRP	à
les	DET:ART	le
élança	VER:simp	élancer
prairies	NOM	prairie
travers	NOM	travers
s'	PRO:PER	se
il	PRO:PER	il
Pampas	NOM	pampa
et	KON	et
<SEG>
Vingt	NUM	vingt
ainsi	ADV	ainsi
se	PRO:PER	se
!	SENT	!
sa	DET:POS	son
années	NOM	année
<EOS>	<EOS>	<EOS>
sont	VER:pres	être
vie	NOM	vie
de	PRP	de
<SEG>
milieu	NOM	milieu
écoulées	VER:pper	écouler
et	KON	et
des	PRP:det	du
indomptées	ADJ	indompté
errantes	ADJ	errant
au	PRP:det	au
tribus	NOM	tribu
deux	NUM	deux
des	PRP:det	du
<SEG>
d'	PRP	de
leur	DET:POS	leur
distances	NOM	distance
,	PUN	,
Amériques	NOM	amériques
franchissant	VER:ppre	franchir
à	PRP	à
suite	NOM	suite
;	PUN	;
incommensurables	ADJ	incommensurable
<SEG>
sondant	VER:ppre	sonder
pêchant	VER:ppre	pêcher
Indiens	NOM	indien
chassant	VER:ppre	chasser
avec	PRP	avec
et	KON	et
les	DET:ART	le
combattant	VER:ppre	combattre
,	PUN	,
;	PUN	;
<SEG>
dans	PRP	dans
profondeurs	NOM	profondeur
désert	NOM	désert
mystérieuses	ADJ	mystérieux
le	DET:ART	le
plus	ADV	plus
les	DET:ART	le
gravissant	VER:ppre	gravir
;	PUN	;
ses	DET:POS	son
<SEG>
ou	KON	ou
,	PUN	,
des	PRP:det	du
Cordillères	NAM	cordillères
la	DET:ART	le
escarpées	ADJ	escarpé
plus	ADV	plus
les	DET:ART	le
,	PUN	,
cimes	NOM	cime
<SEG>
frayant	VER:ppre	frayer|frayer
se	PRO:PER	se
la	DET:ART	le
un	DET:ART	un
,	PUN	,
main	NOM	main
hache	NOM	hache
chemin	NOM	chemin
à	PRP	à
à	PRP	à
<SEG>
.	SENT	.
Cette	PRO:DEM	ce
les	DET:ART	le
du	PRP:det	du
vie	NOM	vie
forêts	NOM	forêt
travers	NOM	travers
Nouveau-Monde	NAM	nouveau-monde
<EOS>	<EOS>	<EOS>
vierges	ADJ	vierge
<SEG>
,	PUN	,
,	PUN	,
de	PRP	de
si	ADV	si
rude	ADJ	rude
si	ADV	si
fatigue	NOM	fatigue
du	PRP:det	du
pleine	ADJ	plein
désert	NOM	désert
<SEG>
est	VER:pres	être
renouveler	VER:infi	renouveler
l'	DET:ART	le
bien	ADV	bien
,	PUN	,
pour	PRP	pour
;	PUN	;
faite	VER:pper	faire
homme	NOM	homme
les	DET:ART	le
<SEG>
s'	PRO:PER	se
penser	VER:infi	penser
idées	NOM	idée
s'	PRO:PER	se
et	KON	et
habitue	VER:pres	habituer
élargissent	VER:pres	élargir
à	PRP	à
on	PRO:PER	on
,	PUN	,
<SEG>
des	PRP:det	du
.	SENT	.
croire	VER:infi	croire
vous	PRO:PER	vous
La	DET:ART	le
rend	VER:pres	rendre
bois	NOM	bois
<EOS>	<EOS>	<EOS>
vie	NOM	vie
à	PRP	à
<SEG>
la	DET:ART	le
dévouement	NOM	dévouement
comprendre	VER:infi	comprendre
,	PUN	,
mission	NOM	mission
fait	VER:pres	faire
vous	PRO:PER	vous
et	KON	et
de	PRP	de
meilleur	ADJ	meilleur
<SEG>
travail	NOM	travail
imposée	VER:pper	imposer
d'	PRP	de
que	KON	que
de	PRP	de
et	KON	et
abnégation	NOM	abnégation
à	PRP	à
Dieu	NOM	dieu
a	VER:pres	avoir
<SEG>
homme	NOM	homme
la	DET:ART	le
sur	PRP	sur
que	KON	que
Quelle	PRO:REL	quel
terre	NOM	terre
existence	NOM	existence
<EOS>	<EOS>	<EOS>
.	SENT	.
l'	DET:ART	le
<SEG>
du	PRP:det	du
!	SENT	!
autre	ADJ	autre
nomade	NOM	nomade
<EOS>	<EOS>	<EOS>
d'	PRP	de
Ne	ADV	ne
reconnaissant	VER:ppre	reconnaître
maître	NOM	maître
celle	PRO:DEM	celui
<SEG>
que	KON	que
caprice	NOM	caprice
son	DET:POS	son
que	KON	que
,	PUN	,
autre	ADJ	autre
d'	PRP	de
loi	NOM	loi
,	PUN	,
Dieu	NOM	dieu
<SEG>
de	PRP	de
sur	PRP	sur
,	PUN	,
libre	ADJ	libre
sorte	NOM	sorte
d'	PRP	de
entraves	NOM	entrave
toute	PRO:IND	tout
monté	VER:pper	monter
un	DET:ART	un
<SEG>
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
aussi	ADV	aussi
indomptable	ADJ	indomptable
cheval	NOM	cheval
que	KON	que
à	PRP	à
ses	DET:POS	son
pistolets	NOM	pistolet
<SEG>
son	DET:POS	son
botte	NOM	botte
couteau	NOM	couteau
la	DET:ART	le
,	PUN	,
,	PUN	,
sa	DET:POS	son
son	DET:POS	son
dans	PRP	dans
ceinture	NOM	ceinture
<SEG>
devant	NOM	devant
arçons	NOM	arçon
et	KON	et
aux	PRP:det	au
sur	PRP	sur
,	PUN	,
son	DET:POS	son
fusil	NOM	fusil
le	DET:ART	le
lasso	NOM	lasso
<SEG>
,	PUN	,
élance	VER:pres	élancer
en	PRP	en
gaiement	ADV	gaiement
sa	DET:POS	son
avant	NOM	avant
de	PRP	de
il	PRO:PER	il
s'	PRO:PER	se
selle	NOM	selle
<SEG>
il	PRO:PER	il
où	ADV	où
ne	ADV	ne
Il	PRO:PER	il
va	VER:pres	aller
et	KON	et
<EOS>	<EOS>	<EOS>
ne	ADV	ne
.	SENT	.
sait	VER:pres	savoir
<SEG>
se	PRO:PER	se
savoir	NOM	savoir
se	PRO:PER	se
le	DET:ART	le
de	PRP	de
,	PUN	,
même	ADV	même
soucie	VER:pres	soucier
pas	ADV	pas
fiant	VER:ppre	fier
<SEG>
que	KON	que
audace	NOM	audace
son	DET:POS	son
et	KON	et
son	DET:POS	son
à	PRP	à
à	PRP	à
,	PUN	,
convaincu	VER:pper	convaincre
courage	NOM	courage
<SEG>
le	DET:ART	le
Dieu	NOM	dieu
l'	PRO:PER	la|le
pas	ADV	pas
dans	PRP	dans
<EOS>	<EOS>	<EOS>
.	SENT	.
ne	ADV	ne
Rentré	VER:pper	rentrer
abandonnera	VER:futu	abandonner
<SEG>
monde	NOM	monde
pris	VER:pper	prendre
plume	NOM	plume
la	DET:ART	le
civilisé	VER:pper	civiliser
M	VER:pper	m
Aimard	NAM	aimard
,	PUN	,
.	SENT	.
a	VER:pres	avoir
<SEG>
pour	PRP	pour
se	PRO:PER	se
homme	NOM	homme
de	PRP	de
,	PUN	,
faire	VER:infi	faire
lettres	NOM	lettre
mais	KON	mais
,	PUN	,
non	ADV	non
<SEG>
revivre	VER:infi	revivre
passé	NOM	passé
.	SENT	.
pour	PRP	pour
croit	VER:pres	croire
se	PRO:PER	se
avec	PRP	avec
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
son	DET:POS	son
<SEG>
désert	NOM	désert
au	PRP:det	au
encore	ADV	encore
,	PUN	,
courses	NOM	course
raconte	VER:pres	raconter
il	PRO:PER	il
ses	DET:POS	son
lorsqu'	KON	lorsque
aventureuses	ADJ	aventureux
<SEG>
émouvantes	ADJ	émouvant
,	PUN	,
les	DET:ART	le
a	VER:pres	avoir
chasses	NOM	chasse
,	PUN	,
ses	DET:POS	son
il	PRO:PER	il
qu'	PRO:REL	que
périls	NOM	péril
<SEG>
un	DET:ART	un
<EOS>	<EOS>	<EOS>
Trappeurs	NOM	trappeur
les	DET:ART	le
premier	NUM	premier
.	SENT	.
,	PUN	,
Dans	PRP	dans
affrontés	VER:pper	affronter
ouvrage	NOM	ouvrage
<SEG>
n'	ADV	ne
avait	VER:impf	avoir
de	PRP	de
esquissé	VER:pper	esquisser
timidement	ADV	timidement
que	KON	que
,	PUN	,
il	PRO:PER	il
l'	DET:ART	le
Arkansas	NAM	arkansas
<SEG>
quelques-unes	PRO:IND	quelques-uns
les	DET:ART	le
de	PRP	de
dans	PRP	dans
prairies	NOM	prairie
dans	PRP	dans
ses	DET:POS	son
le	DET:ART	le
aventures	NOM	aventure
;	PUN	;
<SEG>
,	PUN	,
Grand	NAM	grand
il	PRO:PER	il
Aucas	NAM	aucas
Chef	NAM	chef
laissé	VER:pper	laisser
malgré	PRP	malgré
des	PRP:det	du
s'	PRO:PER	se
est	VER:pres	être
<SEG>
par	PRP	par
puissant	ADJ	puissant
lui	PRO:PER	lui
le	DET:ART	le
de	PRP	de
emporter	VER:infi	emporter
.	SENT	.
flot	NOM	flot
ses	DET:POS	son
souvenirs	NOM	souvenir
<SEG>
enfant	NOM	enfant
perdu	VER:pper	perdre
,	PUN	,
<EOS>	<EOS>	<EOS>
comment	ADV	comment
Il	PRO:PER	il
a	VER:pres	avoir
lui	PRO:PER	lui
voulu	VER:pper	vouloir
retracer	VER:infi	retracer
<SEG>
tant	ADV	tant
,	PUN	,
si	ADV	si
civilisation	NOM	civilisation
mais	KON	mais
vantée	VER:pper	vanter
cette	PRO:DEM	ce
étroite	ADJ	étroit
européenne	ADJ	européen
de	PRP	de
<SEG>
désert	NOM	désert
s'	PRO:PER	se
peu	ADV	peu
à	PRP	à
peu	ADV	peu
il	PRO:PER	il
transformé	VER:pper	transformer
,	PUN	,
était	VER:impf	être
au	PRP:det	au
<SEG>
des	PRP:det	du
forêts	NOM	forêt
à	PRP	à
comment	ADV	comment
aspect	NOM	aspect
,	PUN	,
et	KON	et
,	PUN	,
vierges	ADJ	vierge
l'	DET:ART	le
<SEG>
sauvages	ADJ	sauvage
contrées	NOM	contrée
ces	PRO:DEM	ce
des	PRP:det	du
de	PRP	de
,	PUN	,
sous	PRP	sous
habitants	NOM	habitant
la	DET:ART	le
conduite	NOM	conduite
<SEG>
était	VER:impf	être
Guillois	NAM	guillois
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
n'	ADV	ne
homme	NOM	homme
Valentin	NAM	valentin
.	SENT	.
enfin	ADV	enfin
devenu	VER:pper	devenir
<SEG>
convention	NOM	convention
c'	PRO:DEM	ce
,	PUN	,
un	DET:ART	un
est	VER:pres	être
est	VER:pres	être
l'	DET:ART	le
héros	NOM	héro|héros
pas	ADV	pas
de	PRP	de
<SEG>
ses	DET:POS	son
ses	DET:POS	son
;	PUN	;
entier	ADJ	entier
tout	ADV	tout
et	KON	et
défauts	NOM	défaut
avec	PRP	avec
auteur	NOM	auteur
qualités	NOM	qualité
<SEG>
l'	DET:ART	le
livre	NOM	livre
ce	PRO:DEM	ce
que	KON	que
n'	ADV	ne
ses	DET:POS	son
sensations	NOM	sensation
est	VER:pres	être
de	PRP	de
histoire	NOM	histoire
<SEG>
M	VER:pper	m
Ses	DET:POS	son
a	VER:pres	avoir
acteurs	NOM	acteur
.	SENT	.
les	PRO:PER	la|le
<EOS>	<EOS>	<EOS>
,	PUN	,
.	SENT	.
Aimard	NAM	aimard
<SEG>
,	PUN	,
joies	NOM	joie
a	VER:pres	avoir
il	PRO:PER	il
leurs	DET:POS	leur
partagé	VER:pper	partager
tous	PRO:IND	tout
leurs	DET:POS	leur
connus	ADJ	connu
et	KON	et
<SEG>
indicible	ADJ	indicible
douleurs	NOM	douleur
rétrospectif	ADJ	rétrospectif
<EOS>	<EOS>	<EOS>
plaisir	NOM	plaisir
un	DET:ART	un
.	SENT	.
éprouve	VER:pres	éprouver
Aujourd'hui	ADV	aujourd'hui
il	PRO:PER	il
<SEG>
,	PUN	,
à	PRP	à
retrouver	VER:infi	retrouver
les	PRO:PER	la|le
se	PRO:PER	se
tels	PRO:DEM	tel
à	PRP	à
eux	PRO:PER	eux
ressusciter	VER:infi	ressusciter
avec	PRP	avec
<SEG>
il	PRO:PER	il
les	PRO:PER	la|le
époque	NOM	époque
a	VER:pres	avoir
vus	VER:pper	voir
il	PRO:PER	il
qu'	PRO:REL	que
l'	DET:ART	le
où	PRO:REL	où
à	PRP	à
<SEG>
qu'	PRO:REL	que
il	PRO:PER	il
.	SENT	.
<EOS>	<EOS>	<EOS>
heureux	ADJ	heureux
était	VER:impf	être
si	ADV	si
était	VER:impf	être
libre	ADJ	libre
parce	KON	parce
<SEG>
titre	NOM	titre
est	VER:pres	être
au	PRP:det	au
applaudis	VER:pres	applaudir
j'	PRO:PER	je
ce	PRO:DEM	ce
que	PRO:REL	que
à	PRP	à
C'	NAM	c'
«	PUN:cit	«
<SEG>
»	PUN:cit	»
M	NOM	m
de	PRP	de
M	VER:pper	m
livre	NOM	livre
.	SENT	.
.	SENT	.
dit	VER:pres	dire
,	PUN	,
Aimard	NAM	aimard
<SEG>
«	PUN:cit	«
dans	PRP	dans
Paul	NAM	paul
sa	DET:POS	son
,	PUN	,
chronique	NOM	chronique
d'	PRP	de
ce	PRO:DEM	ce
qu'	PRO:REL	que
Ivoi	NAM	ivoi
<SEG>
c'	PRO:DEM	ce
est	VER:pres	être
surtout	ADV	surtout
un	DET:ART	un
il	PRO:PER	il
voir	VER:infi	voir
dans	PRP	dans
,	PUN	,
faut	VER:pres	falloir
livre	NOM	livre
<SEG>
l'	DET:ART	le
le	DET:ART	le
sentiment	NOM	sentiment
qui	PRO:REL	qui
,	PUN	,
l'	PRO:PER	la|le
qui	PRO:REL	qui
esprit	NOM	esprit
anime	VER:pres	animer
l'	PRO:PER	la|le
<SEG>
tuent	VER:pres	tuer
un	DET:ART	un
les	DET:ART	le
<EOS>	<EOS>	<EOS>
inspire	VER:pres	inspirer
,	PUN	,
.	SENT	.
lion	NOM	lion
Quand	KON	quand
Arabes	NAM	arabes
<SEG>
leurs	DET:POS	leur
cœur	NOM	cœur
manger	VER:infi	manger
enfants	NOM	enfant
en	PRO:PER	en
font	VER:pres	faire
pour	PRP	pour
le	DET:ART	le
à	PRP	à
ils	PRO:PER	il
<SEG>
les	PRO:PER	la|le
<EOS>	<EOS>	<EOS>
livres	NOM	livre
rendre	VER:infi	rendre
Ces	PRO:DEM	ce
qui	PRO:REL	qui
parlent	VER:pres	parler
.	SENT	.
forts	ADJ	fort
nous	PRO:PER	nous
<SEG>
de	PRP	de
,	PUN	,
de	PRP	de
grand	ADJ	grand
courage	NOM	courage
de	PRP	de
liberté	NOM	liberté
air	NOM	air
,	PUN	,
,	PUN	,
<SEG>
nourriture	NOM	nourriture
de	PRP	de
de	PRP	de
vaillance	NOM	vaillance
saine	ADJ	sain
sont	VER:pres	être
une	DET:ART	un
,	PUN	,
dévouement	NOM	dévouement
,	PUN	,
<SEG>
:	PUN	:
aussi	ADV	aussi
cœur	NOM	cœur
c'	PRO:DEM	ce
lion	NOM	lion
<EOS>	<EOS>	<EOS>
de	PRP	de
.	SENT	.
est	VER:pres	être
du	PRP:det	du
<SEG>
en	PRP	en
mon	DET:POS	mon
--	PUN	--
séjour	NOM	séjour
Pendant	VER:ppre	pendre
I	NUM	i
chaparral	NOM	chaparral
»	PUN:cit	»
dernier	ADJ	dernier
Le	DET:ART	le
<SEG>
plutôt	ADV	plutôt
ou	KON	ou
le	DET:ART	le
ma	DET:POS	mon
bonne	ADJ	bon
hasard	NOM	hasard
,	PUN	,
,	PUN	,
Amérique	NAM	amérique
étoile	NOM	étoile
<SEG>
avec	PRP	avec
un	NOM	un
fit	VER:simp	faire
,	PUN	,
me	PRO:PER	me
de	PRP	de
ces	PRO:DEM	ce
chasseurs	NOM	chasseur
connaissance	NOM	connaissance
lier	VER:infi	lier
<SEG>
des	PRP:det	du
a	VER:pres	avoir
coureurs	NOM	coureur
type	NOM	type
dont	PRO:REL	dont
ou	KON	ou
,	PUN	,
le	DET:ART	le
bois	NOM	bois
,	PUN	,
<SEG>
Cooper	NAM	cooper
immortalisé	VER:pper	immortaliser
poétique	ADJ	poétique
par	PRP	par
de	PRP	de
été	VER:pper	être
dans	PRP	dans
son	DET:POS	son
,	PUN	,
personnage	NOM	personnage
<SEG>
circonstance	NOM	circonstance
étrange	VER:pres	étranger
Bas	NAM	bas
quelle	PRO:REL	quel
<EOS>	<EOS>	<EOS>
de	PRP	de
cuir	NOM	cuir
Voici	ADV	voici
.	SENT	.
dans	PRP	dans
<SEG>
l'	DET:ART	le
Dieu	NOM	dieu
en	PRP	en
de	PRP	de
plaça	VER:simp	placer
,	PUN	,
nous	PRO:PER	nous
un	NOM	un
l'	DET:ART	le
face	NOM	face
<SEG>
Vers	PRP	vers
autre	ADJ	autre
juillet	NOM	juillet
la	DET:ART	le
,	PUN	,
1855	NUM	@card@
:	PUN	:
de	PRP	de
fin	NOM	fin
j'	PRO:PER	je
<SEG>
,	PUN	,
redoutais	VER:impf	redouter
,	PUN	,
fièvres	NOM	fièvre
Galveston	NAM	galveston
les	DET:ART	le
quitté	VER:pper	quitter
avais	VER:impf	avoir
je	PRO:PER	je
dont	PRO:REL	dont
<SEG>
de	PRP	de
mortelles	ADJ	mortel
projet	NOM	projet
,	PUN	,
Européens	NAM	européens
les	DET:ART	le
le	DET:ART	le
pour	PRP	pour
avec	PRP	avec
visiter	VER:infi	visiter
<SEG>
Texas	NAM	texas
partie	NOM	partie
je	PRO:PER	je
du	PRP:det	du
N.-O	NAM	n.-o
que	KON	que
la	DET:ART	le
<EOS>	<EOS>	<EOS>
,	PUN	,
.	SENT	.
<SEG>
Un	DET:ART	un
espagnol	ADJ	espagnol
<EOS>	<EOS>	<EOS>
dit	VER:pres	dire
ne	ADV	ne
pas	ADV	pas
encore	ADV	encore
proverbe	NOM	proverbe
.	SENT	.
connaissais	VER:impf	connaître
<SEG>
part	NOM	part
que	KON	que
vale	ADJ	vale
mas	NOM	mas
solo	NOM	solo
mal	ADV	mal
andar	ADJ	andar
:	PUN	:
quelque	PRO:IND	quelque
acompanado	NOM	acompanado
<SEG>
,	PUN	,
aller	VER:infi	aller
mieux	ADV	mieux
seul	ADJ	seul
que	KON	que
<EOS>	<EOS>	<EOS>
.	SENT	.
vaut	VER:pres	valoir
accompagné	VER:pper	accompagner
mal	ADV	mal
<SEG>
proverbes	NOM	proverbe
Comme	ADV	comme
-ci	ADV	-ci
celui	PRO:DEM	celui
les	DET:ART	le
certain	PRO:IND	certain
tous	PRO:IND	tout
un	DET:ART	un
,	PUN	,
possède	VER:pres	posséder
<SEG>
Amérique	NAM	amérique
l'	DET:ART	le
où	PRO:REL	où
,	PUN	,
de	PRP	de
vérité	NOM	vérité
fond	NOM	fond
,	PUN	,
surtout	ADV	surtout
en	PRP	en
<SEG>
est	VER:pres	être
instant	NOM	instant
rencontrer	VER:infi	rencontrer
des	PRP:det	du
à	PRP	à
on	PRO:PER	on
exposé	VER:pper	exposer
coquins	NOM	coquin
chaque	PRO:IND	chaque
à	PRP	à
<SEG>
,	PUN	,
à	PRP	à
toutes	PRO:IND	tout
couleurs	NOM	couleur
leurs	DET:POS	leur
dehors	NOM	dehors
qui	PRO:REL	qui
grâce	NOM	grâce
les	DET:ART	le
de	PRP	de
<SEG>
confiance	NOM	confiance
captent	VER:pres	capter
votre	DET:POS	votre
vous	PRO:PER	vous
,	PUN	,
séduisants	ADJ	séduisant
charment	VER:pres	charmer
,	PUN	,
et	KON	et
,	PUN	,
<SEG>
sans	PRP	sans
remords	NOM	remords
pour	PRP	pour
