Notice	NOM	notice
<EOS>	<EOS>	<EOS>
La	DET:ART	le
décadence	NOM	décadence
de	PRP	de
cette	PRO:DEM	ce
ancienne	ADJ	ancien
maison	NOM	maison
avait	VER:impf	avoir
,	PUN	,
sans	PRP	sans
nul	ADJ	nul
doute	NOM	doute
,	PUN	,
suivi	VER:pper	suivre
régulièrement	ADV	régulièrement
son	DET:POS	son
cours	NOM	cour|cours
;	PUN	;
l'	DET:ART	le
effémination	NOM	effémination
des	PRP:det	du
mâles	NOM	mâle
était	VER:impf	être
allée	VER:pper	aller
en	PRP	en
s'	PRO:PER	se
accentuant	VER:ppre	accentuer
;	PUN	;
comme	ADV	comme
pour	PRP	pour
achever	VER:infi	achever
l'	DET:ART	le
œuvre	NOM	œuvre
des	PRP:det	du
âges	NOM	âge
,	PUN	,
les	DET:ART	le
des	PRP:det	du
Esseintes	NAM	esseintes
marièrent	VER:simp	marier
,	PUN	,
pendant	PRP	pendant
deux	NUM	deux
siècles	NOM	siècle
,	PUN	,
leurs	DET:POS	leur
enfants	NOM	enfant
entre	PRP	entre
eux	PRO:PER	eux
,	PUN	,
usant	VER:ppre	user
leur	DET:POS	leur
reste	NOM	reste
de	PRP	de
vigueur	NOM	vigueur
dans	PRP	dans
les	DET:ART	le
unions	NOM	union
consanguines	ADJ	consanguin
.	SENT	.
<EOS>	<EOS>	<EOS>
De	PRP	de
cette	PRO:DEM	ce
famille	NOM	famille
naguère	ADV	naguère
si	ADV	si
nombreuse	ADJ	nombreux
qu'	PRO:REL	que
elle	PRO:PER	elle
occupait	VER:impf	occuper
presque	ADV	presque
tous	PRO:IND	tout
les	DET:ART	le
territoires	NOM	territoire
de	PRP	de
l'	DET:ART	le
Île-de-France	NOM	île-de-france
et	KON	et
de	PRP	de
la	DET:ART	le
Brie	NAM	brie
,	PUN	,
un	DET:ART	un
seul	ADJ	seul
rejeton	NOM	rejeton
vivait	VER:impf	vivre
,	PUN	,
le	DET:ART	le
duc	NOM	duc
Jean	NAM	jean
,	PUN	,
un	DET:ART	un
grêle	ADJ	grêle
jeune	ADJ	jeune
homme	NOM	homme
de	PRP	de
trente	NUM	trente
ans	NOM	an
,	PUN	,
anémique	ADJ	anémique
et	KON	et
nerveux	ADJ	nerveux
,	PUN	,
aux	PRP:det	au
joues	NOM	joue
caves	ADJ	cave
,	PUN	,
aux	PRP:det	au
yeux	NOM	œil
d'	PRP	de
un	DET:ART	un
bleu	ADJ	bleu
froid	NOM	froid
d'	PRP	de
acier	NOM	acier
,	PUN	,
au	PRP:det	au
nez	NOM	nez
éventé	VER:pper	éventer
et	KON	et
pourtant	ADV	pourtant
droit	ADJ	droit
,	PUN	,
aux	PRP:det	au
mains	NOM	main
sèches	ADJ	sèche
et	KON	et
fluettes	ADJ	fluet
.	SENT	.
<EOS>	<EOS>	<EOS>
Par	PRP	par
un	DET:ART	un
singulier	ADJ	singulier
phénomène	NOM	phénomène
d'	PRP	de
atavisme	NOM	atavisme
,	PUN	,
le	DET:ART	le
dernier	ADJ	dernier
descendant	NOM	descendant
ressemblait	VER:impf	ressembler
à	PRP	à
l'	DET:ART	le
antique	ADJ	antique
aïeul	NOM	aïeul
,	PUN	,
au	PRP:det	au
mignon	NOM	mignon
,	PUN	,
dont	PRO:REL	dont
il	PRO:PER	il
avait	VER:impf	avoir
la	DET:ART	le
barbe	NOM	barbe
en	PRP	en
pointe	NOM	pointe
d'	PRP	de
un	DET:ART	un
blond	NOM	blond
extraordinairement	ADV	extraordinairement
pâle	ADJ	pâle
et	KON	et
l'	DET:ART	le
expression	NOM	expression
ambiguë	ADJ	ambiguë
,	PUN	,
tout	ADV	tout
à	PRP	à
la	DET:ART	le
fois	NOM	fois
lasse	ADJ	las
et	KON	et
habile	ADJ	habile
.	SENT	.
<EOS>	<EOS>	<EOS>
Son	DET:POS	son
enfance	NOM	enfance
avait	VER:impf	avoir
été	VER:pper	être
funèbre	ADJ	funèbre
.	SENT	.
<EOS>	<EOS>	<EOS>
Menacée	VER:pper	menacer
de	PRP	de
scrofules	NOM	scrofule
,	PUN	,
accablée	VER:pper	accabler
par	PRP	par
d'	PRP	de
opiniâtres	ADJ	opiniâtre
fièvres	NOM	fièvre
,	PUN	,
elle	PRO:PER	elle
parvint	VER:simp	parvenir
cependant	ADV	cependant
,	PUN	,
à	PRP	à
l'	DET:ART	le
aide	NOM	aide
de	PRP	de
grand	ADJ	grand
air	NOM	air
et	KON	et
de	PRP	de
soins	NOM	soin
,	PUN	,
à	PRP	à
franchir	VER:infi	franchir
les	DET:ART	le
brisants	NOM	brisant
de	PRP	de
la	DET:ART	le
nubilité	NOM	nubilité
,	PUN	,
et	KON	et
alors	ADV	alors
les	DET:ART	le
nerfs	NOM	nerf
prirent	VER:simp	prendre
le	DET:ART	le
dessus	NOM	dessus
,	PUN	,
matèrent	VER:simp	mater
les	DET:ART	le
langueurs	NOM	langueur
et	KON	et
les	DET:ART	le
abandons	NOM	abandon
de	PRP	de
la	DET:ART	le
chlorose	NOM	chlorose
,	PUN	,
menèrent	VER:simp	mener
jusqu'	PRP	jusque
à	PRP	à
leur	DET:POS	leur
entier	ADJ	entier
développement	NOM	développement
les	DET:ART	le
progressions	NOM	progression
de	PRP	de
la	DET:ART	le
croissance	NOM	croissance
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
mère	NOM	mère
,	PUN	,
une	DET:ART	un
longue	ADJ	longue
femme	NOM	femme
,	PUN	,
silencieuse	ADJ	silencieux
et	KON	et
blanche	ADJ	blanc
,	PUN	,
mourut	VER:simp	mourir
d'	PRP	de
épuisement	NOM	épuisement
;	PUN	;
à	PRP	à
son	DET:POS	son
tour	NOM	tour
le	DET:ART	le
père	NOM	père
décéda	VER:simp	décéder
d'	PRP	de
une	DET:ART	un
maladie	NOM	maladie
vague	ADJ	vague
;	PUN	;
des	PRP:det	du
Esseintes	NAM	esseintes
atteignait	VER:impf	atteindre
alors	ADV	alors
sa	DET:POS	son
dix-septième	ADJ	dix-septième
année	NOM	année
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
gardé	VER:pper	garder
de	PRP	de
ses	DET:POS	son
parents	NOM	parents
qu'	KON	que
un	DET:ART	un
souvenir	NOM	souvenir
apeuré	ADJ	apeuré
,	PUN	,
sans	PRP	sans
reconnaissance	NOM	reconnaissance
,	PUN	,
sans	PRP	sans
affection	NOM	affection
.	SENT	.
<EOS>	<EOS>	<EOS>
Son	DET:POS	son
père	NOM	père
,	PUN	,
qui	PRO:REL	qui
demeurait	VER:impf	demeurer
d'	PRP	de
ordinaire	NOM	ordinaire
à	PRP	à
Paris	NAM	paris
,	PUN	,
il	PRO:PER	il
le	PRO:PER	le
connaissait	VER:impf	connaître
à	PRP	à
peine	NOM	peine
;	PUN	;
sa	DET:POS	son
mère	NOM	mère
,	PUN	,
il	PRO:PER	il
se	PRO:PER	se
la	PRO:PER	la
rappelait	VER:impf	rappeler
,	PUN	,
immobile	ADJ	immobile
et	KON	et
couchée	VER:pper	coucher
,	PUN	,
dans	PRP	dans
une	DET:ART	un
chambre	NOM	chambre
obscure	ADJ	obscur
du	PRP:det	du
château	NOM	château
de	PRP	de
Lourps	NAM	lourps
.	SENT	.
<EOS>	<EOS>	<EOS>
Rarement	ADV	rarement
,	PUN	,
le	DET:ART	le
mari	NOM	mari
et	KON	et
la	DET:ART	le
femme	NOM	femme
étaient	VER:impf	être
réunis	VER:pper	réunir
,	PUN	,
et	KON	et
de	PRP	de
ces	PRO:DEM	ce
jours	NOM	jour
-là	ADV	là
,	PUN	,
il	PRO:PER	il
se	PRO:PER	se
remémorait	VER:impf	remémorer
des	PRP:det	du
entrevues	NOM	entrevue
décolorées	VER:pper	décolorer
,	PUN	,
le	DET:ART	le
père	NOM	père
et	KON	et
la	DET:ART	le
mère	NOM	mère
assis	VER:pper	asseoir
,	PUN	,
en	PRP	en
face	NOM	face
l'	DET:ART	le
un	NOM	un
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
devant	PRP	devant
un	DET:ART	un
guéridon	NOM	guéridon
qui	PRO:REL	qui
était	VER:impf	être
seul	ADJ	seul
éclairé	VER:pper	éclairer
par	PRP	par
une	DET:ART	un
lampe	NOM	lampe
au	PRP:det	au
grand	ADJ	grand
abat-jour	NOM	abat-jour
très	ADV	très
baissé	VER:pper	baisser
,	PUN	,
car	KON	car
la	DET:ART	le
duchesse	NOM	duchesse
ne	ADV	ne
pouvait	VER:impf	pouvoir
supporter	VER:infi	supporter
sans	PRP	sans
crises	NOM	crise
de	PRP	de
nerfs	NOM	nerf
la	DET:ART	le
clarté	NOM	clarté
et	KON	et
le	DET:ART	le
bruit	NOM	bruit
;	PUN	;
dans	PRP	dans
l'	DET:ART	le
ombre	NOM	ombre
,	PUN	,
ils	PRO:PER	il
échangeaient	VER:impf	échanger
deux	NUM	deux
mots	NOM	mot
à	PRP	à
peine	NOM	peine
,	PUN	,
puis	ADV	puis
le	DET:ART	le
duc	NOM	duc
s'	PRO:PER	se
éloignait	VER:impf	éloigner
indifférent	ADJ	indifférent
et	KON	et
ressautait	VER:impf	ressauter
au	PRP:det	au
plus	ADV	plus
vite	ADV	vite
dans	PRP	dans
le	DET:ART	le
premier	NUM	premier
train	NOM	train
.	SENT	.
<EOS>	<EOS>	<EOS>
Chez	PRP	chez
les	DET:ART	le
jésuites	NOM	jésuite
où	PRO:REL	où
Jean	NAM	jean
fut	VER:simp	être
dépêché	VER:pper	dépêcher
pour	PRP	pour
faire	VER:infi	faire
ses	DET:POS	son
classes	NOM	classe
,	PUN	,
son	DET:POS	son
existence	NOM	existence
fut	VER:simp	être
plus	ADV	plus
bienveillante	ADJ	bienveillant
et	KON	et
plus	ADV	plus
douce	ADJ	doux
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
Pères	NOM	père
se	PRO:PER	se
mirent	VER:simp	mettre
à	PRP	à
choyer	VER:infi	choyer
l'	DET:ART	le
enfant	NOM	enfant
dont	PRO:REL	dont
l'	DET:ART	le
intelligence	NOM	intelligence
les	PRO:PER	la|le
étonnait	VER:impf	étonner
;	PUN	;
cependant	ADV	cependant
,	PUN	,
en	PRP	en
dépit	NOM	dépit
de	PRP	de
leurs	DET:POS	leur
efforts	NOM	effort
,	PUN	,
ils	PRO:PER	il
ne	ADV	ne
purent	VER:simp	pouvoir
obtenir	VER:infi	obtenir
qu'	KON	que
il	PRO:PER	il
se	PRO:PER	se
livrât	VER:subi	livrer
à	PRP	à
des	PRP:det	du
études	NOM	étude
disciplinées	VER:pper	discipliner
;	PUN	;
il	PRO:PER	il
mordait	VER:impf	mordre
à	PRP	à
certains	PRO:IND	certain
travaux	NOM	travail
,	PUN	,
devenait	VER:impf	devenir
prématurément	ADV	prématurément
ferré	VER:pper	ferrer
sur	PRP	sur
la	DET:ART	le
langue	NOM	langue
latine	ADJ	latin
,	PUN	,
mais	KON	mais
,	PUN	,
en	PRP	en
revanche	NOM	revanche
,	PUN	,
il	PRO:PER	il
était	VER:impf	être
absolument	ADV	absolument
incapable	ADJ	incapable
d'	PRP	de
expliquer	VER:infi	expliquer
deux	NUM	deux
mots	NOM	mot
de	PRP	de
grec	NOM	grec
,	PUN	,
ne	ADV	ne
témoignait	VER:impf	témoigner
d'	PRP	de
aucune	PRO:IND	aucun
aptitude	NOM	aptitude
pour	PRP	pour
les	DET:ART	le
langues	NOM	langue
vivantes	ADJ	vivant
,	PUN	,
et	KON	et
il	PRO:PER	il
se	PRO:PER	se
révéla	VER:simp	révéler
tel	PRO:DEM	tel
qu'	PRO:REL	que
un	DET:ART	un
être	NOM	être
parfaitement	ADV	parfaitement
obtus	ADJ	obtus
,	PUN	,
dès	PRP	dès
qu'	KON	que
on	PRO:PER	on
s'	PRO:PER	se
efforça	VER:simp	efforcer
de	PRP	de
lui	PRO:PER	lui
apprendre	VER:infi	apprendre
les	DET:ART	le
premiers	NUM	premier
éléments	NOM	élément
des	PRP:det	du
sciences	NOM	science
.	SENT	.
<EOS>	<EOS>	<EOS>
Sa	DET:POS	son
famille	NOM	famille
se	PRO:PER	se
préoccupait	VER:impf	préoccuper
peu	ADV	peu
de	PRP	de
lui	PRO:PER	lui
;	PUN	;
parfois	ADV	parfois
son	DET:POS	son
père	NOM	père
venait	VER:impf	venir
le	PRO:PER	le
visiter	VER:infi	visiter
au	PRP:det	au
pensionnat	NOM	pensionnat
:	PUN	:
«	PUN:cit	«
Bonjour	NAM	bonjour
,	PUN	,
bonsoir	NOM	bonsoir
,	PUN	,
sois	VER:subp	être
sage	ADJ	sage
et	KON	et
travaille	VER:pres	travailler
bien	ADV	bien
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Aux	ADJ	aux
vacances	NOM	vacance
,	PUN	,
l'	DET:ART	le
été	NOM	été
,	PUN	,
il	PRO:PER	il
partait	VER:impf	partir
pour	PRP	pour
le	DET:ART	le
château	NOM	château
de	PRP	de
Lourps	NAM	lourps
;	PUN	;
sa	DET:POS	son
présence	NOM	présence
ne	ADV	ne
tirait	VER:impf	tirer
pas	ADV	pas
sa	DET:POS	son
mère	NOM	mère
de	PRP	de
ses	DET:POS	son
rêveries	NOM	rêverie
;	PUN	;
elle	PRO:PER	elle
l'	PRO:PER	la|le
apercevait	VER:impf	apercevoir
à	PRP	à
peine	NOM	peine
,	PUN	,
ou	KON	ou
le	PRO:PER	le
contemplait	VER:impf	contempler
,	PUN	,
pendant	PRP	pendant
quelques	PRO:IND	quelque
secondes	NOM	second|seconde
,	PUN	,
avec	PRP	avec
un	DET:ART	un
sourire	NOM	sourire
presque	ADV	presque
douloureux	ADJ	douloureux
,	PUN	,
puis	ADV	puis
elle	PRO:PER	elle
s'	PRO:PER	se
absorbait	VER:impf	absorber
de	PRP	de
nouveau	ADJ	nouveau
dans	PRP	dans
la	DET:ART	le
nuit	NOM	nuit
factice	ADJ	factice
dont	PRO:REL	dont
les	DET:ART	le
épais	ADJ	épais
rideaux	NOM	rideau
des	PRP:det	du
croisées	NOM	croisée
enveloppaient	VER:impf	envelopper
la	DET:ART	le
chambre	NOM	chambre
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
domestiques	NOM	domestique
étaient	VER:impf	être
ennuyés	VER:pper	ennuyer
et	KON	et
vieux	ADJ	vieux
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
enfant	NOM	enfant
,	PUN	,
abandonné	VER:pper	abandonner
à	PRP	à
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
fouillait	VER:impf	fouiller
dans	PRP	dans
les	DET:ART	le
livres	NOM	livre
,	PUN	,
les	DET:ART	le
jours	NOM	jour
de	PRP	de
pluie	NOM	pluie
;	PUN	;
errait	VER:impf	errer
,	PUN	,
par	PRP	par
les	DET:ART	le
après-midi	NOM	après-midi
de	PRP	de
beau	ADJ	beau
temps	NOM	temps
,	PUN	,
dans	PRP	dans
la	DET:ART	le
campagne	NOM	campagne
.	SENT	.
<EOS>	<EOS>	<EOS>
Sa	DET:POS	son
grande	ADJ	grand
joie	NOM	joie
était	VER:impf	être
de	PRP	de
descendre	VER:infi	descendre
dans	PRP	dans
le	DET:ART	le
vallon	NOM	vallon
,	PUN	,
de	PRP	de
gagner	VER:infi	gagner
Jutigny	NAM	jutigny
,	PUN	,
un	DET:ART	un
village	NOM	village
planté	VER:pper	planter
au	PRP:det	au
pied	NOM	pied
des	PRP:det	du
collines	NOM	colline
,	PUN	,
un	DET:ART	un
petit	ADJ	petit
tas	NOM	tas
de	PRP	de
maisonnettes	NOM	maisonnette
coiffées	VER:pper	coiffer
de	PRP	de
bonnets	NOM	bonnet
de	PRP	de
chaume	NOM	chaume
parsemés	VER:pper	parsemer
de	PRP	de
touffes	NOM	touffe
de	PRP	de
joubarbe	NOM	joubarbe
et	KON	et
de	PRP	de
bouquets	NOM	bouquet
de	PRP	de
mousse	NOM	mousse
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
se	PRO:PER	se
couchait	VER:impf	coucher
dans	PRP	dans
la	DET:ART	le
prairie	NOM	prairie
,	PUN	,
à	PRP	à
l'	DET:ART	le
ombre	NOM	ombre
des	PRP:det	du
hautes	ADJ	haut
meules	NOM	meule
,	PUN	,
écoutant	VER:ppre	écouter
le	DET:ART	le
bruit	NOM	bruit
sourd	ADJ	sourd
des	PRP:det	du
moulins	NOM	moulin
à	PRP	à
eau	NOM	eau
,	PUN	,
humant	VER:ppre	humer
le	DET:ART	le
souffle	NOM	souffle
frais	ADJ	frais
de	PRP	de
la	DET:ART	le
Voulzie	NAM	voulzie
.	SENT	.
<EOS>	<EOS>	<EOS>
Parfois	ADV	parfois
,	PUN	,
il	PRO:PER	il
poussait	VER:impf	pousser
jusqu'	PRP	jusque
aux	PRP:det	au
tourbières	NOM	tourbier|tourbière
,	PUN	,
jusqu'	PRP	jusque
au	PRP:det	au
hameau	NOM	hameau
vert	ADJ	vert
et	KON	et
noir	ADJ	noir
de	PRP	de
Longueville	NAM	longueville
,	PUN	,
ou	KON	ou
bien	ADV	bien
il	PRO:PER	il
grimpait	VER:impf	grimper
sur	PRP	sur
les	DET:ART	le
côtes	NOM	côte
balayées	VER:pper	balayer
par	PRP	par
le	DET:ART	le
vent	NOM	vent
et	KON	et
d'	PRP	de
où	PRO:REL	où
l'	DET:ART	le
étendue	NOM	étendue
était	VER:impf	être
immense	ADJ	immense
.	SENT	.
<EOS>	<EOS>	<EOS>
Là	ADV	là
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
d'	PRP	de
un	DET:ART	un
côté	NOM	côté
,	PUN	,
sous	PRP	sous
lui	PRO:PER	lui
,	PUN	,
la	DET:ART	le
vallée	NOM	vallée
de	PRP	de
la	DET:ART	le
Seine	NAM	seine
,	PUN	,
fuyant	VER:ppre	fuir
à	PRP	à
perte	NOM	perte
de	PRP	de
vue	NOM	vue
et	KON	et
se	PRO:PER	se
confondant	VER:ppre	confondre
avec	PRP	avec
le	DET:ART	le
bleu	NOM	bleu
du	PRP:det	du
ciel	NOM	ciel
fermé	VER:pper	fermer
au	PRP:det	au
loin	ADV	loin
;	PUN	;
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
tout	ADV	tout
en	PRP	en
haut	ADV	haut
,	PUN	,
à	PRP	à
l'	DET:ART	le
horizon	NOM	horizon
,	PUN	,
les	DET:ART	le
églises	NOM	église
et	KON	et
la	DET:ART	le
tour	NOM	tour
de	PRP	de
Provins	NAM	provins
qui	PRO:REL	qui
semblaient	VER:impf	sembler
trembler	VER:infi	trembler
,	PUN	,
au	PRP:det	au
soleil	NOM	soleil
,	PUN	,
dans	PRP	dans
la	DET:ART	le
pulvérulence	NOM	pulvérulence
dorée	VER:pper	dorer
de	PRP	de
l'	DET:ART	le
air	NOM	air
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
lisait	VER:impf	lire|liser
ou	KON	ou
rêvait	VER:impf	rêver
,	PUN	,
s'	PRO:PER	se
abreuvait	VER:impf	abreuver
jusqu'	PRP	jusque
à	PRP	à
la	DET:ART	le
nuit	NOM	nuit
de	PRP	de
solitude	NOM	solitude
;	PUN	;
à	PRP	à
force	NOM	force
de	PRP	de
méditer	VER:infi	méditer
sur	PRP	sur
les	DET:ART	le
mêmes	ADJ	même
pensées	NOM	pensée
,	PUN	,
son	DET:POS	son
esprit	NOM	esprit
se	PRO:PER	se
concentra	VER:simp	concentrer
et	KON	et
ses	DET:POS	son
idées	NOM	idée
encore	ADV	encore
indécises	ADJ	indécis
mûrirent	VER:simp	mûrir
.	SENT	.
<EOS>	<EOS>	<EOS>
Après	PRP	après
chaque	PRO:IND	chaque
vacance	NOM	vacance
,	PUN	,
il	PRO:PER	il
revenait	VER:impf	revenir
chez	PRP	chez
ses	DET:POS	son
maîtres	NOM	maître
plus	ADV	plus
réfléchi	VER:pper	réfléchir
et	KON	et
plus	ADV	plus
têtu	ADJ	têtu
;	PUN	;
ces	PRO:DEM	ce
changements	NOM	changement
ne	ADV	ne
leur	PRO:PER	lui
échappaient	VER:impf	échapper
pas	ADV	pas
;	PUN	;
perspicaces	ADJ	perspicace
et	KON	et
retors	ADJ	retors
,	PUN	,
habitués	VER:pper	habituer
par	PRP	par
leur	DET:POS	leur
métier	NOM	métier
à	PRP	à
sonder	VER:infi	sonder
jusqu'	PRP	jusque
au	PRP:det	au
plus	ADV	plus
profond	ADJ	profond
des	PRP:det	du
âmes	NOM	âme
,	PUN	,
ils	PRO:PER	il
ne	ADV	ne
furent	VER:simp	être
point	ADV	point
les	DET:ART	le
dupes	NOM	dupe
de	PRP	de
cette	PRO:DEM	ce
intelligence	NOM	intelligence
éveillée	VER:pper	éveiller
mais	KON	mais
indocile	ADJ	indocile
;	PUN	;
ils	PRO:PER	il
comprirent	VER:simp	comprendre
que	KON	que
jamais	ADV	jamais
cet	PRO:DEM	ce
élève	NOM	élève
ne	ADV	ne
contribuerait	VER:cond	contribuer
à	PRP	à
la	DET:ART	le
gloire	NOM	gloire
de	PRP	de
leur	DET:POS	leur
maison	NOM	maison
,	PUN	,
et	KON	et
comme	KON	comme
sa	DET:POS	son
famille	NOM	famille
était	VER:impf	être
riche	ADJ	riche
et	KON	et
paraissait	VER:impf	paraître
se	PRO:PER	se
désintéresser	VER:infi	désintéresser
de	PRP	de
son	DET:POS	son
avenir	NOM	avenir
,	PUN	,
ils	PRO:PER	il
renoncèrent	VER:simp	renoncer
aussitôt	ADV	aussitôt
à	PRP	à
le	PRO:PER	le
diriger	VER:infi	diriger
sur	PRP	sur
les	DET:ART	le
profitables	ADJ	profitable
carrières	NOM	carrière
des	PRP:det	du
écoles	NOM	école
;	PUN	;
bien	ADV	bien
qu'	KON	que
il	PRO:PER	il
discutât	VER:subi	discuter
volontiers	ADV	volontiers
avec	PRP	avec
eux	PRO:PER	eux
sur	PRP	sur
toutes	PRO:IND	tout
les	DET:ART	le
doctrines	NOM	doctrine
théologiques	ADJ	théologique
qui	PRO:REL	qui
le	PRO:PER	le
sollicitaient	VER:impf	solliciter
par	PRP	par
leurs	DET:POS	leur
subtilités	NOM	subtilité
et	KON	et
leurs	DET:POS	leur
arguties	NOM	argutie
,	PUN	,
ils	PRO:PER	il
ne	ADV	ne
songèrent	VER:simp	songer
même	ADV	même
pas	ADV	pas
à	PRP	à
le	PRO:PER	le
destiner	VER:infi	destiner
aux	PRP:det	au
Ordres	NOM	ordre
,	PUN	,
car	KON	car
malgré	PRP	malgré
leurs	DET:POS	leur
efforts	NOM	effort
sa	DET:POS	son
foi	NOM	foi
demeurait	VER:impf	demeurer
débile	ADJ	débile
;	PUN	;
en	PRP	en
dernier	ADJ	dernier
ressort	NOM	ressort
,	PUN	,
par	PRP	par
prudence	NOM	prudence
,	PUN	,
par	PRP	par
peur	NOM	peur
de	PRP	de
l'	DET:ART	le
inconnu	NOM	inconnu
,	PUN	,
ils	PRO:PER	il
le	PRO:PER	le
laissèrent	VER:simp	laisser
travailler	VER:infi	travailler
aux	PRP:det	au
études	NOM	étude
qui	PRO:REL	qui
lui	PRO:PER	lui
