LIVRE	NOM	livre
,	PUN	,
où	PRO:REL	où
l'	DET:ART	le
impatience	NOM	impatience
des	PRP:det	du
révolutions	NOM	révolution
et	KON	et
la	DET:ART	le
prudence	NOM	prudence
des	PRP:det	du
partis	NOM	parti
forcèrent	VER:simp	forcer
jadis	ADV	jadis
les	DET:ART	le
Jésuites	NOM	jésuite
de	PRP	de
se	PRO:PER	se
réfugier	VER:infi	réfugier
,	PUN	,
et	KON	et
où	PRO:REL	où
ils	PRO:PER	il
ont	VER:pres	avoir
laissé	VER:pper	laisser
d'	PRP	de
inarrachables	ADJ	inarrachable
racines	NOM	racine
.	SENT	.
<EOS>	<EOS>	<EOS>
Cette	PRO:DEM	ce
vogue	NOM	vogue
,	PUN	,
ils	PRO:PER	il
la	PRO:PER	la
tenaient	VER:impf	tenir
de	PRP	de
leur	DET:POS	leur
programme	NOM	programme
d'	PRP	de
enseignement	NOM	enseignement
,	PUN	,
réputé	VER:pper	réputer
paternel	ADJ	paternel
et	KON	et
routinier	ADJ	routinier
;	PUN	;
ils	PRO:PER	il
la	PRO:PER	la
tenaient	VER:impf	tenir
surtout	ADV	surtout
de	PRP	de
leurs	DET:POS	leur
principes	NOM	principe
d'	PRP	de
éducation	NOM	éducation
,	PUN	,
qui	PRO:REL	qui
offraient	VER:impf	offrir
d'	PRP	de
exceptionnels	ADJ	exceptionnel
avantages	NOM	avantage
et	KON	et
de	PRP	de
rares	ADJ	rare
agréments	NOM	agrément
:	PUN	:
une	DET:ART	un
éducation	NOM	éducation
de	PRP	de
haut	ADJ	haut
ton	NOM	ton
,	PUN	,
religieuse	ADJ	religieux
et	KON	et
mondaine	ADJ	mondain
à	PRP	à
la	DET:ART	le
fois	NOM	fois
,	PUN	,
comme	KON	comme
il	PRO:PER	il
en	PRO:PER	en
faut	VER:pres	falloir
à	PRP	à
de	PRP	de
jeunes	ADJ	jeune
gentilshommes	NOM	gentilshommes
,	PUN	,
nés	VER:pper	naître
pour	PRP	pour
faire	VER:infi	faire
figure	VER:pres	figurer
dans	PRP	dans
le	DET:ART	le
monde	NOM	monde
,	PUN	,
et	KON	et
y	PRO:PER	y
perpétuer	VER:infi	perpétuer
les	DET:ART	le
bonnes	ADJ	bon
doctrines	NOM	doctrine
et	KON	et
les	DET:ART	le
belles	ADJ	beau
manières	NOM	manière
.	SENT	.
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
n'	ADV	ne
était	VER:impf	être
point	ADV	point
par	PRP	par
hasard	NOM	hasard
que	KON	que
les	DET:ART	le
Jésuites	NAM	jésuites
,	PUN	,
à	PRP	à
leur	DET:POS	leur
retour	NOM	retour
de	PRP	de
Brugelette	NAM	brugelette
,	PUN	,
s'	PRO:PER	se
étaient	VER:impf	être
installés	VER:pper	installer
,	PUN	,
en	PRP	en
plein	ADJ	plein
cœur	NOM	cœur
du	PRP:det	du
pays	NOM	pays
armoricain	ADJ	armoricain
.	SENT	.
<EOS>	<EOS>	<EOS>
Aucun	PRO:IND	aucun
décor	NOM	décor
de	PRP	de
paysage	NOM	paysage
et	KON	et
d'	PRP	de
humanité	NOM	humanité
ne	ADV	ne
leur	PRO:PER	lui
convenait	VER:impf	convenir
mieux	ADV	mieux
pour	PRP	pour
pétrir	VER:infi	pétrir
les	DET:ART	le
cerveaux	NOM	cerveau
et	KON	et
manier	VER:infi	manier
les	DET:ART	le
âmes	NOM	âme
.	SENT	.
<EOS>	<EOS>	<EOS>
Là	ADV	là
,	PUN	,
les	DET:ART	le
mœurs	NOM	mœurs
du	PRP:det	du
moyen	ADJ	moyen
âge	NOM	âge
sont	VER:pres	être
encore	ADV	encore
très	ADV	très
vivantes	ADJ	vivant
,	PUN	,
les	DET:ART	le
souvenirs	NOM	souvenir
de	PRP	de
la	DET:ART	le
chouannerie	NOM	chouannerie
respectés	VER:pper	respecter
comme	ADV	comme
des	PRP:det	du
dogmes	NOM	dogme
.	SENT	.
<EOS>	<EOS>	<EOS>
De	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
pays	NOM	pays
bretons	ADJ	breton
,	PUN	,
le	DET:ART	le
taciturne	ADJ	taciturne
Morbihan	NAM	morbihan
est	VER:pres	être
demeuré	VER:pper	demeurer
le	DET:ART	le
plus	ADV	plus
obstinément	ADV	obstinément
breton	ADJ	breton
,	PUN	,
par	PRP	par
son	DET:POS	son
fatalisme	NOM	fatalisme
religieux	ADJ	religieux
,	PUN	,
sa	DET:POS	son
résistance	NOM	résistance
sauvage	ADJ	sauvage
au	PRP:det	au
progrès	NOM	progrès
moderne	ADJ	moderne
,	PUN	,
et	KON	et
la	DET:ART	le
poésie	NOM	poésie
,	PUN	,
âpre	ADJ	âpre
,	PUN	,
indiciblement	ADV	indiciblement
triste	ADJ	triste
de	PRP	de
son	DET:POS	son
sol	NOM	sol
qui	PRO:REL	qui
livre	VER:pres	livrer
l'	DET:ART	le
homme	NOM	homme
,	PUN	,
abruti	VER:pper	abrutir
de	PRP	de
misères	NOM	misère
,	PUN	,
de	PRP	de
superstitions	NOM	superstition
et	KON	et
de	PRP	de
fièvres	NOM	fièvre
,	PUN	,
à	PRP	à
l'	DET:ART	le
omnipotente	ADJ	omnipotent
et	KON	et
vorace	ADJ	vorace
consolation	NOM	consolation
du	PRP:det	du
prêtre	NOM	prêtre
.	SENT	.
<EOS>	<EOS>	<EOS>
De	PRP	de
ces	PRO:DEM	ce
landes	NOM	lande
,	PUN	,
de	PRP	de
ces	PRO:DEM	ce
rocs	NOM	roc
,	PUN	,
de	PRP	de
cette	PRO:DEM	ce
terre	NOM	terre
barbare	ADJ	barbare
et	KON	et
souffrante	ADJ	souffrant
,	PUN	,
plantée	VER:pper	planter
de	PRP	de
pâles	ADJ	pâle
calvaires	NOM	calvaire
et	KON	et
semée	VER:pper	semer
de	PRP	de
pierres	NOM	pierre
sacrées	ADJ	sacré
,	PUN	,
émanent	VER:pres	émaner
un	DET:ART	un
mysticisme	NOM	mysticisme
violent	ADJ	violent
,	PUN	,
une	DET:ART	un
obsession	NOM	obsession
de	PRP	de
légende	NOM	légende
et	KON	et
d'	PRP	de
épopée	NOM	épopée
,	PUN	,
bien	ADV	bien
faits	VER:pper	faire
pour	PRP	pour
impressionner	VER:infi	impressionner
les	DET:ART	le
jeunes	ADJ	jeune
âmes	NOM	âme
délicates	ADJ	délicat
,	PUN	,
les	PRO:PER	la|le
pénétrer	VER:infi	pénétrer
de	PRP	de
cette	PRO:DEM	ce
discipline	NOM	discipline
spirituelle	ADJ	spirituel
,	PUN	,
de	PRP	de
ce	PRO:DEM	ce
goût	NOM	goût
du	PRP:det	du
merveilleux	NOM	merveilleux
et	KON	et
de	PRP	de
l'	DET:ART	le
héroïque	ADJ	héroïque
,	PUN	,
qui	PRO:REL	qui
sont	VER:pres	être
le	DET:ART	le
grand	ADJ	grand
moyen	NOM	moyen
d'	PRP	de
action	NOM	action
des	PRP:det	du
Jésuites	NAM	jésuites
,	PUN	,
et	KON	et
par	PRP	par
quoi	PRO	quoi
ils	PRO:PER	il
rêvent	VER:pres	rêver
d'	PRP	de
établir	VER:infi	établir
,	PUN	,
sur	PRP	sur
le	DET:ART	le
monde	NOM	monde
,	PUN	,
leur	DET:POS	leur
toute-puissance	NOM	toute-puissance
...	PUN	...
Les	DET:ART	le
prospectus	NOM	prospectus
de	PRP	de
l'	DET:ART	le
établissement	NOM	établissement
--	PUN	--
chefs-d'œuvre	NOM	chefs-d'œuvre
typographiques	ADJ	typographique
--	PUN	--
ornés	VER:pper	orner
de	PRP	de
dessins	NOM	dessin
pieux	ADJ	pieux
,	PUN	,
de	PRP	de
vues	NOM	vue
affriolantes	ADJ	affriolant
,	PUN	,
de	PRP	de
noms	NOM	nom
sonores	ADJ	sonore
,	PUN	,
de	PRP	de
prières	NOM	prière
rimées	VER:pper	rimer
et	KON	et
de	PRP	de
certificats	NOM	certificat
hygiéniques	ADJ	hygiénique
,	PUN	,
ne	ADV	ne
tarissaient	VER:impf	tarir
pas	ADV	pas
d'	PRP	de
éloges	NOM	éloge
sur	PRP	sur
la	DET:ART	le
supériorité	NOM	supériorité
morale	ADJ	moral
du	PRP:det	du
milieu	NOM	milieu
breton	ADJ	breton
,	PUN	,
en	PRP	en
même	ADJ	même
temps	NOM	temps
qu'	KON	que
une	DET:ART	un
description	NOM	description
lyrique	ADJ	lyrique
des	PRP:det	du
paysages	NOM	paysage
et	KON	et
des	PRP:det	du
monuments	NOM	monument
excitait	VER:impf	exciter
la	DET:ART	le
passion	NOM	passion
des	PRP:det	du
archéologues	NOM	archéologue
et	KON	et
la	DET:ART	le
curiosité	NOM	curiosité
des	PRP:det	du
touristes	NOM	touriste
.	SENT	.
<EOS>	<EOS>	<EOS>
Entre	PRP	entre
de	PRP	de
glorieuses	ADJ	glorieux
évocations	NOM	évocation
de	PRP	de
l'	DET:ART	le
histoire	NOM	histoire
locale	ADJ	local
,	PUN	,
de	PRP	de
ses	DET:POS	son
luttes	NOM	lutte
,	PUN	,
de	PRP	de
ses	DET:POS	son
martyres	NOM	martyr|martyre
,	PUN	,
ces	PRO:DEM	ce
prospectus	NOM	prospectus
avertissaient	VER:impf	avertir
aussi	ADV	aussi
les	DET:ART	le
familles	NOM	famille
que	PRO:REL	que
,	PUN	,
par	PRP	par
une	DET:ART	un
grâce	NOM	grâce
spéciale	ADJ	spécial
,	PUN	,
due	VER:pper	devoir
à	PRP	à
la	DET:ART	le
proximité	NOM	proximité
de	PRP	de
Sainte-Anne-d'Auray	NAM	sainte-anne-d'auray
,	PUN	,
les	DET:ART	le
miracles	NOM	miracle
n'	ADV	ne
étaient	VER:impf	être
pas	ADV	pas
rares	ADJ	rare
,	PUN	,
au	PRP:det	au
collège	NOM	collège
,	PUN	,
principalement	ADV	principalement
vers	PRP	vers
l'	DET:ART	le
époque	NOM	époque
du	PRP:det	du
baccalauréat	NOM	baccalauréat
,	PUN	,
que	KON	que
les	DET:ART	le
élèves	NOM	élève
prenaient	VER:impf	prendre
des	PRP:det	du
bains	NOM	bain
de	PRP	de
mer	NOM	mer
sur	PRP	sur
une	DET:ART	un
plage	NOM	plage
bénite	ADJ	bénite
,	PUN	,
et	KON	et
qu'	PRO:REL	que
ils	PRO:PER	il
mangeaient	VER:impf	manger
de	PRP	de
la	DET:ART	le
langouste	NOM	langouste
,	PUN	,
une	DET:ART	un
fois	NOM	fois
par	PRP	par
semaine	NOM	semaine
.	SENT	.
<EOS>	<EOS>	<EOS>
Devant	PRP	devant
un	DET:ART	un
tel	PRO:DEM	tel
programme	NOM	programme
,	PUN	,
et	KON	et
malgré	PRP	malgré
la	DET:ART	le
modestie	NOM	modestie
de	PRP	de
sa	DET:POS	son
condition	NOM	condition
,	PUN	,
M	VER:pper	m
.	SENT	.
Joseph-Hippolyte-Elphège	NAM	joseph-hippolyte-elphège
Roch	NAM	roch
,	PUN	,
quincaillier	NOM	quincaillier
à	PRP	à
Pervenchères	NOM	pervenchères
,	PUN	,
petite	ADJ	petit
ville	NOM	ville
du	PRP:det	du
département	NOM	département
de	PRP	de
l'	DET:ART	le
Orne	NAM	orne
,	PUN	,
osa	VER:simp	oser
concevoir	VER:infi	concevoir
l'	DET:ART	le
orgueilleuse	ADJ	orgueilleux
pensée	NOM	pensée
d'	PRP	de
envoyer	VER:infi	envoyer
,	PUN	,
chez	PRP	chez
les	DET:ART	le
Jésuites	NOM	jésuite
de	PRP	de
Vannes	NAM	vannes
,	PUN	,
son	DET:POS	son
fils	NOM	fil|fils
Sébastien	NAM	sébastien
qui	PRO:REL	qui
venait	VER:impf	venir
d'	PRP	de
avoir	VER:infi	avoir
ses	DET:POS	son
onze	NUM	onze
ans	NOM	an
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
s'	PRO:PER	se
en	PRO:PER	en
fut	VER:simp	être
trouver	VER:infi	trouver
le	DET:ART	le
curé	NOM	curé
qui	PRO:REL	qui
approuva	VER:simp	approuver
chaudement	ADV	chaudement
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Cristi	INT	cristi
!	SENT	!
<EOS>	<EOS>	<EOS>
Monsieur	NOM	monsieur
Roch	NAM	roch
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
une	DET:ART	un
crâne	ADJ	crâne
idée	NOM	idée
...	PUN	...
Quand	NAM	quand
on	PRO:PER	on
sort	VER:pres	sortir
de	PRP	de
ces	PRO:DEM	ce
maisons	NOM	maison
-là	ADV	là
,	PUN	,
voyez	VER:pres	voir
-vous	PRO:PER	vous
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
Mazette	NOM	mazette
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Quand	KON	quand
on	PRO:PER	on
sort	VER:pres	sortir
de	PRP	de
là	ADV	là
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Puu	NOM	puu
...	PUN	...
ut	NOM	ut
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Et	KON	et
,	PUN	,
prolongeant	VER:ppre	prolonger
en	PRP	en
sifflement	NOM	sifflement
le	DET:ART	le
son	NOM	son
de	PRP	de
cette	PRO:DEM	ce
exclamation	NOM	exclamation
qui	PRO:REL	qui
lui	PRO:PER	lui
était	VER:impf	être
familière	ADJ	familier
,	PUN	,
il	PRO:PER	il
traça	VER:simp	tracer
dans	PRP	dans
l'	DET:ART	le
air	NOM	air
,	PUN	,
avec	PRP	avec
son	DET:POS	son
bras	NOM	bras
,	PUN	,
un	DET:ART	un
geste	NOM	geste
dont	PRO:REL	dont
l'	DET:ART	le
amplitude	NOM	amplitude
embrassait	VER:impf	embrasser
le	DET:ART	le
monde	NOM	monde
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Hé	INT	hé
!	SENT	!
<EOS>	<EOS>	<EOS>
parbleu	INT	parbleu
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
le	PRO:PER	le
sais	VER:pres	savoir
bien	ADV	bien
,	PUN	,
acquiesça	VER:simp	acquiescer
M	VER:pper	m
.	SENT	.
Roch	NOM	roch
qui	PRO:REL	qui
répéta	VER:simp	répéter
,	PUN	,
en	PRP	en
l'	PRO:PER	la|le
élargissant	VER:ppre	élargir
encore	ADV	encore
,	PUN	,
le	DET:ART	le
geste	NOM	geste
du	PRP:det	du
curé	NOM	curé
.	SENT	.
<EOS>	<EOS>	<EOS>
Hé	INT	hé
!	SENT	!
<EOS>	<EOS>	<EOS>
parbleu	INT	parbleu
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
à	PRP	à
qui	PRO:REL	qui
le	PRO:PER	le
dites	VER:pres	dire
-vous	PRO:PER	vous
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
Oui	INT	oui
,	PUN	,
mais	KON	mais
c'	PRO:DEM	ce
est	VER:pres	être
très	ADV	très
cher	ADV	cher
;	PUN	;
c'	PRO:DEM	ce
est	VER:pres	être
trop	ADV	trop
cher	ADV	cher
...	PUN	...
--	PUN	--
C'	NAM	c'
est	VER:pres	être
trop	ADV	trop
cher	ADV	cher
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
riposta	VER:simp	riposter
le	DET:ART	le
curé	NOM	curé
...	PUN	...
Ah	NAM	ah
!	SENT	!
<EOS>	<EOS>	<EOS>
dame	NOM	dame
...	PUN	...
Écoutez	VER:pres	écouter
donc	ADV	donc
...	PUN	...
Toute	VER:pres	toute
la	DET:ART	le
noblesse	NOM	noblesse
,	PUN	,
toute	PRO:IND	tout
l'	DET:ART	le
élite	NOM	élite
...	PUN	...
Ça	VER:simp	ça
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
non	ADV	non
plus	ADV	plus
de	PRP	de
la	DET:ART	le
petite	ADJ	petit
bière	NOM	bière
,	PUN	,
ça	PRO:DEM	cela
,	PUN	,
Monsieur	NOM	monsieur
Roch	NAM	roch
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
Jésuites	NAM	jésuites
...	PUN	...
Bigre	NAM	bigre
!	SENT	!
<EOS>	<EOS>	<EOS>
ne	ADV	ne
confondons	VER:pres	confondre
pas	ADV	pas
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
prie	VER:pres	prier
,	PUN	,
autour	ADV	autour
avec	PRP	avec
alentour	ADV	alentour
...	PUN	...
Ainsi	NAM	ainsi
,	PUN	,
moi	PRO:PER	moi
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
connu	VER:pper	connaître
un	DET:ART	un
général	NOM	général
et	KON	et
deux	NUM	deux
évêques	NOM	évêque
...	PUN	...
Eh	NOM	eh
bien	ADJ	bien
,	PUN	,
ils	PRO:PER	il
en	PRO:PER	en
venaient	VER:impf	venir
...	PUN	...
voilà	ADV	voilà
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Et	KON	et
les	DET:ART	le
marquis	NOM	marquis
,	PUN	,
mon	DET:POS	mon
cher	ADJ	cher
monsieur	NOM	monsieur
,	PUN	,
y	PRO:PER	y
en	PRO:PER	en
a	VER:pres	avoir
!	SENT	!
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
en	PRO:PER	en
a	VER:pres	avoir
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Vous	PRO:PER	vous
comprenez	VER:pres	comprendre
,	PUN	,
ça	PRO:DEM	cela
se	PRO:PER	se
paie	VER:pres	payer
,	PUN	,
ces	PRO:DEM	ce
choses	NOM	chose
-là	ADV	là
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
--	PUN	--
Hé	INT	hé
!	SENT	!
<EOS>	<EOS>	<EOS>
parbleu	INT	parbleu
!	SENT	!
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
ne	ADV	ne
dis	VER:pres	dire
pas	ADV	pas
non	ADV	non
...	PUN	...
protesta	VER:simp	protester
M	VER:pper	m
.	SENT	.
Roch	NAM	roch
,	PUN	,
ébloui	VER:pper	éblouir
...	PUN	...
Évidemment	NOM	évidemment
,	PUN	,
ça	PRO:DEM	cela
doit	VER:pres	devoir
se	PRO:PER	se
payer	VER:infi	payer
!	SENT	!
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
ajoute	VER:pres	ajouter
,	PUN	,
en	PRP	en
se	PRO:PER	se
rengorgeant	VER:ppre	rengorger
:	PUN	:
--	PUN	--
D'	PRP	de
ailleurs	ADV	ailleurs
où	PRO:REL	où
serait	VER:cond	être
le	DET:ART	le
mérite	NOM	mérite
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
Car	KON	car
enfin	ADV	enfin
,	PUN	,
soyons	VER:subp	être
justes	ADJ	juste
...	PUN	...
C'	NAM	c'
est	VER:pres	être
comme	ADV	comme
moi	PRO:PER	moi
,	PUN	,
Monsieur	NOM	monsieur
le	DET:ART	le
curé	NOM	curé
...	PUN	...
Une	VER:simp	une
belle	ADJ	beau
lampe	NOM	lampe
,	PUN	,
n'	ADV	ne
est	VER:pres	être
-ce	PRO:DEM	ce
pas	NOM	pas
?	SENT	?
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
la	PRO:PER	la
vends	VER:pres	vendre
plus	ADV	plus
cher	ADV	cher
qu'	KON	que
une	DET:ART	un
vilaine	NOM	vilain
...	PUN	...
--	PUN	--
Voilà	ABR	voilà
la	DET:ART	le
question	NOM	question
!	SENT	!
<EOS>	<EOS>	<EOS>
résuma	VER:simp	résumer
le	DET:ART	le
curé	NOM	curé
qui	PRO:REL	qui
tapota	VER:simp	tapoter
l'	DET:ART	le
épaule	NOM	épaule
de	PRP	de
M	NOM	m
.	SENT	.
Roch	NOM	roch
à	PRP	à
menus	ADJ	menu
coups	NOM	coup
,	PUN	,
affectueux	ADJ	affectueux
et	KON	et
encourageants	ADJ	encourageant
...	PUN	...
Vous	NAM	vous
avez	VER:pres	avoir
,	PUN	,
mon	DET:POS	mon
cher	ADJ	cher
paroissien	NOM	paroissien
,	PUN	,
mis	VER:pper	mettre
le	DET:ART	le
doigt	NOM	doigt
sur	PRP	sur
la	DET:ART	le
question	NOM	question
...	PUN	...
Les	DET:ART	le
Jésuites	NAM	jésuites
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Bigre	INT	bigre
!	SENT	!
<EOS>	<EOS>	<EOS>
ça	PRO:DEM	cela
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
rien	ADV	rien
!	SENT	!
<EOS>	<EOS>	<EOS>
Longtemps	ADV	longtemps
,	PUN	,
ils	PRO:PER	il
se	PRO:PER	se
promenèrent	VER:simp	promener
,	PUN	,
judicieux	ADJ	judicieux
et	KON	et
prolixes	ADJ	prolixe
,	PUN	,
sous	PRP	sous
les	DET:ART	le
tilleuls	NOM	tilleul
du	PRP:det	du
presbytère	NOM	presbytère
,	PUN	,
préparant	VER:ppre	préparer
à	PRP	à
Sébastien	NAM	sébastien
un	DET:ART	un
avenir	NOM	avenir
splendide	ADJ	splendide
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
soleil	NOM	soleil
gouttelait	VER:impf	goutteler
d'	PRP	de
entre	PRP	entre
les	DET:ART	le
feuilles	NOM	feuille
,	PUN	,
sur	PRP	sur
leurs	DET:POS	leur
vêtements	NOM	vêtement
et	KON	et
sur	PRP	sur
les	DET:ART	le
herbes	NOM	herbe
de	PRP	de
l'	DET:ART	le
allée	NOM	allée
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
air	NOM	air
était	VER:impf	être
lourd	ADJ	lourd
.	SENT	.
<EOS>	<EOS>	<EOS>
Lentement	ADV	lentement
,	PUN	,
les	DET:ART	le
mains	NOM	main
croisées	VER:pper	croiser
derrière	PRP	derrière
le	DET:ART	le
dos	NOM	dos
,	PUN	,
ils	PRO:PER	il
marchaient	VER:impf	marcher
,	PUN	,
s'	PRO:PER	se
arrêtant	VER:ppre	arrêter
,	PUN	,
tous	PRO:IND	tout
les	DET:ART	le
cinq	NUM	cinq
pas	NOM	pas
,	PUN	,
très	ADV	très
rouges	ADJ	rouge
,	PUN	,
en	PRP	en
sueur	NOM	sueur
,	PUN	,
l'	DET:ART	le
âme	NOM	âme
remplie	VER:pper	remplir
de	PRP	de
rêves	NOM	rêve
grandioses	ADJ	grandiose
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
petit	ADJ	petit
chien	NOM	chien
les	PRO:PER	la|le
suivait	VER:impf	suivre
qui	PRO:REL	qui
,	PUN	,
derrière	PRP	derrière
eux	PRO:PER	eux
,	PUN	,
trottinait	VER:impf	trottiner
en	PRP	en
boitant	VER:ppre	boiter
et	KON	et
tirait	VER:impf	tirer
la	DET:ART	le
langue	NOM	langue
.	SENT	.
<EOS>	<EOS>	<EOS>
M	NOM	m
.	SENT	.
Roch	NAM	roch
répéta	VER:simp	répéter
:	PUN	:
--	PUN	--
Quand	KON	quand
on	PRO:PER	on
a	VER:pres	avoir
les	DET:ART	le
Jésuites	NOM	jésuite
dans	PRP	dans
sa	DET:POS	son
manche	NOM	manche
,	PUN	,
on	PRO:PER	on
est	VER:pres	être
sûr	ADJ	sûr
de	PRP	de
faire	VER:infi	faire
son	DET:POS	son
chemin	NOM	chemin
!	SENT	!
<EOS>	<EOS>	<EOS>
Sur	PRP	sur
quoi	PRO	quoi
,	PUN	,
le	DET:ART	le
curé	NOM	curé
appuya	VER:simp	appuyer
de	PRP	de
son	DET:POS	son
enthousiasme	NOM	enthousiasme
:	PUN	:
--	PUN	--
Et	KON	et
quel	PRO:REL	quel
