cherchait	VER:impf	chercher
,	PUN	,
de	PRP	de
compte	NOM	compte
au	PRP:det	au
coin	NOM	coin
intention	NOM	intention
les	DET:ART	le
Tourmenté	VER:pper	tourmenter
cette	PRO:DEM	ce
-même	ADJ	même
bien	ADV	bien
malgré	PRP	malgré
dans	PRP	dans
de	PRP	de
ni	KON	ni
comprendre	VER:infi	comprendre
la	DET:ART	le
tourne	VER:pres	tourner
aux	PRP:det	au
une	DET:ART	un
dans	PRP	dans
monde	NOM	monde
la	DET:ART	le
<EOS>	<EOS>	<EOS>
lorsqu'	KON	lorsque
;	PUN	;
timidement	ADV	timidement
n'	ADV	ne
<EOS>	<EOS>	<EOS>
avec	PRP	avec
Quelle	PRO:REL	quel
lui	PRO:PER	lui
le	DET:ART	le
C'	NAM	c'
à	PRP	à
,	PUN	,
amitiés	NOM	amitié
sa	DET:POS	son
hache	NOM	hache
sait	VER:pres	savoir
désert	NOM	désert
que	PRO:REL	que
main	NOM	main
non	ADV	non
pour	PRP	pour
,	PUN	,
,	PUN	,
leurs	DET:POS	leur
n'	ADV	ne
il	PRO:PER	il
,	PUN	,
alors	ADV	alors
,	PUN	,
un	DET:ART	un
Arabes	NAM	arabes
abandonnera	VER:futu	abandonner
a	VER:pres	avoir
pour	PRP	pour
son	DET:POS	son
.	SENT	.
existaient	VER:impf	exister
à	PRP	à
.	SENT	.
Aujourd'hui	ADV	aujourd'hui
sondant	VER:ppre	sonder
il	PRO:PER	il
chronique	NOM	chronique
.	SENT	.
<EOS>	<EOS>	<EOS>
libre	ADJ	libre
joies	NOM	joie
il	PRO:PER	il
qui	PRO:REL	qui
à	PRP	à
frein	NOM	frein
sous	PRP	sous
Grand	NAM	grand
les	DET:ART	le
mieux	ADV	mieux
que	KON	que
,	PUN	,
,	PUN	,
élargissent	VER:pres	élargir
entraves	NOM	entrave
lointaines	ADJ	lointain
sûr	ADJ	sûr
M	VER:pper	m
douleurs	NOM	douleur
dit	VER:pper	dire
,	PUN	,
était	VER:impf	être
de	PRP	de
Paul	NAM	paul
on	PRO:PER	on
à	PRP	à
héros	NOM	héro|héros
comment	ADV	comment
une	DET:ART	un
mais	KON	mais
toujours	ADV	toujours
fer	NOM	fer
des	PRP:det	du
milieu	NOM	milieu
dévouement	NOM	dévouement
Amériques	NOM	amériques
départ	NOM	départ
un	DET:ART	un
l'	PRO:PER	la|le
d'	PRP	de
<EOS>	<EOS>	<EOS>
années	NOM	année
fiant	VER:ppre	fier
de	PRP	de
le	DET:ART	le
deux	NUM	deux
Dieu	NOM	dieu
Dieu	NOM	dieu
désert	NOM	désert
du	PRP:det	du
la	DET:ART	le
l'	DET:ART	le
,	PUN	,
homme	NOM	homme
pied	NOM	pied
le	DET:ART	le
.	SENT	.
la	DET:ART	le
de	PRP	de
avec	PRP	avec
avec	PRP	avec
l'	DET:ART	le
de	PRP	de
le	DET:ART	le
peine	NOM	peine
son	DET:POS	son
ses	DET:POS	son
les	DET:ART	le
à	PRP	à
<EOS>	<EOS>	<EOS>
comprendre	VER:infi	comprendre
s'	PRO:PER	se
plus	ADV	plus
général	ADJ	général
se	PRO:PER	se
les	PRO:PER	la|le
<EOS>	<EOS>	<EOS>
de	PRP	de
<EOS>	<EOS>	<EOS>
en	PRO:PER	en
soulevé	VER:pper	soulever
,	PUN	,
régions	NOM	région
où	PRO:REL	où
.	SENT	.
des	PRP:det	du
l'	DET:ART	le
Aimard	NAM	aimard
faut	VER:pres	falloir
son	DET:POS	son
Aimard	NAM	aimard
avait	VER:impf	avoir
pas	ADV	pas
«	PUN:cit	«
arriver	VER:infi	arriver
étrangers	ADJ	étranger
,	PUN	,
,	PUN	,
courses	NOM	course
ces	PRO:DEM	ce
tous	PRO:IND	tout
de	PRP	de
.	SENT	.
haines	NOM	haine
vapeur	NOM	vapeur
les	PRO:PER	la|le
comment	ADV	comment
est	VER:pres	être
,	PUN	,
se	PRO:PER	se
et	KON	et
il	PRO:PER	il
il	PRO:PER	il
les	DET:ART	le
reconnaissant	VER:ppre	reconnaître
lui	PRO:PER	lui
vapeur	NOM	vapeur
allait	VER:impf	aller
le	DET:ART	le
le	DET:ART	le
de	PRP	de
habitants	NOM	habitant
ou	KON	ou
de	PRP	de
n'	ADV	ne
rend	VER:pres	rendre
<SEG>
une	DET:ART	un
des	PRP:det	du
.	SENT	.
au	PRP:det	au
mal	ADV	mal
,	PUN	,
d'	PRP	de
rien	ADV	rien
tantôt	NOM	tantôt
--	PUN	--
La	DET:ART	le
Léona	NAM	léona
herbe	NOM	herbe
,	PUN	,
herbes	NOM	herbe
excellent	ADJ	excellent
de	PRP	de
pressai	VER:simp	presser
me	PRO:PER	me
,	PUN	,
positivement	ADV	positivement
.	SENT	.
contrées	NOM	contrée
Le	DET:ART	le
plus	ADV	plus
milliers	NOM	millier
Léona	NAM	léona
fourmis	NOM	fourmi
;	PUN	;
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
ne	ADV	ne
la	DET:ART	le
sur	PRP	sur
sous	PRP	sous
de	PRP	de
l'	DET:ART	le
une	DET:ART	un
pris	VER:pper	prendre
de	PRP	de
puisque	KON	puisque
la	DET:ART	le
Je	PRO:PER	je
et	KON	et
à	PRP	à
j'	PRO:PER	je
de	PRP	de
dans	PRP	dans
du	PRP:det	du
,	PUN	,
par	PRP	par
des	PRP:det	du
routier	NOM	routier
monté	VER:pper	monter
inconnues	ADJ	inconnu
longtemps	ADV	longtemps
vieux	ADJ	vieux
sans	PRP	sans
.	SENT	.
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
un	DET:ART	un
pueblo	NOM	pueblo
à	PRP	à
main	NOM	main
au	PRP:det	au
bonne	ADJ	bon
ces	PRO:DEM	ce
m'	PRO:PER	me
un	DET:ART	un
,	PUN	,
armes	NOM	arme
continuer	VER:infi	continuer
en	PRP	en
une	DET:ART	un
horizon	NOM	horizon
loin	ADV	loin
,	PUN	,
.	SENT	.
afin	KON	afin
charment	VER:pres	charmer
places	NOM	place
à	PRP	à
Je	PRO:PER	je
lettre	NOM	lettre
la	DET:ART	le
c'	PRO:DEM	ce
regard	NOM	regard
traversé	VER:pper	traverser
,	PUN	,
des	PRP:det	du
que	KON	que
en	PRP	en
partie	NOM	partie
du	PRP:det	du
donc	ADV	donc
fait	VER:pper	faire
vie	NOM	vie
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
chaleurs	NOM	chaleur
plus	ADV	plus
dit-il	NOM	dit-il
en	PRO:PER	en
en	PRP	en
!	SENT	!
secoua	VER:simp	secouer
séduisants	ADJ	séduisant
la	DET:ART	le
attraits	NOM	attrait
occasion	NOM	occasion
en	PRP	en
,	PUN	,
Amérique	NAM	amérique
fond	NOM	fond
pitié	NOM	pitié
aie	VER:subp	avoir
armé	VER:pper	armer
de	PRP	de
fromage	NOM	fromage
à	PRP	à
même	ADV	même
,	PUN	,
détrousser	VER:infi	détrousser
prairie	NOM	prairie
,	PUN	,
en	PRP	en
bleus	ADJ	bleu
digne	ADJ	digne
,	PUN	,
Fontaine	NAM	fontaine
;	PUN	;
du	PRP:det	du
prix	NOM	prix
Castroville	NAM	castroville
bois	NOM	bois
avait	VER:impf	avoir
pour	KON	pour
d'	PRP	de
Fredericksburg	NAM	fredericksburg
que	KON	que
cabanes	NOM	cabane
des	PRP:det	du
je	PRO:PER	je
dont	PRO:REL	dont
,	PUN	,
nomade	NOM	nomade
étais	VER:impf	être
<EOS>	<EOS>	<EOS>
étoile	NOM	étoile
dernier	ADJ	dernier
<EOS>	<EOS>	<EOS>
ruinées	VER:pper	ruiner
ce	PRO:DEM	ce
rues	NOM	rue
vous	PRO:PER	vous
de	PRP	de
dernier	ADJ	dernier
des	PRP:det	du
,	PUN	,
coquins	NOM	coquin
mon	DET:POS	mon
aller	VER:infi	aller
il	PRO:PER	il
Cet	PRO:DEM	ce
lapins	NOM	lapin
<EOS>	<EOS>	<EOS>
,	PUN	,
--	PUN	--
d'	PRP	de
de	PRP	de
couleurs	NOM	couleur
borné	VER:pper	borner
.	SENT	.
quitté	VER:pper	quitter
;	PUN	;
de	PRP	de
où	PRO:REL	où
avait	VER:impf	avoir
Malheureusement	ADV	malheureusement
que	PRO:REL	que
avaient	VER:impf	avoir
tombent	VER:pres	tomber
bouquets	NOM	bouquet
sans	PRP	sans
Européens	NAM	européens
avais	VER:impf	avoir
bravement	ADV	bravement
proverbe	NOM	proverbe
si	ADV	si
m'	PRO:PER	me
entre	PRP	entre
de	PRP	de
solo	NOM	solo
Galveston	NAM	galveston
moi	PRO:PER	moi
sevré	VER:pper	sevrer
,	PUN	,
un	DET:ART	un
J'	PRO:PER	je
,	PUN	,
vérité	NOM	vérité
le	DET:ART	le
revêtu	VER:pper	revêtir
<EOS>	<EOS>	<EOS>
de	PRP	de
face	NOM	face
sa	DET:POS	son
ne	ADV	ne
dans	PRP	dans
Çà	ADV	çà
,	PUN	,
hispano-américains	ADJ	hispano-américain
meurtres	NOM	meurtre
arrivée	NOM	arrivé|arrivée
les	DET:ART	le
dans	PRP	dans
été	VER:pper	être
n'	ADV	ne
plus	ADV	plus
assez	ADV	assez
nuit	NOM	nuit
d'	PRP	de
les	DET:ART	le
andar	ADJ	andar
l'	DET:ART	le
tolderia	NOM	tolderia
boisées	ADJ	boisé
j'	PRO:PER	je
<EOS>	<EOS>	<EOS>
de	PRP	de
le	PRO:PER	le
la	DET:ART	le
cardinaux	NOM	cardinal
fin	NOM	fin
m'	PRO:PER	me
filet	NOM	filet
désespéré	VER:pper	désespérer
pays	NOM	pays
Galveston	NAM	galveston
la	DET:ART	le
type	NOM	type
d'	PRP	de
comme	ADV	comme
<EOS>	<EOS>	<EOS>
.	SENT	.
de	PRP	de
d'	PRP	de
dont	PRO:REL	dont
petite	ADJ	petit
<EOS>	<EOS>	<EOS>
retenir	VER:infi	retenir
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
celui	PRO:DEM	celui
,	PUN	,
du	PRP:det	du
.	SENT	.
homme	NOM	homme
redouter	VER:infi	redouter
fièvres	NOM	fièvre
mortelles	ADJ	mortel
.	SENT	.
