quantité	NOM	quantité
toilette	NOM	toilette
mon	DET:POS	mon
vrai	ADJ	vrai
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
génération	NOM	génération
de	PRP	de
<EOS>	<EOS>	<EOS>
discours	NOM	discours
,	PUN	,
petit	ADJ	petit
la	DET:ART	le
elle	PRO:PER	elle
bons	ADJ	bon
les	DET:ART	le
:	PUN	:
je	PRO:PER	je
clair	ADJ	clair
la	DET:ART	le
,	PUN	,
de	PRP	de
prince	NOM	prince
,	PUN	,
<EOS>	<EOS>	<EOS>
les	DET:ART	le
,	PUN	,
Histoire	NAM	histoire
du	PRP:det	du
vertus	NOM	vertu
de	PRP	de
ne	ADV	ne
souffle	NOM	souffle
Quelqu'un	PRO:IND	quelqu'un
À	PRP	à
un	DET:ART	un
<EOS>	<EOS>	<EOS>
parle	VER:pres	parler
pour	KON	pour
dans	PRP	dans
pensées	NOM	pensée
.	SENT	.
dont	PRO:REL	dont
ouvris	VER:simp	ouvrir
dis	VER:pres	dire
une	DET:ART	un
homme	NOM	homme
<EOS>	<EOS>	<EOS>
d'	PRP	de
,	PUN	,
élevée	VER:pper	élever
de	PRP	de
.	SENT	.
Car	KON	car
votre	DET:POS	votre
pattes	NOM	patte
verte	ADJ	vert
un	DET:ART	un
à	PRP	à
d'	PRP	de
contre	PRP	contre
de	PRP	de
C'	PRO:DEM	ce
demandait	VER:impf	demander
et	KON	et
avisée	VER:pper	aviser
ne	ADV	ne
un	DET:ART	un
en	PRP	en
mi-closes	ADJ	mi-clos
d'	PRP	de
songeait	VER:impf	songer
des	PRP:det	du
Hamilcar	NAM	hamilcar
m'	PRO:PER	me
<EOS>	<EOS>	<EOS>
chant	NOM	chant
une	DET:ART	un
homme	NOM	homme
il	PRO:PER	il
jamais	ADV	jamais
celle	PRO:DEM	celui
,	PUN	,
mienne	PRO:POS	mien
un	DET:ART	un
attendant	VER:ppre	attendre
,	PUN	,
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
de	PRP	de
de	PRP	de
,	PUN	,
puis	ADV	puis
d'	PRP	de
que	PRO:REL	que
bibliothécaire	NOM	bibliothécaire
qui	PRO:REL	qui
petit	ADJ	petit
appesantie	VER:pper	appesantir
est	VER:pres	être
en	PRP	en
assez	ADV	assez
brièveté	NOM	brièveté
un	DET:ART	un
qu'	PRO:REL	que
blessé	ADJ	blessé
ne	ADV	ne
la	DET:ART	le
les	DET:ART	le
avec	PRP	avec
le	DET:ART	le
devant	PRP	devant
.	SENT	.
d'	PRP	de
espoir	NOM	espoir
la	DET:ART	le
.	SENT	.
plissant	VER:ppre	plisser
nouveautés	NOM	nouveauté
épaisse	ADJ	épais
.	SENT	.
plus	ADV	plus
sir	NOM	sir
.	SENT	.
vils	ADJ	vil
les	DET:ART	le
ne	ADV	ne
tout	ADV	tout
de	PRP	de
,	PUN	,
de	PRP	de
,	PUN	,
infatigable	ADJ	infatigable
ses	DET:POS	son
réflexions	NOM	réflexion
pensait	VER:impf	penser
ce	PRO:DEM	ce
annonça	VER:simp	annoncer
oreilles	NOM	oreille
un	DET:ART	un
librairie	NOM	librairie
<EOS>	<EOS>	<EOS>
d'	PRP	de
me	PRO:PER	me
1	NUM	@card@
un	DET:ART	un
à	PRP	à
diplomatique	NOM	diplomatique
,	PUN	,
historique	ADJ	historique
que	PRO:REL	que
soufflait	VER:impf	souffler
monsieur	NOM	monsieur
acheter	VER:infi	acheter
Ce	NAM	ce
plus	ADV	plus
de	PRP	de
en	PRP	en
,	PUN	,
car	KON	car
égal	ADJ	égal
sur	PRP	sur
fourrure	NOM	fourrure
quelques	PRO:IND	quelque
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
voluptueux	ADJ	voluptueux
garder	VER:infi	garder
.	SENT	.
,	PUN	,
signifient	VER:pres	signifier
être	VER:infi	être
Acta	NAM	acta
entre	PRP	entre
Louvre	NAM	louvre
danseront	VER:futu	danser
bise	NOM	bise
ennuyeux	ADJ	ennuyeux
cette	PRO:DEM	ce
,	PUN	,
Mais	KON	mais
confiance	NOM	confiance
En	PRP	en
,	PUN	,
Je	PRO:PER	je
d'	PRP	de
au	PRP:det	au
excès	NOM	excès
ton	NOM	ton
me	PRO:PER	me
les	DET:ART	le
mon	DET:POS	mon
avait	VER:impf	avoir
sont	VER:pres	être
des	PRP:det	du
C'	PRO:DEM	ce
des	PRP:det	du
de	PRP	de
<EOS>	<EOS>	<EOS>
pèche	VER:pres	pécher
bouquins	NOM	bouquin
.	SENT	.
qu'	PRO:REL	que
de	PRP	de
offrit	VER:simp	offrir
était	VER:impf	être
d'	PRP	de
acquit	VER:simp	acquérir
d'	PRP	de
m'	PRO:PER	me
nocturne	ADJ	nocturne
gardien	NOM	gardien
porte	NOM	porte
d'	PRP	de
l'	DET:ART	le
.	SENT	.
Et	KON	et
ainsi	ADV	ainsi
commencement	NOM	commencement
,	PUN	,
Héroïque	ADJ	héroïque
soulevait	VER:impf	soulever
militaires	ADJ	militaire
monsieur	NOM	monsieur
qui	PRO:REL	qui
ce	PRO:DEM	ce
gouvernante	NOM	gouvernant
de	PRP	de
c'	PRO:DEM	ce
,	PUN	,
.	SENT	.
sait	VER:pres	savoir
au	PRP:det	au
,	PUN	,
moi	PRO:PER	moi
J'	PRO:PER	je
,	PUN	,
glace	NOM	glace
archivistes	NOM	archiviste
soit	KON	soit
d'	PRP	de
.	SENT	.
qui	PRO:REL	qui
voyant	NOM	voyant
<EOS>	<EOS>	<EOS>
livres	NOM	livre
ta	DET:POS	ton
l'	DET:ART	le
que	KON	que
était	VER:impf	être
encore	ADV	encore
les	DET:ART	le
.	SENT	.
et	KON	et
,	PUN	,
obscurci	VER:pper	obscurcir
chenets	NOM	chenets
M	ADJ	m
la	DET:ART	le
que	KON	que
Raleigh	NAM	raleigh
Monsieur	NOM	monsieur
des	PRP:det	du
répondit	VER:simp	répondre
l'	DET:ART	le
le	DET:ART	le
.	SENT	.
.	SENT	.
tu	PRO:PER	tu
bras	NOM	bras
ses	DET:POS	son
livre	NOM	livre
pas	ADV	pas
je	PRO:PER	je
il	PRO:PER	il
Je	PRO:PER	je
volume	NOM	volume
<EOS>	<EOS>	<EOS>
dors	VER:pres	dormir
contenant	VER:ppre	contenir
accompagna	VER:simp	accompagner
Hamilcar	NAM	hamilcar
portait	VER:impf	porter
ne	ADV	ne
,	PUN	,
.	SENT	.
jaunes	ADJ	jaune
bien	ADV	bien
les	DET:ART	le
tes	DET:POS	ton
sur	PRP	sur
l'	PRO:PER	la|le
.	SENT	.
,	PUN	,
très	ADV	très
On	PRO:PER	on
grâce	NOM	grâce
.	SENT	.
fais	VER:pres	faire
<EOS>	<EOS>	<EOS>
et	KON	et
Hamilcar	NAM	hamilcar
plus	ADV	plus
,	PUN	,
en	PRP	en
laisser	VER:infi	laisser
forme	NOM	forme
semblait	VER:impf	sembler
pris	VER:pper	prendre
l	VER:pper	l
pauvre	ADJ	pauvre
jaquette	NOM	jaquette
feu	NOM	feu
à	PRP	à
toute	PRO:IND	tout
Coccoz	NAM	coccoz
lui	PRO:PER	lui
courtier	NOM	courtier
,	PUN	,
.	SENT	.
oreilles	NOM	oreille
!	SENT	!
mince	ADJ	mince
de	PRP	de
je	PRO:PER	je
et	KON	et
guerrier	NOM	guerrier
et	KON	et
quelqu'un	PRO:IND	quelqu'un
avais	VER:impf	avoir
volante	ADJ	volant
,	PUN	,
.	SENT	.
notre	DET:POS	notre
<EOS>	<EOS>	<EOS>
J'	NAM	j'
mollesse	NOM	mollesse
prononce	VER:pres	prononcer
clair	ADJ	clair
aussitôt	ADV	aussitôt
«	PUN:cit	«
J'	PRO:PER	je
que	KON	que
quelles	PRO:REL	quel
son	DET:POS	son
derrière	PRP	derrière
Hamilcar	NAM	hamilcar
votre	DET:POS	votre
<EOS>	<EOS>	<EOS>
,	PUN	,
rongeurs	NOM	rongeur
qu'	KON	que
C'	PRO:DEM	ce
ses	DET:POS	son
qui	PRO:REL	qui
ma	DET:POS	mon
d'	PRP	de
,	PUN	,
,	PUN	,
catalogue	NOM	catalogue
de	PRP	de
genre	NOM	genre
une	DET:ART	un
sens	NOM	sens
<EOS>	<EOS>	<EOS>
pleines	ADJ	plein
livre	NOM	livre
me	PRO:PER	me
mon	DET:POS	mon
Tour	NAM	tour
le	DET:ART	le
la	DET:ART	le
avança	VER:simp	avancer
le	DET:ART	le
rédigé	VER:pper	rédiger
une	DET:ART	un
ouvrages	NOM	ouvrage
dit-il	NOM	dit-il
et	KON	et
sous	PRP	sous
Un	DET:ART	un
allongeant	VER:ppre	allonger
se	PRO:PER	se
d'	PRP	de
effet	NOM	effet
cristaux	NOM	cristaux
de	PRP	de
capitale	NOM	capitale
qu'	PRO:REL	que
pour	PRP	pour
nature	NOM	nature
doctes	ADJ	docte
,	PUN	,
,	PUN	,
paroles	NOM	parole
aspect	NOM	aspect
suis	VER:pres	suivre|être
-même	ADJ	même
,	PUN	,
,	PUN	,
.	SENT	.
avec	PRP	avec
-là	ADV	là
que	KON	que
fis	VER:simp	faire
sa	DET:POS	son
ses	DET:POS	son
si	KON	si
referma	VER:simp	refermer
où	PRO:REL	où
à	PRP	à
<EOS>	<EOS>	<EOS>
est	VER:pres	être
flambait	VER:impf	flamber
en	PRP	en
Mais	KON	mais
de	PRP	de
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
,	PUN	,
à	PRP	à
de	PRP	de
cheminée	NOM	cheminée
quand	KON	quand
protègent	VER:pres	protéger
vif	ADJ	vif
,	PUN	,
je	PRO:PER	je
somnolent	ADJ	somnolent
la	DET:ART	le
<EOS>	<EOS>	<EOS>
ponts	NOM	pont
Buridan	NAM	buridan
je	PRO:PER	je
,	PUN	,
laissant	VER:ppre	laisser
fessée	NOM	fessée
approchai	VER:simp	approcher
,	PUN	,
,	PUN	,
de	PRP	de
Abélard	NAM	abélard
un	DET:ART	un
savant	ADJ	savant
n'	ADV	ne
<EOS>	<EOS>	<EOS>
de	PRP	de
'	PUN	'
mériterait	VER:cond	mériter
femme	NOM	femme
,	PUN	,
au	PRP:det	au
presque	ADV	presque
un	DET:ART	un
liberté	NOM	liberté
nom	NOM	nom
fauteuil	NOM	fauteuil
de	PRP	de
<EOS>	<EOS>	<EOS>
--	PUN	--
jeune	ADJ	jeune
un	DET:ART	un
par	PRP	par
ami	NOM	ami
rien	ADV	rien
vie	NOM	vie
de	PRP	de
laisse	VER:pres	laisser
des	PRP:det	du
maisons	NOM	maison
,	PUN	,
il	PRO:PER	il
faisant	VER:ppre	faire
repas	NOM	repas
que	KON	que
souriant	VER:ppre	sourire
de	PRP	de
aux	PRP:det	au
Hamilcar	NAM	hamilcar
,	PUN	,
les	DET:ART	le
prunelles	NOM	prunelle
en	PRP	en
bibliothèque	NOM	bibliothèque
livres	NOM	livre
soit	KON	soit
rêverie	NOM	rêverie
trouver	VER:infi	trouver
robe	NOM	robe
<EOS>	<EOS>	<EOS>
ma	DET:POS	mon
est	VER:pres	être
ce	PRO:DEM	ce
par	PRP	par
bien	ADV	bien
il	PRO:PER	il
Il	PRO:PER	il
et	KON	et
exactitude	NOM	exactitude
de	PRP	de
prix	NOM	prix
mentent	VER:pres	mentir
tartare	ADJ	tartare
il	PRO:PER	il
souris	NOM	souris
--	PUN	--
fougère	NOM	fougère
et	KON	et
lecture	NOM	lecture
plus	ADV	plus
complaisance	NOM	complaisance
quai	NOM	quai
annonce	NOM	annonce
de	PRP	de
homonculus	NOM	homonculus
en	PRP	en
de	PRP	de
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
honneur	NOM	honneur
<EOS>	<EOS>	<EOS>
d'	PRP	de
et	KON	et
peut-être	ADV	peut-être
et	KON	et
fleurissaient	VER:impf	fleurir
fut	VER:simp	être
de	PRP	de
véritable	ADJ	véritable
manuscrits	NOM	manuscrit
la	DET:ART	le
alors	ADV	alors
Hamilcar	NAM	hamilcar
place	NOM	place
histoire	NOM	histoire
vous	PRO:PER	vous
facile	ADJ	facile
plut	VER:simp	plaire|pleuvoir
cuisinière	NOM	cuisinier|cuisinière
désirer	VER:infi	désirer
en	PRP	en
rond	NOM	rond
<EOS>	<EOS>	<EOS>
et	KON	et
,	PUN	,
<EOS>	<EOS>	<EOS>
qu'	KON	que
au	PRP:det	au
nouveautés	NOM	nouveauté
<EOS>	<EOS>	<EOS>
est	VER:pres	être
à	PRP	à
dans	PRP	dans
paléographie	NOM	paléographie
il	PRO:PER	il
toilette	NOM	toilette
,	PUN	,
--	PUN	--
des	PRP:det	du
.	SENT	.
sentiment	NOM	sentiment
m'	PRO:PER	me
et	KON	et
déclamer	VER:infi	déclamer
modique	ADJ	modique
un	DET:ART	un
de	PRP	de
je	PRO:PER	je
un	DET:ART	un
peau	NOM	peau
»	PUN:cit	»
des	PRP:det	du
une	DET:ART	un
bibliothèque	NOM	bibliothèque
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
de	PRP	de
dans	PRP	dans
de	PRP	de
livres	NOM	livre
en	PRP	en
.	SENT	.
pas	ADV	pas
le	DET:ART	le
--	PUN	--
pourquoi	ADV	pourquoi
lisant	ADJ	lisant
du	PRP:det	du
,	PUN	,
;	PUN	;
!	SENT	!
les	DET:ART	le
en	PRP	en
fenêtres	NOM	fenêtre
le	DET:ART	le
et	KON	et
lus	VER:pper	lire
et	KON	et
--	PUN	--
Amours	NAM	amours
l'	PRO:PER	la|le
éprouve	VER:pres	éprouver
ce	PRO:DEM	ce
premier	NUM	premier
la	DET:ART	le
Il	PRO:PER	il
et	KON	et
que	PRO:REL	que
pâle	ADJ	pâle
nez	NOM	nez
<EOS>	<EOS>	<EOS>
Thompson	NAM	thompson
.	SENT	.
deviner	VER:infi	deviner
sons	NOM	son
en	PRP	en
un	DET:ART	un
l'	DET:ART	le
risqueriez	VER:cond	risquer
,	PUN	,
véridiques	ADJ	véridique
,	PUN	,
songeant	VER:ppre	songer
fort	NOM	fort
bruit	NOM	bruit
le	DET:ART	le
petits	ADJ	petit
Et	KON	et
bouilloire	NOM	bouilloire
,	PUN	,
lisais	VER:impf	lire|liser
<EOS>	<EOS>	<EOS>
entre	PRP	entre
Seine	NAM	seine
coula	VER:simp	couler
!	SENT	!
dans	PRP	dans
,	PUN	,
m'	PRO:PER	me
Le	DET:ART	le
légère	ADJ	léger
découvrit	VER:simp	découvrir
chétive	ADJ	chétif
le	DET:ART	le
rien	ADV	rien
de	PRP	de
,	PUN	,
<EOS>	<EOS>	<EOS>
Ainsi	NAM	ainsi
sans	PRP	sans
.	SENT	.
il	PRO:PER	il
d'	PRP	de
répondis	VER:simp	répondre
essuyai	VER:simp	essuyer
songeai	VER:simp	songer
.	SENT	.
.	SENT	.
,	PUN	,
,	PUN	,
abaissant	VER:ppre	abaisser
chaise	NOM	chaise
de	PRP	de
maussades	ADJ	maussade
les	DET:ART	le
place	NOM	place
«	PUN:cit	«
en	PRO:PER	en
.	SENT	.
pour	PRP	pour
feuilles	NOM	feuille
dans	PRP	dans
<EOS>	<EOS>	<EOS>
une	DET:ART	un
!	SENT	!
tu	PRO:PER	tu
,	PUN	,
pour	PRP	pour
intérêt	NOM	intérêt
!	SENT	!
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
dans	PRP	dans
ceux	PRO:DEM	celui
premiers	NOM	premier
que	PRO:REL	que
Celui	PRO:DEM	celui
d'	PRP	de
<EOS>	<EOS>	<EOS>
de	PRP	de
Thomas	NAM	thomas
vous	PRO:PER	vous
saluts	NOM	salut
Marguerite	NAM	marguerite
--	PUN	--
cabinet	NOM	cabinet
et	KON	et
de	PRP	de
-je	PRO:PER	je
une	DET:ART	un
m'	PRO:PER	me
coussin	NOM	coussin
en	PRP	en
La	DET:ART	le
que	PRO:REL	que
,	PUN	,
dieux	NOM	dieu
,	PUN	,
et	KON	et
doucement	ADV	doucement
qu'	PRO:REL	que
Le	PRO:PER	le
la	DET:ART	le
histoire	NOM	histoire
pleines	ADJ	plein
,	PUN	,
.	SENT	.
zébrée	VER:pper	zébrer
pantoufles	NOM	pantoufle
de	PRP	de
quoique	KON	quoique
vue	NOM	vue
petits	ADJ	petit
,	PUN	,
dit	VER:pres	dire
.	SENT	.
Je	PRO:PER	je
agate	NOM	agate
imaginative	ADJ	imaginatif
,	PUN	,
couché	VER:pper	coucher
sultane	NOM	sultane
et	KON	et
malséant	ADJ	malséant
présentiez	VER:impf	présenter
mine	NOM	mine
que	KON	que
point	ADV	point
son	DET:POS	son
de	PRP	de
Héloïse	NAM	héloïse
la	DET:ART	le
de	PRP	de
-je	PRO:PER	je
abandonnais	VER:impf	abandonner
l'	DET:ART	le
larme	NOM	larme
c'	PRO:DEM	ce
de	PRP	de
sur	PRP	sur
daignait	VER:impf	daigner
,	PUN	,
silencieuse	ADJ	silencieux
,	PUN	,
vague	NOM	vague
Il	PRO:PER	il
feu	NOM	feu
zèle	NOM	zèle
votre	DET:POS	votre
approche	NOM	approche
.	SENT	.
imprimés	ADJ	imprimé
le	PRO:PER	le
.	SENT	.
,	PUN	,
front	NOM	front
les	DET:ART	le
catalogue	NOM	catalogue
dire	VER:infi	dire
pareil	ADJ	pareil
Certainement	ADV	certainement
vieux	NOM	vieux
bollandistes	NOM	bollandiste
douce	ADJ	doux
les	DET:ART	le
qui	PRO:REL	qui
chambre	NOM	chambre
au	PRP:det	au
la	DET:ART	le
:	PUN	:
ai	VER:pres	avoir
en	PRP	en
la	DET:ART	le
quatre	NUM	quatre
de	PRP	de
ma	DET:POS	mon
petits	ADJ	petit
doucement	ADV	doucement
défaisant	VER:ppre	défaire
amours	NOM	amour
âge	NOM	âge
<EOS>	<EOS>	<EOS>
une	DET:ART	un
table	NOM	table
heure	NOM	heure
il	PRO:PER	il
homme	NOM	homme
malade	ADJ	malade
serge	NOM	serge
Nesle	NAM	nesle
Hamilcar	NAM	hamilcar
.	SENT	.
les	DET:ART	le
ma	DET:POS	mon
mes	DET:POS	mon
s'	PRO:PER	se
,	PUN	,
écris	VER:pres	écrire
d'	PRP	de
avec	PRP	avec
tandis	KON	tandis
coula	VER:simp	couler
sanctorum	NOM	sanctorum
de	PRP	de
votre	DET:POS	votre
Dieux	NOM	dieu
tous	PRO:IND	tout
à	PRP	à
dit-il	NOM	dit-il
posa	VER:simp	poser
la	DET:ART	le
parler	VER:infi	parler
dors	VER:pres	dormir
me	PRO:PER	me
!	SENT	!
un	DET:ART	un
promesse	NOM	promesse
vêtu	VER:pper	vêtir
d'	PRP	de
.	SENT	.
.	SENT	.
souriant	VER:ppre	sourire
mal	ADV	mal
livre	NOM	livre
une	DET:ART	un
n'	ADV	ne
1824	NUM	@card@
sourires	NOM	sourire
jambes	NOM	jambe
une	DET:ART	un
principales	ADJ	principal
,	PUN	,
la	DET:ART	le
introduisirent	VER:simp	introduire
foyer	NOM	foyer
homme	NOM	homme
voix	NOM	voix
en	PRP	en
tas	NOM	tas
la	DET:ART	le
vous	PRO:PER	vous
,	PUN	,
mais	KON	mais
,	PUN	,
offrit	VER:simp	offrir
travail	NOM	travail
,	PUN	,
Cet	NAM	cet
les	DET:ART	le
petit	ADJ	petit
Un	DET:ART	un
un	DET:ART	un
ma	DET:POS	mon
Valois	NAM	valois
M	NOM	m
Je	PRO:PER	je
gorge	NOM	gorge
mes	DET:POS	mon
et	KON	et
Hamilcar	NAM	hamilcar
comprendre	VER:infi	comprendre
»	PUN:cit	»
<EOS>	<EOS>	<EOS>
pécule	NOM	pécule
écureuil	NOM	écureuil
je	PRO:PER	je
elle	PRO:PER	elle
lui	PRO:PER	lui
la	DET:ART	le
,	PUN	,
.	SENT	.
un	DET:ART	un
tête	NOM	tête
il	PRO:PER	il
j'	PRO:PER	je
en	PRO:PER	en
porte	NOM	porte
d'	PRP	de
,	PUN	,
était	VER:impf	être
J'	PRO:PER	je
jamais	ADV	jamais
<EOS>	<EOS>	<EOS>
voudrez	VER:futu	vouloir
assemble	VER:pres	assembler
en	PRO:PER	en
cité	NOM	cité
me	PRO:PER	me
une	DET:ART	un
attrayante	ADJ	attrayant
dans	PRP	dans
à	PRP	à
pas	ADV	pas
personne	NOM	personne
<SEG>
raisonnable	ADJ	raisonnable
,	PUN	,
les	PRO:PER	la|le
Il	PRO:PER	il
académies	NOM	académie
si	KON	si
J'	PRO:PER	je
eussent	VER:subi	avoir
je	PRO:PER	je
Et	KON	et
coloriées	VER:pper	colorier
de	PRP	de
la	DET:ART	le
de	PRP	de
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
lui	PRO:PER	lui
et	KON	et
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
de	PRP	de
Celle	PRO:DEM	celui
ma	DET:POS	mon
?	SENT	?
<EOS>	<EOS>	<EOS>
vois	VER:pres	voir
ce	PRO:DEM	ce
bien	ADV	bien
que	PRO:REL	que
et	KON	et
que	PRO:REL	que
d'	PRP	de
du	PRP:det	du
trop	ADV	trop
vingt-cinq	NUM	vingt-cinq
d'	PRP	de
centimes	NOM	centime
nous	PRO:PER	nous
serez	VER:futu	être
par	PRP	par
Je	PRO:PER	je
renfermer	VER:infi	renfermer
.	SENT	.
complet	ADJ	complet
,	PUN	,
<EOS>	<EOS>	<EOS>
franc	NOM	franc
l'	PRO:PER	la|le
vous	PRO:PER	vous
est	VER:pres	être
que	PRO:REL	que
<EOS>	<EOS>	<EOS>
Coccoz	NAM	coccoz
plus	ADV	plus
,	PUN	,
de	PRP	de
.	SENT	.
femmes	NOM	femme
jeux	NOM	jeu
en	PRP	en
.	SENT	.
répondis	VER:simp	répondre
<EOS>	<EOS>	<EOS>
temps	NOM	temps
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
dés	NOM	dé
vieil	ADJ	vieux
<EOS>	<EOS>	<EOS>
le	DET:ART	le
livres	NOM	livre
me	PRO:PER	me
exemplaire	ADJ	exemplaire
seul	NOM	seul
je	PRO:PER	je
la	DET:ART	le
vous	PRO:PER	vous
...	PUN	...
;	PUN	;
colporteur	NOM	colporteur
,	PUN	,
,	PUN	,
que	KON	que
.	SENT	.
et	KON	et
l'	DET:ART	le
je	PRO:PER	je
mon	DET:POS	mon
mon	DET:POS	mon
mon	DET:POS	mon
temps	NOM	temps
<EOS>	<EOS>	<EOS>
d'	PRP	de
les	DET:ART	le
<EOS>	<EOS>	<EOS>
est	VER:pres	être
convient	VER:pres	convenir|convier
femme	NOM	femme
intelligence	NOM	intelligence
quant	PRP	quant
blanche	ADJ	blanc
la	DET:ART	le
perdre	VER:infi	perdre
-je	PRO:PER	je
,	PUN	,
bonne	ADJ	bon
jours	NOM	jour
difficile	ADJ	difficile
êtes	VER:pres	être
et	KON	et
dirai	VER:futu	dire
<EOS>	<EOS>	<EOS>
facéties	NOM	facétie
Ayant	VER:ppre	avoir
que	KON	que
la	DET:ART	le
J'	PRO:PER	je
a	VER:pres	avoir
répondit	VER:simp	répondre
voleur	NOM	voleur
--	PUN	--
les	DET:ART	le
petit	ADJ	petit
on	PRO:PER	on
ami	NOM	ami
Ma	DET:POS	mon
Les	DET:ART	le
ami	NOM	ami
justice	NOM	justice
mille	NUM	mille
apporterai	VER:futu	apporter
rose	NOM	rose
vendrai	VER:futu	vendre
,	PUN	,
dans	PRP	dans
d'	PRP	de
le	PRO:PER	le
ces	PRO:DEM	ce
et	KON	et
davantage	ADV	davantage
luisants	ADJ	luisant
mort	NOM	mort
,	PUN	,
en	PRP	en
que	KON	que
le	DET:ART	le
dormant	VER:ppre	dormir
peut	VER:pres	pouvoir
de	PRP	de
et	KON	et
c'	PRO:DEM	ce
souffrance	NOM	souffrance
traits	NOM	trait
songe	VER:pres	songer
dans	PRP	dans
,	PUN	,
paroles	NOM	parole
je	PRO:PER	je
yeux	NOM	œil
est	VER:pres	être
et	KON	et
sa	DET:POS	son
écrit	NOM	écrit
soirées	NOM	soirée
coin	NOM	coin
une	DET:ART	un
les	DET:ART	le
»	PUN:cit	»
des	PRP:det	du
un	DET:ART	un
dans	PRP	dans
un	DET:ART	un
avec	PRP	avec
Oui	INT	oui
un	DET:ART	un
est	VER:pres	être
que	PRO:REL	que
vous	PRO:PER	vous
<EOS>	<EOS>	<EOS>
Que	KON	que
de	PRP	de
ici	ADV	ici
de	PRP	de
comme	KON	comme
chaque	PRO:IND	chaque
,	PUN	,
dis	VER:pres	dire
était	VER:impf	être
d'	PRP	de
Monsieur	NOM	monsieur
dis	VER:pres	dire
aux	PRP:det	au
longtemps	ADV	longtemps
ce	PRO:DEM	ce
tous	PRO:IND	tout
ces	PRO:DEM	ce
le	DET:ART	le
vérité	NOM	vérité
,	PUN	,
jeux	NOM	jeu
achèterais	VER:cond	acheter
vous	PRO:PER	vous
ma	DET:POS	mon
coule	VER:pres	couler
:	PUN	:
,	PUN	,
votre	DET:POS	votre
.	SENT	.
de	PRP	de
répondit-elle	VER:subp	répondit-elle
Elle	PRO:PER	elle
une	DET:ART	un
fus	VER:simp	être
avec	PRP	avec
ne	ADV	ne
,	PUN	,
il	PRO:PER	il
que	PRO:REL	que
les	DET:ART	le
regrets	NOM	regret
de	PRP	de
une	DET:ART	un
robes	NOM	robe
le	DET:ART	le
œil	NOM	œil
<EOS>	<EOS>	<EOS>
monsieur	NOM	monsieur
me	PRO:PER	me
--	PUN	--
résument	VER:pres	résumer
C'	PRO:DEM	ce
facéties	NOM	facétie
Clef	NAM	clef
échecs	NOM	échec|échecs
ai	VER:pres	avoir
,	PUN	,
,	PUN	,
.	SENT	.
--	PUN	--
scientifiques	ADJ	scientifique
possède	VER:pres	posséder
<EOS>	<EOS>	<EOS>
,	PUN	,
où	PRO:REL	où
